element_type,osmid,addr:city,addr:country,addr:postcode,addr:street,geometry,addr:housenumber,entrance,source,fixme,addr:suburb,level,wheelchair,name,wikidata,amenity,wikimedia_commons,architect,heritage,heritage:operator,heritage:ref,image,note,description,wikipedia,roof:colour,opening_hours,building,nodes,building:levels,roof:levels,roof:shape,building:min_level,capacity,layer,operator,building:colour,addr:housename,start_date,height,roof:angle,disused:military,historic,location,old_start_date,roof:height,protect_class,website,area,BLfD:criteria,est_height,ref:BLfD,roof:material,architect:wikidata,building:architecture,roof:orientation,indoor_seating,outdoor_seating,phone,3dr:alpha1,3dr:type,building:levels:underground,noname,building:material,building:flats,smoking,nohousenumber,building:use,denomination,religion,roof:direction,contact:website,building:roof,building:part,source_ref,source:geometry,type,ways
way,96591333,,,,,"POLYGON ((11.5379016 48.0830394, 11.5378454 48.082993, 11.5378856 48.0829712, 11.5378586 48.0829416, 11.537878 48.0829188, 11.5378849 48.0828887, 11.5379523 48.0828873, 11.5380071 48.0828859, 11.5380675 48.0828539, 11.5380404 48.0828196, 11.53813 48.0827792, 11.538248 48.0827677, 11.5382508 48.0827848, 11.5382876 48.0828145, 11.5382987 48.0828609, 11.5383285 48.0828793, 11.5382827 48.082903, 11.5382862 48.0829392, 11.5382952 48.0829698, 11.5381807 48.0829838, 11.5380814 48.0830171, 11.5380707 48.0830097, 11.5380571 48.0830004, 11.5379481 48.0830088, 11.5379016 48.0830394))",,,,,,,,,,,,,,,,,,,,lightgrey,,residential,"[1118832690, 1118832676, 1118832596, 1118832839, 1118832773, 1118832564, 1118832817, 1118832747, 1118832678, 1118832849, 1118832781, 1118832724, 1118832650, 1118832821, 1118832752, 1118832692, 1118832620, 1118832791, 1118832730, 1118832654, 1118832567, 2481674910, 1118832710, 1118832632, 1118832690]",,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96592923,,,,,"POLYGON ((11.5388904 48.0856238, 11.5388659 48.0855371, 11.538841 48.0854494, 11.5389729 48.0854328, 11.5389787 48.0854534, 11.5390649 48.0854425, 11.5390834 48.0855076, 11.5391124 48.0855038, 11.5391286 48.0855067, 11.5391394 48.0855147, 11.539148 48.0855276, 11.5391484 48.0855474, 11.5391305 48.0855607, 11.5390958 48.0855677, 11.5389963 48.0855803, 11.5390045 48.0856094, 11.5388904 48.0856238))",,,,,,,,,,,,,,,,,,,,,,residential,"[1118852375, 2481674961, 1118852369, 1118852313, 1118852348, 1118852382, 1118852318, 1118852312, 1118852351, 1118852345, 1118852368, 1118852299, 1118852316, 1118852376, 1118852331, 1118852301, 1118852375]",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96592925,,,,,"POLYGON ((11.5401002 48.0851264, 11.5400962 48.0849734, 11.5401628 48.0849726, 11.5401646 48.0850411, 11.5402474 48.0850402, 11.5402496 48.0851247, 11.5401002 48.0851264))",,,,,,,,,,,,,,,,,,,,,,residential,"[1118852362, 1118852294, 10567618682, 10567618681, 1118852327, 1118852353, 1118852362]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96592926,München,,81479,Heilmannstraße,"POLYGON ((11.5394292 48.0861153, 11.5396644 48.0860822, 11.5397121 48.0862337, 11.5395389 48.086258, 11.5395141 48.0861792, 11.5394521 48.0861879, 11.5394292 48.0861153))",1,,,,,,,,,,,,,,,,,,,,,residential,"[1118852298, 1118852296, 1118852330, 1118852367, 1118852310, 1118852333, 1118852298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644567,,,,Katharinenstraße,"POLYGON ((11.5366021 48.0841411, 11.5364793 48.0839191, 11.5367195 48.0838599, 11.5367836 48.0839758, 11.5367432 48.0839858, 11.5367496 48.0839974, 11.5368018 48.0840918, 11.5366021 48.0841411))",4,,,,,,,,,,,,,,,,,,,grey,,residential,"[1119345675, 1119345852, 1119345331, 1119345509, 1119345015, 1119345356, 1119345138, 1119345675]",,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644574,,,,,"POLYGON ((11.5383848 48.0856269, 11.5382282 48.0856526, 11.5382075 48.0855965, 11.53819 48.0855488, 11.5383465 48.085523, 11.5383848 48.0856269))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345457, 1119345646, 2481687215, 1119345271, 1119344993, 1119345457]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644584,,,,,"POLYGON ((11.5372425 48.0839008, 11.537386 48.0838655, 11.5374309 48.0839468, 11.5373326 48.0839711, 11.5372874 48.0839822, 11.5372425 48.0839008))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119344951, 1119345065, 1119345862, 2481687219, 1119345520, 1119344951]",2,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644589,,,,,"POLYGON ((11.5377469 48.0847087, 11.5377015 48.0846147, 11.5378567 48.0845812, 11.5379021 48.0846753, 11.5378124 48.0846946, 11.5377469 48.0847087))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119344943, 1119345059, 1119345443, 1119345104, 2481687251, 1119344943]",2,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644591,,,,,"POLYGON ((11.5366215 48.0827684, 11.5366023 48.0827329, 11.5365595 48.0826537, 11.536695 48.082621, 11.5367644 48.0827495, 11.5366821 48.0827693, 11.5366747 48.0827556, 11.5366215 48.0827684))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345215, 2481687257, 1119345350, 1119345041, 1119345795, 1119345452, 1119345621, 1119345215]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644598,,,,,"POLYGON ((11.5372547 48.0827624, 11.5372656 48.0827788, 11.5372836 48.0828059, 11.5372966 48.0828256, 11.5372468 48.0828403, 11.5372709 48.0828768, 11.5371763 48.0829048, 11.5370962 48.0827841, 11.5372407 48.0827413, 11.5372547 48.0827624))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345317, 2481674913, 2481674952, 1119345575, 1119345714, 1119345382, 1119345049, 1119345803, 1119344928, 1119345317]",2,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644607,,,,,"POLYGON ((11.5368246 48.0831284, 11.536802 48.0830871, 11.5367794 48.0830457, 11.5368646 48.0830259, 11.5369351 48.0830118, 11.536976 48.083092, 11.5368246 48.0831284))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345005, 2481687264, 1119345507, 1119345391, 1119345130, 1119345725, 1119345005]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644610,,,,,"POLYGON ((11.5378853 48.0850581, 11.5378474 48.0849851, 11.5377799 48.084855, 11.537751 48.0847992, 11.5379328 48.0847572, 11.538067 48.0850161, 11.5378853 48.0850581))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345119, 2481687286, 2481687305, 1119345745, 1119345936, 1119345594, 1119345119]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644614,,,,,"POLYGON ((11.5369776 48.0833929, 11.53696 48.0833969, 11.5369151 48.083309, 11.5370567 48.0832767, 11.5371017 48.0833646, 11.5370638 48.0833733, 11.5369971 48.0833885, 11.5369776 48.0833929))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345921, 1119344933, 1119345655, 1119345324, 1119345469, 1119345586, 2481687282, 1119345921]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644616,,,,Katharinenstraße,"POLYGON ((11.5367622 48.0844331, 11.5366395 48.0842111, 11.5368797 48.0841519, 11.5369438 48.0842678, 11.5369033 48.0842778, 11.5369082 48.0842866, 11.5369619 48.0843838, 11.5367622 48.0844331))",6,,,,,,,,,,,,,,,,,,,grey,,residential,"[1119345346, 1119345530, 1119345680, 1119345339, 1119345035, 1119345543, 1119345784, 1119345346]",,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644624,,,,,"POLYGON ((11.5375343 48.0844482, 11.5375106 48.0844074, 11.5374912 48.0843741, 11.5376364 48.0843364, 11.5376795 48.0844105, 11.5375343 48.0844482))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345536, 2481687214, 1119345526, 1119345202, 1119345957, 1119345536]",2,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644627,,,,,"POLYGON ((11.5381724 48.0854371, 11.5381347 48.0853446, 11.5382702 48.0853199, 11.5383079 48.0854124, 11.5382247 48.0854276, 11.5381724 48.0854371))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345010, 1119345615, 1119345239, 1119345395, 2481687227, 1119345010]",2,1,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644629,,,,,"POLYGON ((11.5374258 48.0842421, 11.5373866 48.0841728, 11.5373683 48.0841405, 11.5373363 48.084084, 11.5374685 48.0840506, 11.5375579 48.0842087, 11.5374258 48.0842421))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345788, 2481687306, 2481687224, 1119345777, 1119345430, 1119345070, 1119345788]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644633,,,,,"POLYGON ((11.5370618 48.0826687, 11.5370237 48.0826797, 11.5369458 48.0825591, 11.5370368 48.0825329, 11.5370597 48.0825683, 11.5370973 48.0825574, 11.5371222 48.0825961, 11.5371317 48.0826108, 11.5371045 48.0826186, 11.5371251 48.0826504, 11.5370618 48.0826687))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345876, 1119345773, 1119345398, 1119345605, 1119345229, 1119344945, 2481674917, 1119345661, 1119345809, 1119345477, 1119345876]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644636,,,,,"POLYGON ((11.5366971 48.0829256, 11.5366584 48.0828481, 11.5368177 48.0828127, 11.5368563 48.0828901, 11.5367246 48.0829195, 11.5366971 48.0829256))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345835, 1119344983, 1119345692, 1119345378, 2481687220, 1119345835]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644637,,,,,"POLYGON ((11.5368668 48.0832068, 11.5368438 48.0831641, 11.5368246 48.0831284, 11.536976 48.083092, 11.5369971 48.0830869, 11.537034 48.0831556, 11.5370017 48.0831633, 11.537007 48.0831732, 11.5368822 48.0832032, 11.5368668 48.0832068))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119345911, 2481687262, 1119345005, 1119345725, 1324274331, 1324275081, 1324274684, 1119345028, 1119344981, 1119345911]",2,1,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644644,,,,,"POLYGON ((11.5371071 48.0836361, 11.5372343 48.0836066, 11.5373175 48.0837664, 11.5371903 48.083796, 11.5371601 48.0837424, 11.5371326 48.0836852, 11.5371071 48.0836361))",,,,,,,,,,,,,,,,,,,,red,,residential,"[1119344937, 1119345484, 1119345112, 1119345944, 2481687289, 2481687248, 1119344937]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96644645,,,,,"POLYGON ((11.5380899 48.0852637, 11.538076 48.0852315, 11.5380554 48.0851837, 11.5382116 48.0851536, 11.5382461 48.0852337, 11.5380899 48.0852637))",,,,,,,,,,,,,,,,,,,,,,residential,"[1119345845, 2481687276, 1119344948, 1119345667, 1119345828, 1119345845]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96748322,,,,,"POLYGON ((11.5430692 48.1377417, 11.5430882 48.1377427, 11.543261 48.1377521, 11.5432741 48.1376321, 11.5430822 48.1376222, 11.5430804 48.1376381, 11.5430692 48.1377417))",,,,,,,,,,,,,,,,,,,,,,residential,"[1120318152, 10808000430, 1120318322, 1120317704, 5249569569, 1120317841, 1120318152]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96748326,,,,,"POLYGON ((11.5436081 48.13777, 11.5437871 48.1377792, 11.5438169 48.1377655, 11.5438239 48.1377123, 11.5438254 48.1377009, 11.5436568 48.1376926, 11.5436166 48.1376912, 11.5436081 48.13777))",,,,,,,,,,,,,,,,,,,,,,residential,"[1120317803, 1120317664, 1120318111, 10808000425, 1120317656, 1120317944, 1120317697, 1120317803]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96748338,,,,,"POLYGON ((11.543261 48.1377521, 11.5434268 48.1377606, 11.5434479 48.1377617, 11.543461 48.1376411, 11.5432741 48.1376321, 11.543261 48.1377521))",,,,,,,,,,,,,,,,,,,,,,residential,"[1120318322, 10807946200, 1120317615, 1120318295, 1120317704, 1120318322]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96748386,,,,,"POLYGON ((11.5434479 48.1377617, 11.5435939 48.1377693, 11.5436081 48.13777, 11.5436166 48.1376912, 11.5435801 48.1376894, 11.5435847 48.1376471, 11.543461 48.1376411, 11.5434479 48.1377617))",,,,,,,,,,,,,,,,,,,,,,residential,"[1120317615, 10808000429, 1120317803, 1120317697, 1120317877, 1120317763, 1120318295, 1120317615]",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804738,München,DE,,,"POLYGON ((11.5857283 48.1359699, 11.5856677 48.1359755, 11.5856623 48.1359469, 11.5855845 48.1359522, 11.5855872 48.1359844, 11.5855336 48.1359916, 11.5855845 48.1362261, 11.5854853 48.1362368, 11.5853411 48.1362779, 11.5853159 48.1362851, 11.5853887 48.1363944, 11.5854126 48.1363871, 11.5854811 48.136366, 11.5855229 48.1363532, 11.5856275 48.1363442, 11.585674 48.1365624, 11.585842 48.1365447, 11.5858286 48.1364606, 11.5859922 48.1364373, 11.5859815 48.1363693, 11.585834 48.1363926, 11.5858152 48.1363872, 11.5857775 48.1362047, 11.5857621 48.13613, 11.5857398 48.1360219, 11.5857283 48.1359699))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559766, 1121559776, 1121559774, 1121559779, 1121559785, 1121559789, 1121559792, 1121559793, 2515025283, 1121559770, 1121559760, 2515025284, 2515025316, 1121559967, 1121559971, 1121559982, 1121560019, 1121560017, 1121559991, 1121560022, 1121559986, 1121560007, 2515025312, 2515025311, 1121559955, 1121559766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804741,München,DE,,,"POLYGON ((11.5853128 48.1354599, 11.5854612 48.135448, 11.5855572 48.1354403, 11.5855833 48.1355629, 11.5854374 48.1355721, 11.5854467 48.1356116, 11.5854655 48.1356116, 11.5854857 48.135685, 11.5856398 48.1356704, 11.5856364 48.1356422, 11.5857485 48.1356333, 11.585766 48.1357149, 11.5857094 48.1357197, 11.5857192 48.1357486, 11.585701 48.1357502, 11.5856827 48.1357519, 11.5857106 48.1358663, 11.5855658 48.1358806, 11.5855558 48.1358355, 11.585432 48.1358517, 11.5853128 48.1354599))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559931, 2515025276, 1121559868, 1121559933, 1121559958, 1121559970, 1121559938, 1121559945, 1121559948, 1121559914, 3961270287, 1121559966, 2829979009, 1121559956, 2829979026, 2829979015, 1121559964, 1121559809, 1121559820, 1121559823, 1121559931]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804744,München,DE,,,"POLYGON ((11.5858779 48.1358116, 11.5861033 48.1357901, 11.5861401 48.1357608, 11.5861237 48.1356903, 11.5861097 48.1356298, 11.5860972 48.1355759, 11.5860865 48.1355301, 11.5860637 48.135432, 11.5860544 48.1353916, 11.5857921 48.1354215, 11.5858143 48.1355031, 11.5859435 48.135488, 11.5859489 48.13551, 11.5858961 48.1355179, 11.5859145 48.1355906, 11.5859359 48.1355906, 11.5859515 48.135677, 11.5858512 48.1356888, 11.5858779 48.1358116))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559999, 1121560001, 1121560000, 2515025280, 1121559808, 2515025279, 1121559810, 2515025278, 1121559828, 1121559826, 1121559829, 1121559835, 1121559838, 1121559841, 1121559852, 1121559912, 1121559858, 1121559859, 1121559999]",5,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804747,München,DE,,,"POLYGON ((11.5863572 48.1367622, 11.5863711 48.1368375, 11.5863871 48.1369247, 11.5862486 48.1369357, 11.5862447 48.1369142, 11.5862145 48.1369166, 11.5862175 48.1369334, 11.5861807 48.1369363, 11.5861506 48.1367811, 11.5863572 48.1367622))",,,,,,,,,,,,,,,,,,,,,,residential,"[2292390342, 2515025303, 2292390353, 2292390355, 1121559916, 1121559927, 1121559936, 1121559929, 2292390343, 2292390342]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804749,München,DE,,,"POLYGON ((11.585209 48.1368651, 11.5853881 48.1368148, 11.5852868 48.1366629, 11.5851125 48.1367094, 11.5851672 48.1367977, 11.585209 48.1368651))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559787, 1121559777, 1121559983, 1121559977, 2829979019, 1121559787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804753,München,DE,,,"POLYGON ((11.5850146 48.1354587, 11.5852159 48.1354595, 11.5853128 48.1354599, 11.585432 48.1358517, 11.5852164 48.135883, 11.5851769 48.1357625, 11.5852999 48.1357442, 11.5852723 48.1355978, 11.5850094 48.135595, 11.5850146 48.1354587))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559836, 2515025274, 1121559931, 1121559823, 1121559840, 1121559850, 1121559844, 1121559853, 1121560023, 1121559836]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804754,München,DE,,,"POLYGON ((11.5855572 48.1354403, 11.5856761 48.1354308, 11.5857921 48.1354215, 11.5858143 48.1355031, 11.5858163 48.1355439, 11.5857734 48.1355493, 11.5857909 48.13563, 11.5857485 48.1356333, 11.5856364 48.1356422, 11.5856158 48.1355589, 11.5855833 48.1355629, 11.5855572 48.1354403))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559868, 2515025277, 1121559826, 1121559829, 1121559873, 1121559909, 1121559807, 3961270287, 1121559914, 1121559918, 1121559933, 1121559868]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804756,München,DE,,,"POLYGON ((11.5848483 48.1356554, 11.5849608 48.1355963, 11.5850094 48.135595, 11.5850146 48.1354587, 11.5848954 48.1354538, 11.5847441 48.1355425, 11.5846595 48.1355921, 11.585003 48.1358517, 11.5850676 48.1359023, 11.585128 48.135893, 11.5852164 48.135883, 11.5851769 48.1357625, 11.5850351 48.1357818, 11.5849065 48.1356805, 11.5848623 48.1356674, 11.5848483 48.1356554))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559885, 1121559875, 1121560023, 1121559836, 1121559806, 2515025271, 1121559893, 1121559762, 1121559901, 2515025313, 1121559840, 1121559850, 1121560003, 1121560020, 1121560025, 1121559885]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804760,München,DE,,,"POLYGON ((11.5852654 48.1363013, 11.585194 48.1361827, 11.5850826 48.1359979, 11.5850556 48.1359531, 11.5850454 48.1359361, 11.5850824 48.1359164, 11.5850676 48.1359023, 11.585003 48.1358517, 11.5849113 48.1359057, 11.5848308 48.1359433, 11.584874 48.1360143, 11.5851822 48.1365214, 11.5850749 48.1365501, 11.5851205 48.1366181, 11.5850696 48.136636, 11.5850892 48.1366695, 11.5851125 48.1367094, 11.5852868 48.1366629, 11.5852576 48.136621, 11.5852305 48.1365823, 11.5853405 48.1365519, 11.5853271 48.1365358, 11.5853673 48.1365232, 11.5853458 48.1364856, 11.5853753 48.1364767, 11.5853313 48.1364082, 11.5853887 48.1363944, 11.5853159 48.1362851, 11.5852654 48.1363013))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121559882, 2515025315, 2515025314, 3565733105, 1121559886, 1121559892, 1121559901, 1121559762, 1121559876, 1121559889, 3565733106, 1121559903, 1121559906, 1121559975, 1121559973, 2515025286, 1121559977, 1121559983, 2515025287, 1121559987, 1121560018, 1121559989, 1121560009, 1121559993, 1121560004, 1121559768, 1121559760, 1121559770, 1121559882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96804763,München,DE,,,"POLYGON ((11.5846161 48.1357535, 11.584651 48.1357811, 11.5845008 48.1358713, 11.5843601 48.1357677, 11.5844442 48.1357184, 11.58456 48.1356505, 11.5846595 48.1355921, 11.585003 48.1358517, 11.5849113 48.1359057, 11.5847863 48.135814, 11.584667 48.1357211, 11.5846161 48.1357535))",,,,,,,,,,,,,,,,,,,,,,residential,"[1121560032, 1121560035, 1118479778, 1118479781, 2515025272, 2515025273, 1121559893, 1121559762, 1121559876, 2832360835, 1121559888, 1121560032]",4,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110340,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5204457 48.1825741, 11.5201127 48.1825391, 11.5200874 48.1826469, 11.5202698 48.182666, 11.5204204 48.1826818, 11.5204457 48.1825741))",37a,,,,,,,,,,,,,,,,,,,,,residential,"[1124997909, 1124997812, 1124998414, 2503238111, 1124998137, 1124997909]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110349,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5214118 48.1853694, 11.5214074 48.18532, 11.5213996 48.1853219, 11.52128 48.1853469, 11.521287 48.1854374, 11.5214154 48.1854322, 11.5215743 48.1854258, 11.5215666 48.1853407, 11.5214769 48.1853443, 11.5214789 48.1853667, 11.5214118 48.1853694))",74,,,,,,,,,,,,,,,,,,,,,residential,"[2503062731, 2503062721, 2503062722, 2503062727, 1124997893, 2503062737, 2503062735, 2503062724, 2503062725, 2503062729, 2503062731]",4,,flat,,,,,moccasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110353,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5219724 48.1849687, 11.5220864 48.1849643, 11.522196 48.1849602, 11.5221852 48.1848335, 11.5221241 48.1848359, 11.5221247 48.1848435, 11.5220204 48.1848474, 11.5220196 48.1848384, 11.5219616 48.1848406, 11.5219724 48.1849687))",60,,,,,,,,,,,,,,,,,,,,,residential,"[2503121740, 2503121739, 2503121738, 2503121720, 2503121724, 2503121730, 2503121731, 2503121726, 2503121728, 2503121740]",5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110363,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5217718 48.184552, 11.5215688 48.1845597, 11.5215761 48.1846464, 11.5215982 48.1846456, 11.5216017 48.1846869, 11.5215593 48.1846885, 11.5215617 48.1847164, 11.5216032 48.1847149, 11.5216063 48.1847515, 11.5215873 48.1847522, 11.5215945 48.1848364, 11.5217356 48.1848311, 11.5217935 48.1848289, 11.5217887 48.1847728, 11.5218036 48.1847722, 11.5217998 48.1847276, 11.5217858 48.1847281, 11.5217843 48.1847101, 11.5218003 48.1847095, 11.5217967 48.1846664, 11.5217816 48.184667, 11.5217718 48.184552))",56,,,,,,,,,,,,,,,,,,,,,residential,"[1124997836, 1124998472, 2503121683, 2503121682, 2503121688, 2503121690, 2503121695, 2503121694, 2503121700, 2503121702, 2503121725, 2503121716, 1124998429, 2503121710, 2503121708, 2503121696, 2503121698, 2503121693, 2503121692, 2503121684, 2503121685, 1124997836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110407,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5212466 48.1851338, 11.5214382 48.1850991, 11.5214364 48.1849694, 11.5212402 48.1849736, 11.5212433 48.1850522, 11.5212466 48.1851338))",70,,,,,,,,,,,,,,,,,,,,,residential,"[1124998360, 1124998254, 1124998462, 1124998150, 2503062717, 1124998360]",4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110412,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5213517 48.1839152, 11.5211881 48.1839178, 11.5211761 48.183918, 11.5211764 48.183929, 11.5211794 48.1840123, 11.5211818 48.1840806, 11.5211928 48.1840805, 11.5213564 48.1840779, 11.521364 48.1840777, 11.5213586 48.1839267, 11.5213582 48.1839151, 11.5213517 48.1839152))",50,,,,,,,,,,,,,,,,,,,maroon,,residential,"[1124998237, 1124997968, 1124998382, 2503121665, 2503121672, 2503121676, 1124997723, 1124998075, 2503121675, 2503121664, 2503121662, 1124998237]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110431,München,DE,80992,Pelkovenstraße,"POLYGON ((11.5211195 48.1821536, 11.5209686 48.1821378, 11.5209127 48.1823751, 11.5210636 48.1823909, 11.5211195 48.1821536))",81,,,,,,,,Q41183309,,,,,,,,,,,red,,residential,"[1124997739, 1124997830, 1124997925, 1124998213, 1124997739]",2,,gabled,,,,,moccasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110443,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5203987 48.1838199, 11.5204294 48.1836806, 11.5202429 48.1836623, 11.5202217 48.1837583, 11.520239 48.1837749, 11.5202335 48.1838036, 11.5203987 48.1838199))",43,,,,,,,,,,,,,,,,,,,darkred,,residential,"[1124997913, 1124998471, 1124998118, 2503135933, 2503135936, 1124997745, 1124997913]",2,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110477,München,DE,80993,Bingener Straße,"POLYGON ((11.5213345 48.1837489, 11.5213141 48.1837497, 11.5211788 48.183755, 11.5211881 48.1839178, 11.5213517 48.1839152, 11.5213403 48.183805, 11.5213345 48.1837489))",1,,,,,,,,,,,,,,,,,,,maroon,,residential,"[1124998297, 2503121654, 1124998357, 1124997968, 1124998237, 2503121659, 1124998297]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97110501,München,DE,80993,Feldmochinger Straße,"POLYGON ((11.5208868 48.1831344, 11.5208991 48.1830033, 11.5209023 48.1829695, 11.5207577 48.1829635, 11.520753 48.1829633, 11.5207376 48.1831282, 11.5208868 48.1831344))",41a,,,,,,,,,,,,,,,,,,,,,residential,"[2503238220, 2503238185, 2503238167, 2503238163, 2503238162, 2503238219, 2503238220]",4,,,,,,,lightpink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
