element_type,osmid,amenity,capacity,capacity:disabled,parking_space,wheelchair,geometry,capacity:parent,capacity:women,description,maxstay,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair:description,access,access:disabled,disabled,fee,nodes,building,building:levels,covered,opening_hours,supervised,surface,lit,check_date:fee,operator,park_ride,parking:orientation,name,psv,parking:disabled,fixme,parking:street_side:of,parking:street_side:of:name,traffic_sign,markings,orientation,note,survey:date,access:conditional,check_date,maxstay:conditional,parking:condition
way,946998432,parking_space,1,,,,"POLYGON ((13.4546635 52.4552828, 13.4547026 52.4552449, 13.4546713 52.4552329, 13.4546323 52.4552708, 13.4546635 52.4552828))",,,,,,,,,,,,,,,,,"[8765907537, 8765907536, 8765907539, 8765907538, 8765907537]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998433,parking_space,1,,,,"POLYGON ((13.4546713 52.4552329, 13.4546401 52.455221, 13.454601 52.4552588, 13.4546323 52.4552708, 13.4546713 52.4552329))",,,,,,,,,,,,,,,,,"[8765907539, 8765907540, 8765907541, 8765907538, 8765907539]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998434,parking_space,1,,,,"POLYGON ((13.454601 52.4552588, 13.4546401 52.455221, 13.4546088 52.455209, 13.4545698 52.4552468, 13.454601 52.4552588))",,,,,,,,,,,,,,,,,"[8765907541, 8765907540, 8765907543, 8765907542, 8765907541]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998435,parking_space,1,,,,"POLYGON ((13.4546088 52.455209, 13.4545775 52.455197, 13.4545385 52.4552349, 13.4545698 52.4552468, 13.4546088 52.455209))",,,,,,,,,,,,,,,,,"[8765907543, 8765907544, 8765907545, 8765907542, 8765907543]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998436,parking_space,1,,,,"POLYGON ((13.4545385 52.4552349, 13.4545775 52.455197, 13.4545463 52.455185, 13.4545072 52.4552229, 13.4545385 52.4552349))",,,,,,,,,,,,,,,,,"[8765907545, 8765907544, 8765907547, 8765907546, 8765907545]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998437,parking_space,1,,,,"POLYGON ((13.4545463 52.455185, 13.454515 52.4551731, 13.454476 52.4552109, 13.4545072 52.4552229, 13.4545463 52.455185))",,,,,,,,,,,,,,,,,"[8765907547, 8765907548, 8765907549, 8765907546, 8765907547]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998438,parking_space,1,,,,"POLYGON ((13.454476 52.4552109, 13.454515 52.4551731, 13.4544838 52.4551611, 13.4544447 52.4551989, 13.454476 52.4552109))",,,,,,,,,,,,,,,,,"[8765907549, 8765907548, 8765907551, 8765907550, 8765907549]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998439,parking_space,1,,,,"POLYGON ((13.4544838 52.4551611, 13.4544525 52.4551491, 13.4544135 52.455187, 13.4544447 52.4551989, 13.4544838 52.4551611))",,,,,,,,,,,,,,,,,"[8765907551, 8765907553, 8765907554, 8765907550, 8765907551]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998440,parking_space,1,,,,"POLYGON ((13.4544135 52.455187, 13.4544525 52.4551491, 13.4544212 52.4551371, 13.4543822 52.455175, 13.4544135 52.455187))",,,,,,,,,,,,,,,,,"[8765907554, 8765907553, 8765907552, 8765907502, 8765907554]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998441,parking_space,1,,,,"POLYGON ((13.4543165 52.4552818, 13.4543555 52.455244, 13.4543243 52.455232, 13.4542852 52.4552699, 13.4543165 52.4552818))",,,,,,,,,,,,,,,,,"[8765907557, 8765907556, 8765907555, 8765907559, 8765907557]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998442,parking_space,1,,,,"POLYGON ((13.4542775 52.4553197, 13.4543165 52.4552818, 13.4542852 52.4552699, 13.4542462 52.4553077, 13.4542775 52.4553197))",,,,,,,,,,,,,,,,,"[8765907560, 8765907557, 8765907559, 8765907558, 8765907560]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998443,parking_space,1,,,,"POLYGON ((13.4543478 52.4552938, 13.4543165 52.4552818, 13.4542775 52.4553197, 13.4543087 52.4553316, 13.4543478 52.4552938))",,,,,,,,,,,,,,,,,"[8765907563, 8765907557, 8765907560, 8765907562, 8765907563]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998444,parking_space,1,,,,"POLYGON ((13.4543868 52.455256, 13.4543555 52.455244, 13.4543165 52.4552818, 13.4543478 52.4552938, 13.4543868 52.455256))",,,,,,,,,,,,,,,,,"[8765907561, 8765907556, 8765907557, 8765907563, 8765907561]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998445,parking_space,1,,,,"POLYGON ((13.454379 52.4553058, 13.454418 52.4552679, 13.4543868 52.455256, 13.4543478 52.4552938, 13.454379 52.4553058))",,,,,,,,,,,,,,,,,"[8765907567, 8765907566, 8765907561, 8765907563, 8765907567]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998446,parking_space,1,,,,"POLYGON ((13.45434 52.4553436, 13.454379 52.4553058, 13.4543478 52.4552938, 13.4543087 52.4553316, 13.45434 52.4553436))",,,,,,,,,,,,,,,,,"[8765907564, 8765907567, 8765907563, 8765907562, 8765907564]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998447,parking_space,1,,,,"POLYGON ((13.4544103 52.4553178, 13.454379 52.4553058, 13.45434 52.4553436, 13.4543712 52.4553556, 13.4544103 52.4553178))",,,,,,,,,,,,,,,,,"[8765907570, 8765907567, 8765907564, 8765907565, 8765907570]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998448,parking_space,1,,,,"POLYGON ((13.4544493 52.4552799, 13.454418 52.4552679, 13.454379 52.4553058, 13.4544103 52.4553178, 13.4544493 52.4552799))",,,,,,,,,,,,,,,,,"[8765907568, 8765907566, 8765907567, 8765907570, 8765907568]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998449,parking_space,1,,,,"POLYGON ((13.4544415 52.4553297, 13.4544806 52.4552919, 13.4544493 52.4552799, 13.4544103 52.4553178, 13.4544415 52.4553297))",,,,,,,,,,,,,,,,,"[8765907573, 8765907569, 8765907568, 8765907570, 8765907573]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998450,parking_space,1,,,,"POLYGON ((13.4544025 52.4553676, 13.4544415 52.4553297, 13.4544103 52.4553178, 13.4543712 52.4553556, 13.4544025 52.4553676))",,,,,,,,,,,,,,,,,"[8765907571, 8765907573, 8765907570, 8765907565, 8765907571]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998451,parking_space,1,,,,"POLYGON ((13.4544728 52.4553417, 13.4544415 52.4553297, 13.4544025 52.4553676, 13.4544337 52.4553795, 13.4544728 52.4553417))",,,,,,,,,,,,,,,,,"[8765907575, 8765907573, 8765907571, 8765907572, 8765907575]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998452,parking_space,1,,,,"POLYGON ((13.4545118 52.4553039, 13.4544806 52.4552919, 13.4544415 52.4553297, 13.4544728 52.4553417, 13.4545118 52.4553039))",,,,,,,,,,,,,,,,,"[8765907574, 8765907569, 8765907573, 8765907575, 8765907574]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998453,parking_space,1,,,,"POLYGON ((13.454504 52.4553537, 13.4545431 52.4553158, 13.4545118 52.4553039, 13.4544728 52.4553417, 13.454504 52.4553537))",,,,,,,,,,,,,,,,,"[8765907576, 8765907578, 8765907574, 8765907575, 8765907576]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998454,parking_space,1,,,,"POLYGON ((13.454465 52.4553915, 13.454504 52.4553537, 13.4544728 52.4553417, 13.4544337 52.4553795, 13.454465 52.4553915))",,,,,,,,,,,,,,,,,"[8765907577, 8765907576, 8765907575, 8765907572, 8765907577]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998455,parking_space,1,,,,"POLYGON ((13.4545353 52.4553657, 13.454504 52.4553537, 13.454465 52.4553915, 13.4544963 52.4554035, 13.4545353 52.4553657))",,,,,,,,,,,,,,,,,"[8765907580, 8765907576, 8765907577, 8765907583, 8765907580]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998456,parking_space,1,,,,"POLYGON ((13.4545353 52.4553657, 13.4545743 52.4553278, 13.4545431 52.4553158, 13.454504 52.4553537, 13.4545353 52.4553657))",,,,,,,,,,,,,,,,,"[8765907580, 8765907579, 8765907578, 8765907576, 8765907580]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998457,parking_space,1,,,,"POLYGON ((13.4545666 52.4553776, 13.4546056 52.4553398, 13.4545743 52.4553278, 13.4545353 52.4553657, 13.4545666 52.4553776))",,,,,,,,,,,,,,,,,"[8765907582, 8765907581, 8765907579, 8765907580, 8765907582]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998458,parking_space,1,,,,"POLYGON ((13.4545275 52.4554155, 13.4545666 52.4553776, 13.4545353 52.4553657, 13.4544963 52.4554035, 13.4545275 52.4554155))",,,,,,,,,,,,,,,,,"[8765907584, 8765907582, 8765907580, 8765907583, 8765907584]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998459,parking_space,1,,,,"POLYGON ((13.4545978 52.4553896, 13.4545666 52.4553776, 13.4545275 52.4554155, 13.4545588 52.4554274, 13.4545978 52.4553896))",,,,,,,,,,,,,,,,,"[8765907588, 8765907582, 8765907584, 8765907585, 8765907588]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998460,parking_space,1,,,,"POLYGON ((13.4546368 52.4553518, 13.4546056 52.4553398, 13.4545666 52.4553776, 13.4545978 52.4553896, 13.4546368 52.4553518))",,,,,,,,,,,,,,,,,"[8765907586, 8765907581, 8765907582, 8765907588, 8765907586]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998461,parking_space,1,,,,"POLYGON ((13.4546291 52.4554016, 13.4546681 52.4553637, 13.4546368 52.4553518, 13.4545978 52.4553896, 13.4546291 52.4554016))",,,,,,,,,,,,,,,,,"[8765907591, 8765907587, 8765907586, 8765907588, 8765907591]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998462,parking_space,1,,,,"POLYGON ((13.45459 52.4554394, 13.4546291 52.4554016, 13.4545978 52.4553896, 13.4545588 52.4554274, 13.45459 52.4554394))",,,,,,,,,,,,,,,,,"[8765907589, 8765907591, 8765907588, 8765907585, 8765907589]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998463,parking_space,1,,,,"POLYGON ((13.4546603 52.4554136, 13.4546291 52.4554016, 13.45459 52.4554394, 13.4546213 52.4554514, 13.4546603 52.4554136))",,,,,,,,,,,,,,,,,"[8765907594, 8765907591, 8765907589, 8765907590, 8765907594]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998464,parking_space,1,,,,"POLYGON ((13.4546994 52.4553757, 13.4546681 52.4553637, 13.4546291 52.4554016, 13.4546603 52.4554136, 13.4546994 52.4553757))",,,,,,,,,,,,,,,,,"[8765907592, 8765907587, 8765907591, 8765907594, 8765907592]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998465,parking_space,1,,,,"POLYGON ((13.4546916 52.4554255, 13.4547306 52.4553877, 13.4546994 52.4553757, 13.4546603 52.4554136, 13.4546916 52.4554255))",,,,,,,,,,,,,,,,,"[8765907595, 8765907593, 8765907592, 8765907594, 8765907595]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998466,parking_space,1,,,,"POLYGON ((13.4546525 52.4554634, 13.4546916 52.4554255, 13.4546603 52.4554136, 13.4546213 52.4554514, 13.4546525 52.4554634))",,,,,,,,,,,,,,,,,"[8765907596, 8765907595, 8765907594, 8765907590, 8765907596]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998467,parking_space,1,,,,"POLYGON ((13.4547228 52.4554375, 13.4546916 52.4554255, 13.4546525 52.4554634, 13.4546838 52.4554753, 13.4547228 52.4554375))",,,,,,,,,,,,,,,,,"[8765907598, 8765907595, 8765907596, 8765907601, 8765907598]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998468,parking_space,1,,,,"POLYGON ((13.4547228 52.4554375, 13.4547619 52.4553997, 13.4547306 52.4553877, 13.4546916 52.4554255, 13.4547228 52.4554375))",,,,,,,,,,,,,,,,,"[8765907598, 8765907597, 8765907593, 8765907595, 8765907598]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998469,parking_space,1,,,,"POLYGON ((13.4547541 52.4554495, 13.4547931 52.4554116, 13.4547619 52.4553997, 13.4547228 52.4554375, 13.4547541 52.4554495))",,,,,,,,,,,,,,,,,"[8765907600, 8765907599, 8765907597, 8765907598, 8765907600]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998470,parking_space,1,,,,"POLYGON ((13.4547151 52.4554873, 13.4547541 52.4554495, 13.4547228 52.4554375, 13.4546838 52.4554753, 13.4547151 52.4554873))",,,,,,,,,,,,,,,,,"[8765907602, 8765907600, 8765907598, 8765907601, 8765907602]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998471,parking_space,1,,,,"POLYGON ((13.4544775 52.4555925, 13.4545087 52.4556044, 13.4545473 52.4555668, 13.4545161 52.4555549, 13.4544775 52.4555925))",,,,,,,,,,,,,,,,,"[8765907606, 8765907603, 8765907604, 8765907605, 8765907606]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998472,parking_space,1,,,,"POLYGON ((13.4544849 52.455543, 13.4544463 52.4555806, 13.4544775 52.4555925, 13.4545161 52.4555549, 13.4544849 52.455543))",,,,,,,,,,,,,,,,,"[8765907608, 8765907607, 8765907606, 8765907605, 8765907608]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998473,parking_space,1,,,,"POLYGON ((13.4544151 52.4555688, 13.4544463 52.4555806, 13.4544849 52.455543, 13.4544537 52.4555311, 13.4544151 52.4555688))",,,,,,,,,,,,,,,,,"[8765907609, 8765907607, 8765907608, 8765907610, 8765907609]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998474,parking_space,1,,,,"POLYGON ((13.4544224 52.4555193, 13.4543839 52.4555569, 13.4544151 52.4555688, 13.4544537 52.4555311, 13.4544224 52.4555193))",,,,,,,,,,,,,,,,,"[8765907612, 8765907611, 8765907609, 8765907610, 8765907612]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998475,parking_space,1,,,,"POLYGON ((13.4543527 52.455545, 13.4543839 52.4555569, 13.4544224 52.4555193, 13.4543912 52.4555074, 13.4543527 52.455545))",,,,,,,,,,,,,,,,,"[8765907613, 8765907611, 8765907612, 8765907614, 8765907613]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998476,parking_space,1,,,,"POLYGON ((13.4543215 52.4555331, 13.4543527 52.455545, 13.4543912 52.4555074, 13.45436 52.4554955, 13.4543215 52.4555331))",,,,,,,,,,,,,,,,,"[8765907615, 8765907613, 8765907614, 8765907616, 8765907615]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998477,parking_space,1,,,,"POLYGON ((13.4542903 52.4555213, 13.4543215 52.4555331, 13.45436 52.4554955, 13.4543288 52.4554836, 13.4542903 52.4555213))",,,,,,,,,,,,,,,,,"[8765907618, 8765907615, 8765907616, 8765907617, 8765907618]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998478,parking_space,1,,,,"POLYGON ((13.454218 52.4554938, 13.4542497 52.4555058, 13.4542883 52.4554682, 13.4542565 52.4554561, 13.454218 52.4554938))",,,,,,,,,,,,,,,,,"[8765907622, 8765907619, 8765907620, 8765907621, 8765907622]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998479,parking_space,1,,,,"POLYGON ((13.4541863 52.4554817, 13.454218 52.4554938, 13.4542565 52.4554561, 13.4542248 52.4554441, 13.4541863 52.4554817))",,,,,,,,,,,,,,,,,"[8765907623, 8765907622, 8765907621, 8765907624, 8765907623]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998480,parking_space,1,,,,"POLYGON ((13.4541546 52.4554696, 13.4541863 52.4554817, 13.4542248 52.4554441, 13.4541931 52.455432, 13.4541546 52.4554696))",,,,,,,,,,,,,,,,,"[8765907625, 8765907623, 8765907624, 8765907626, 8765907625]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998481,parking_space,1,,,,"POLYGON ((13.4541229 52.4554575, 13.4541546 52.4554696, 13.4541931 52.455432, 13.4541614 52.4554199, 13.4541229 52.4554575))",,,,,,,,,,,,,,,,,"[8765907628, 8765907625, 8765907626, 8765907627, 8765907628]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998482,parking_space,1,,,,"POLYGON ((13.4540903 52.4553929, 13.4540518 52.4554305, 13.4540838 52.4554427, 13.4541224 52.4554051, 13.4540903 52.4553929))",,,,,,,,,,,,,private,,,,"[8765907631, 8765907632, 8765907630, 8765907629, 8765907631]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,946998483,parking_space,1,,,,"POLYGON ((13.4540197 52.4554183, 13.4540518 52.4554305, 13.4540903 52.4553929, 13.4540583 52.4553807, 13.4540197 52.4554183))",,,,,,,,,,,,,private,,,,"[8765907634, 8765907632, 8765907631, 8765907633, 8765907634]",,,,,,,,,,,,,,,,,,,,,,,,,,
