element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,entrance,geometry,source,access,building,name,description,note,operator,website,wheelchair,check_date,url,nodes,building:levels,roof:levels,roof:shape,building:colour,building:material,roof:colour,roof:material,roof:orientation,service,was:amenity,was:cuisine,was:name,was:website,building:levels:underground,fixme,reg_name,start_date,source:roof:shape,name:wikipedia,height,name:building,phone,source:addr,nohousenumber,owner,wikidata,ele,roof:height,building:part,operator:url,proposed:name,start_date:construction,proposed:roof:shape,construction,building:parts,architect,building:name,building:min_level,ways,type
way,39543233,Stuttgart,DE,12,70565,Pasteurweg,,,"POLYGON ((9.1040716 48.7189178, 9.1038267 48.7189195, 9.1038287 48.7190434, 9.1040736 48.7190416, 9.1040716 48.7189178))",Yahoo,,residential,,,,,,,,,"[473796080, 473796081, 473796082, 473796083, 473796080]",3,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39543241,Stuttgart,,105,70565,Krehlstraße,,,"POLYGON ((9.1025917 48.7193172, 9.1025291 48.7192382, 9.1023825 48.7192886, 9.102445 48.7193677, 9.1025917 48.7193172))",,,residential,,,,,,,,,"[473796114, 473796115, 473796116, 473796117, 473796114]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39646910,Stuttgart,,2,70565,Greutäckerstraße,,,"POLYGON ((9.1014669 48.7192321, 9.1014345 48.7193196, 9.101587 48.7193442, 9.1016194 48.7192567, 9.1014669 48.7192321))",,,residential,,,,,,,,,"[475280919, 475280927, 475280924, 475280922, 475280919]",3,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39646911,Stuttgart,,6,70565,Greutäckerstraße,,,"POLYGON ((9.101351 48.7195523, 9.1013215 48.7196275, 9.1014722 48.7196533, 9.1015018 48.7195781, 9.101351 48.7195523))",,,residential,,,,,,,,,"[475280929, 475280937, 475280934, 475280932, 475280929]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39646912,Stuttgart,,4,70565,Greutäckerstraße,,,"POLYGON ((9.1014069 48.7193976, 9.101381 48.71948, 9.1015289 48.7195002, 9.1015548 48.7194178, 9.1014069 48.7193976))",,,residential,,,,,,,,,"[475280939, 475280949, 475280945, 475280942, 475280939]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39646913,Stuttgart,,8,70565,Greutäckerstraße,,,"POLYGON ((9.1013148 48.719683, 9.1012785 48.7197677, 9.1014069 48.7197917, 9.1014432 48.719707, 9.1013148 48.719683))",,,residential,,,,,,,,,"[475280951, 475280961, 475280956, 475280955, 475280951]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39658697,Stuttgart,DE,7,70565,Behringstraße,,,"POLYGON ((9.1051022 48.721616, 9.1050955 48.7217336, 9.105284 48.7217382, 9.1052906 48.7216206, 9.1051022 48.721616))",,,residential,,,,,,,,,"[475408073, 475408077, 475408076, 475408074, 475408073]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39658698,Stuttgart,DE,9,70565,Behringstraße,,,"POLYGON ((9.1050307 48.721631, 9.1048806 48.7216287, 9.1048773 48.7217229, 9.1050273 48.7217252, 9.1050307 48.721631))",,,residential,,,,,,,,,"[475408080, 475408081, 475408082, 475408084, 475408080]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39658712,Stuttgart,DE,24,70565,Haldenäckerstraße,,,"POLYGON ((9.1058903 48.7207515, 9.1057545 48.7207458, 9.1057453 48.72084, 9.1058811 48.7208457, 9.1058903 48.7207515))",,,residential,,,,,,,,,"[475408154, 475408155, 475408156, 475408157, 475408154]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39658721,Stuttgart,DE,27,70565,Haldenäckerstraße,,,"POLYGON ((9.1053528 48.7210324, 9.1054938 48.7210365, 9.1055008 48.7209279, 9.1053598 48.7209238, 9.1053528 48.7210324))",,,residential,,,,,,,,,"[475408214, 475408217, 475408216, 475408215, 475408214]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39761698,Stuttgart,,41,70565,Am Ochsenwald,,,"POLYGON ((9.0918559 48.7189364, 9.0918559 48.7188172, 9.0917507 48.7188172, 9.0917507 48.7189364, 9.0918559 48.7189364))",,,residential,,,,,,,,,"[476658134, 476658135, 476658137, 476658138, 476658134]",2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39761699,Stuttgart,,43,70565,Am Ochsenwald,,,"POLYGON ((9.0917502 48.7189238, 9.0917502 48.7188045, 9.091645 48.7188045, 9.091645 48.7189238, 9.0917502 48.7189238))",,,residential,,,,,,,,,"[476658143, 476658142, 476658139, 476658141, 476658143]",2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39761701,Stuttgart,,45,70565,Am Ochsenwald,,,"POLYGON ((9.0914999 48.7189239, 9.0914999 48.7189951, 9.0916887 48.7189951, 9.0916887 48.7189239, 9.0914999 48.7189239))",,,residential,,,,,,,,,"[476658144, 476658148, 476658146, 476658145, 476658144]",2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790032,Stuttgart,,14,70565,Am Ochsenwald,,,"POLYGON ((9.0920597 48.7197465, 9.0920595 48.7198323, 9.0921415 48.7198323, 9.0921414 48.7198542, 9.0923513 48.7198543, 9.0923515 48.7197641, 9.0923515 48.7197467, 9.0920597 48.7197465))",,,residential,,,,,,,,,"[476995540, 476995559, 476995554, 476995557, 588389953, 588389952, 476995543, 476995540]",1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790033,Stuttgart,,16,70565,Am Ochsenwald,,,"POLYGON ((9.0924851 48.7198618, 9.0924863 48.7197648, 9.0923515 48.7197641, 9.0923513 48.7198543, 9.0923505 48.719861, 9.0924851 48.7198618))",,,residential,,,,,,,,,"[588389955, 476995572, 588389952, 588389953, 476995564, 588389955]",2,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790034,Stuttgart,,18,70565,Am Ochsenwald,,,"POLYGON ((9.0924848 48.7198845, 9.0926156 48.7198853, 9.0926172 48.7197569, 9.0924864 48.7197561, 9.0924863 48.7197648, 9.0924851 48.7198618, 9.0924848 48.7198845))",,,residential,,,,,,,,,"[476995574, 476995576, 476995578, 476995583, 476995572, 588389955, 476995574]",2,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790035,Stuttgart,,20,70565,Am Ochsenwald,,,"POLYGON ((9.0923739 48.7196119, 9.0923743 48.719651, 9.0925978 48.7196499, 9.0925967 48.7195478, 9.0925688 48.7195479, 9.0925685 48.7195169, 9.0925464 48.719517, 9.0925461 48.7194825, 9.0925238 48.7194826, 9.0925235 48.7194497, 9.0924086 48.7194503, 9.0924097 48.7195586, 9.0923112 48.719559, 9.0923117 48.7196122, 9.0923739 48.7196119))",,,residential,,,,,,,,,"[476995584, 476995586, 476995588, 6497907710, 6497907709, 476995589, 6497907711, 6497907712, 476995592, 476995593, 476995594, 476995595, 476995596, 476995622, 476995584]",1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790036,Stuttgart,,24,70565,Am Ochsenwald,,,"POLYGON ((9.0921201 48.7194609, 9.0920532 48.7194608, 9.0920529 48.7195205, 9.0920528 48.7195548, 9.0920525 48.7196223, 9.0923117 48.7196228, 9.0923117 48.7196122, 9.0923112 48.719559, 9.0923121 48.7195083, 9.0922518 48.7195082, 9.0922517 48.7195303, 9.0921799 48.7195302, 9.09218 48.7195027, 9.0921199 48.7195026, 9.0921201 48.7194609))",,,residential,,,,,,,,,"[476995619, 476995597, 476995658, 2513188055, 476995656, 476995602, 476995622, 476995596, 476995603, 476995604, 476995606, 476995613, 476995615, 476995618, 476995619]",1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39790037,Stuttgart,,24 A,70565,Am Ochsenwald,,,"POLYGON ((9.0918289 48.71952, 9.0919284 48.7195202, 9.0920529 48.7195205, 9.0920532 48.7194608, 9.0920533 48.7194371, 9.0919437 48.7194369, 9.0919435 48.7194708, 9.0918291 48.7194706, 9.0918289 48.71952))",,,residential,,,,,,,,,"[476995629, 2513188053, 476995658, 476995597, 476995634, 476995639, 476995637, 476995649, 476995629]",1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234717,Stuttgart,DE,99,70563,Waldburgstraße,Vaihingen,,"POLYGON ((9.098546 48.7246932, 9.098691 48.7247273, 9.0987323 48.7246507, 9.0985873 48.7246167, 9.098546 48.7246932))",Yahoo,,residential,,,,,,,,,"[485067116, 485067119, 485067121, 485067123, 485067116]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234731,Stuttgart,DE,77,70563,Waldburgstraße,Vaihingen,,"POLYGON ((9.1006797 48.7251123, 9.1008042 48.7251347, 9.1008422 48.7250429, 9.1007177 48.7250205, 9.1006797 48.7251123))",,,residential,,,,,,,,,"[485067238, 485067240, 485067242, 485067243, 485067238]",2,1,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234732,Stuttgart,DE,20,70563,Walter-Heller-Straße,,,"POLYGON ((9.0991356 48.7244652, 9.0992658 48.7245193, 9.0993671 48.7244132, 9.099237 48.7243591, 9.0991356 48.7244652))",,,residential,,,,,,,,,"[485067244, 485067246, 485067247, 485067248, 485067244]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234733,Stuttgart,DE,18,70563,Walter-Heller-Straße,,,"POLYGON ((9.0993427 48.7245585, 9.0994321 48.7245943, 9.0995107 48.7245101, 9.099424 48.7244738, 9.0993427 48.7245585))",,,residential,,,,,,,,,"[485067251, 485067257, 485067255, 485067252, 485067251]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234734,Stuttgart,DE,14,70563,Walter-Heller-Straße,,,"POLYGON ((9.0997304 48.7247028, 9.0998208 48.7245912, 9.099734 48.7245606, 9.0997549 48.7245348, 9.09968 48.7245084, 9.0996423 48.7245549, 9.0996761 48.7245669, 9.0996025 48.7246577, 9.0997304 48.7247028))",,,residential,,,,,,,,,"[485067259, 485067261, 6497968388, 6497968385, 6497968386, 6497968387, 485067262, 485067265, 485067259]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234735,Stuttgart,DE,81,70563,Waldburgstraße,Vaihingen,,"POLYGON ((9.1004691 48.7248661, 9.1006854 48.7249194, 9.1007606 48.7247864, 9.1005443 48.7247331, 9.1004691 48.7248661))",,,residential,,,,,,,,,"[485067267, 485067269, 485067270, 485067271, 485067267]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40234736,Stuttgart,DE,77 A,70563,Waldburgstraße,Vaihingen,,"POLYGON ((9.1007901 48.7249372, 9.1009198 48.724963, 9.1009821 48.7248268, 9.1008524 48.724801, 9.1007901 48.7249372))",,,residential,,,,,,,,,"[485067274, 485067279, 485067277, 485067275, 485067274]",2,0,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323819,Stuttgart,DE,28,70563,Am Föhrenwald,,,"POLYGON ((9.0913889 48.7247206, 9.0913759 48.7248343, 9.0916834 48.7248496, 9.0916964 48.7247359, 9.0913889 48.7247206))",,,residential,,,,,,,,,"[486621628, 486621632, 486621631, 486621629, 486621628]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323831,Stuttgart,DE,11,70563,Albblick,,,"POLYGON ((9.0935247 48.7243758, 9.0934403 48.7244239, 9.0935488 48.7245067, 9.0936332 48.7244586, 9.0935247 48.7243758))",,,residential,,,,,,,,,"[486621724, 6341880668, 6341880667, 486621726, 486621724]",3,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323834,Stuttgart,DE,7,70563,Albblick,,,"POLYGON ((9.0937351 48.724183, 9.0938708 48.7242183, 9.093938 48.7241061, 9.0938023 48.7240707, 9.0937351 48.724183))",,,residential,,,,,,,,,"[486621738, 486621743, 486621741, 486621740, 486621738]",1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323838,Stuttgart,DE,5,70563,Albblick,,,"POLYGON ((9.0939014 48.7240324, 9.0939858 48.7239042, 9.093861 48.7238678, 9.0937766 48.7239959, 9.0939014 48.7240324))",,,residential,,,,,,,,,"[486621769, 486621771, 486621773, 486621775, 486621769]",2,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323839,Stuttgart,DE,74,70563,Im Steinengarten,,,"POLYGON ((9.0910584 48.7252551, 9.0910598 48.7253612, 9.0913437 48.7253595, 9.0913423 48.7252534, 9.0910584 48.7252551))",,,residential,,,,,,,,,"[486621777, 486621784, 486621782, 486621779, 486621777]",2,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323854,Stuttgart,DE,36,70563,Am Föhrenwald,,,"POLYGON ((9.0907605 48.7259561, 9.0909779 48.7259325, 9.0909494 48.7258183, 9.0908626 48.7258308, 9.0908752 48.7258539, 9.0907395 48.7258717, 9.0907605 48.7259561))",,,residential,,,,,,,,,"[486621919, 486621920, 486621921, 6437011699, 6437011698, 486621924, 486621919]",2,0,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40323859,Stuttgart,DE,43,70563,Im Finkenschlag,,,"POLYGON ((9.0911314 48.7262852, 9.091251 48.7262787, 9.0912344 48.7261458, 9.0911148 48.7261523, 9.0911314 48.7262852))",,,residential,,,,,,,,,"[486621954, 486621958, 486621957, 486621955, 486621954]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40399970,Stuttgart,DE,5,70563,Am Hopfenrain,Vaihingen,,"POLYGON ((9.0971396 48.7250217, 9.096996 48.7249899, 9.0969399 48.7251004, 9.0970835 48.7251321, 9.0971396 48.7250217))",,,residential,,,,,,,,,"[6341880645, 488500403, 488500411, 6341880646, 6341880645]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40400054,Stuttgart,DE,7,70563,Dumontweg,,,"POLYGON ((9.1000555 48.7256263, 9.1000033 48.7257258, 9.1001608 48.7257618, 9.1002131 48.7256623, 9.1000555 48.7256263))",,,residential,,,,,,,,,"[488501122, 488501129, 488501126, 488501124, 488501122]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40400055,Stuttgart,DE,9,70563,Dumontweg,,,"POLYGON ((9.1002497 48.7257807, 9.1003891 48.7258107, 9.1004363 48.7257151, 9.100297 48.7256851, 9.1002497 48.7257807))",,,residential,,,,,,,,,"[488501131, 488501132, 488501133, 488501134, 488501131]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40400056,Stuttgart,DE,5,70563,Dumontweg,,,"POLYGON ((9.1002837 48.7259402, 9.1001383 48.7259102, 9.1001019 48.725987, 9.1002473 48.726017, 9.1002837 48.7259402))",,,residential,,,,,,,,,"[488501135, 488501145, 488501147, 488501149, 488501135]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40400057,Stuttgart,DE,3,70563,Dumontweg,,,"POLYGON ((9.0999307 48.7258802, 9.0998994 48.7259453, 9.1000236 48.7259713, 9.1000549 48.7259062, 9.0999307 48.7258802))",,,residential,,,,,,,,,"[488501150, 488501157, 488501156, 488501153, 488501150]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40519714,Stuttgart,DE,51,70563,Vischerstraße,,,"POLYGON ((9.1026622 48.7242551, 9.1026227 48.7241624, 9.102565 48.7241731, 9.1025786 48.724205, 9.1025284 48.7242143, 9.1025543 48.7242751, 9.1026622 48.7242551))",,,residential,,,,,,,,,"[491449950, 491449953, 9182704961, 9182704962, 491449952, 491449951, 491449950]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40519716,Stuttgart,DE,47,70563,Vischerstraße,,,"POLYGON ((9.1029161 48.724205, 9.1030173 48.7241864, 9.1029898 48.724121, 9.1028886 48.7241395, 9.1029161 48.724205))",,,residential,,,,,,,,,"[491449958, 491449959, 491449960, 491449961, 491449958]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40519717,Stuttgart,DE,45,70563,Vischerstraße,,,"POLYGON ((9.103089 48.7241739, 9.1031937 48.7241559, 9.1031587 48.7240691, 9.103054 48.7240871, 9.103089 48.7241739))",,,residential,,,,,,,,,"[491449962, 7569849043, 7569849042, 491449965, 491449962]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40599745,Stuttgart,DE,31,70563,Freibadstraße,,,"POLYGON ((9.1031693 48.727291, 9.1031397 48.7271931, 9.1030111 48.72721, 9.1030407 48.7273079, 9.1031693 48.727291))",,,residential,,,,,,,,,"[492936337, 492936338, 492936339, 492936340, 492936337]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40985117,Stuttgart,DE,7,70563,Ifflandstraße,,,"POLYGON ((9.1060483 48.728884, 9.1060483 48.7287929, 9.1059016 48.7287929, 9.1059016 48.728884, 9.1060483 48.728884))",,,residential,,,,,,,,,"[499482833, 499482834, 499482835, 499482837, 499482833]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40985118,Stuttgart,DE,11,70563,Ifflandstraße,,,"POLYGON ((9.1058338 48.7289305, 9.1058338 48.7288168, 9.105729 48.7288168, 9.105729 48.7289305, 9.1058338 48.7289305))",,,residential,,,,,,,,,"[499482839, 499482840, 499482841, 499482842, 499482839]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40985119,Stuttgart,DE,11,70563,Bassermannstraße,,,"POLYGON ((9.1055637 48.728932, 9.1056964 48.728932, 9.1056964 48.7288061, 9.1055637 48.7288061, 9.1055637 48.728932))",,,residential,,,,,,,,,"[499482843, 499482849, 499482847, 499482846, 499482843]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40985120,Stuttgart,DE,13,70563,Bassermannstraße,,,"POLYGON ((9.105573 48.7286909, 9.1055761 48.7287785, 9.105774 48.7287754, 9.1057709 48.7286878, 9.105573 48.7286909))",,,residential,,,,,,,,,"[499482851, 499482855, 499482853, 499482852, 499482851]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40985122,Stuttgart,DE,9,70563,Ifflandstraße,,,"POLYGON ((9.1058607 48.7286746, 9.1059841 48.728673, 9.1059817 48.7285947, 9.1058584 48.7285963, 9.1058607 48.7286746))",,,residential,,,,,,,,,"[499482861, 499482864, 499482863, 499482862, 499482861]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41085643,Stuttgart,,115,70563,Hauptstraße,,,"POLYGON ((9.0999171 48.7302431, 9.099898 48.7301386, 9.0997544 48.7301503, 9.0997737 48.7302531, 9.099818 48.7302495, 9.0999171 48.7302431))",,,residential,,,,,,,,,"[6275547162, 500935820, 500935822, 500935826, 500935825, 6275547162]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41085652,Stuttgart,DE,26,70563,Stoßäckerstraße,,,"POLYGON ((9.1000878 48.7298065, 9.1001059 48.7298953, 9.100227 48.7298846, 9.1002089 48.7297958, 9.1000878 48.7298065))",,,residential,,,,,,,,,"[500935883, 500935888, 500935887, 500935885, 500935883]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41085656,Stuttgart,DE,28,70563,Stoßäckerstraße,,,"POLYGON ((9.1000158 48.7298078, 9.0998969 48.7298165, 9.0999147 48.7299219, 9.1000335 48.7299132, 9.1000158 48.7298078))",,,residential,,,,,,,,,"[500935905, 500935910, 500935909, 500935907, 500935905]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41085657,Stuttgart,DE,30,70563,Stoßäckerstraße,,,"POLYGON ((9.0998312 48.7298722, 9.099816 48.7297836, 9.0997002 48.7297922, 9.0997154 48.7298809, 9.0998312 48.7298722))",,,residential,,,,,,,,,"[500935913, 500935915, 500935917, 500935919, 500935913]",1,2,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41085658,Stuttgart,DE,32,70563,Stoßäckerstraße,,,"POLYGON ((9.0996697 48.7298159, 9.0995379 48.7298259, 9.0995529 48.7299118, 9.0996848 48.7299018, 9.0996697 48.7298159))",,,residential,,,,,,,,,"[500935920, 500935922, 500935924, 500935926, 500935920]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41280193,Stuttgart,DE,50,70563,Stoßäckerstraße,,,"POLYGON ((9.0974857 48.7300099, 9.0972104 48.7300288, 9.0972275 48.7301373, 9.0975029 48.7301184, 9.0974857 48.7300099))",,,residential,,,,,,,,,"[504702431, 504702434, 504702433, 504702432, 504702431]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41280194,Stuttgart,DE,54,70563,Stoßäckerstraße,,,"POLYGON ((9.0969882 48.7301952, 9.0971086 48.7301864, 9.097101 48.7301409, 9.0971442 48.7301378, 9.0971277 48.7300402, 9.0969642 48.7300521, 9.0969882 48.7301952))",,,residential,,,,,,,,,"[504702435, 504702440, 504702438, 504702439, 504702437, 504702436, 504702435]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41280195,Stuttgart,DE,56,70563,Stoßäckerstraße,,,"POLYGON ((9.0969063 48.7301932, 9.0968869 48.7300699, 9.0967443 48.7300802, 9.0967637 48.7302035, 9.0969063 48.7301932))",,,residential,,,,,,,,,"[504702441, 504702442, 504702443, 504702444, 504702441]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41280196,Stuttgart,DE,58,70563,Stoßäckerstraße,,,"POLYGON ((9.0966954 48.7300585, 9.0964635 48.7300738, 9.0964772 48.7301639, 9.0966359 48.7301534, 9.0966442 48.7302082, 9.0967174 48.7302034, 9.0966954 48.7300585))",,,residential,,,,,,,,,"[504702445, 504702448, 504702449, 504702447, 504702450, 504702446, 504702445]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41281406,Stuttgart,DE,5,70563,Florathweg,,,"POLYGON ((9.0952654 48.7295848, 9.0954431 48.7295717, 9.0954254 48.7294675, 9.0952477 48.7294806, 9.0952654 48.7295848))",,,residential,,,,,,,,,"[504717450, 504717452, 504717458, 504717459, 504717450]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407226,Stuttgart,DE,14,70563,Erich-Ponto-Weg,,,"POLYGON ((9.0917998 48.7290128, 9.0917981 48.7290477, 9.0917952 48.7291065, 9.0919729 48.7291103, 9.0919775 48.7290166, 9.0917998 48.7290128))",,,residential,,,,,,,,,"[506378292, 8749267971, 506378295, 506378294, 506378293, 506378292]",2,1,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407227,Stuttgart,DE,16,70563,Erich-Ponto-Weg,,,"POLYGON ((9.0915156 48.7290333, 9.0915119 48.7291256, 9.0916514 48.7291281, 9.0916529 48.7290907, 9.0916552 48.7290358, 9.0915156 48.7290333))",,,residential,,,,,,,,,"[506378296, 506378299, 506378298, 8749267975, 506378297, 506378296]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407231,Stuttgart,DE,12,70563,Erich-Ponto-Weg,,,"POLYGON ((9.0913854 48.7292647, 9.0913589 48.7293432, 9.0913554 48.7293537, 9.0914086 48.7293615, 9.091517 48.7293774, 9.091547 48.7292884, 9.0913854 48.7292647))",,,residential,,,,,,,,,"[506378312, 8749267966, 506378315, 8749267965, 506378314, 506378313, 506378312]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407232,Stuttgart,DE,10,70563,Erich-Ponto-Weg,,,"POLYGON ((9.0912298 48.7294725, 9.091193 48.7295817, 9.0912495 48.72959, 9.0912534 48.7295784, 9.0913857 48.7295978, 9.0914186 48.7295002, 9.0912298 48.7294725))",,,residential,,,,,,,,,"[506378316, 506378319, 8749267963, 8749267964, 506378318, 506378317, 506378316]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407233,Stuttgart,DE,105,70563,Stoßäckerstraße,,,"POLYGON ((9.0907096 48.7294508, 9.0906758 48.7295438, 9.0909087 48.7295807, 9.0909426 48.7294877, 9.0907096 48.7294508))",,,residential,,,,,,,,,"[506378320, 506378323, 506378322, 506378321, 506378320]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407245,Stuttgart,DE,29,70563,Nestroyweg,,,"POLYGON ((9.0900453 48.7289421, 9.0898748 48.7289383, 9.0898737 48.7289593, 9.089869 48.7290505, 9.0900203 48.7290539, 9.0900227 48.7290077, 9.0900419 48.7290082, 9.0900453 48.7289421))",,,residential,,,,,,,,,"[506378350, 506378351, 506378354, 506378352, 506378353, 8749268066, 8749268067, 506378350]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407246,Stuttgart,DE,27,70563,Nestroyweg,,,"POLYGON ((9.089869 48.7290505, 9.0898737 48.7289593, 9.0897187 48.7289558, 9.089714 48.7290471, 9.089869 48.7290505))",,,residential,,,,,,,,,"[506378352, 506378354, 506378355, 506378356, 506378352]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407247,Stuttgart,DE,25,70563,Nestroyweg,,,"POLYGON ((9.0897187 48.7289558, 9.0895711 48.7289525, 9.0895664 48.7290438, 9.089714 48.7290471, 9.0897187 48.7289558))",,,residential,,,,,,,,,"[506378355, 506378358, 506378357, 506378356, 506378355]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41407248,Stuttgart,DE,23,70563,Nestroyweg,,,"POLYGON ((9.0895664 48.7290438, 9.0895711 48.7289525, 9.0895169 48.7289513, 9.0895178 48.7289344, 9.089437 48.7289326, 9.089435 48.7289725, 9.0894233 48.7289722, 9.0894198 48.7290405, 9.0895664 48.7290438))",,,residential,,,,,,,,,"[506378357, 506378358, 506378362, 506378363, 506378360, 8749268068, 8749268069, 506378361, 506378357]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
