element_type,osmid,geometry,barrier,description,level,name,amenity,access,source,leisure,url,nodes,start_date,operator,website,surface,natural,wikidata,historic,loc_name,old_name,landuse,wikipedia,opening_hours,place,architect:wikidata,alt_name,reg_name,name:-2021-10-13,area,fireplace,tourism,private,bbq,dog,model_sport:aircraft,source:name,height,note,fixme,name:etymology:wikidata,name:wikipedia,lit,club,leaf_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,community_centre:for,email,fax,phone,fence,ways,drones,slackline,type,name:1937-1945
way,871401088,"POLYGON ((9.2137627 48.8100636, 9.213654 48.8101362, 9.2137291 48.810185, 9.2138378 48.8101124, 9.2137627 48.8100636))",,,,,,,,park,,"[8116690219, 8116690218, 8116690217, 8116690216, 8116690219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,920976239,"POLYGON ((9.0890202 48.736393, 9.0888656 48.7363441, 9.0888883 48.7366705, 9.0892229 48.7367711, 9.0895732 48.736887, 9.0896842 48.7370197, 9.089769 48.7370832, 9.0898542 48.737499, 9.0905671 48.7376977, 9.0907497 48.7379059, 9.0909296 48.7380934, 9.0909317 48.7383648, 9.090934 48.738661, 9.0907631 48.7387658, 9.090874 48.7388424, 9.0917464 48.7388106, 9.0917283 48.7383648, 9.0915285 48.738172, 9.091525 48.7381517, 9.0922867 48.7378182, 9.0919889 48.7375212, 9.09194 48.7374868, 9.0914581 48.7378115, 9.0913796 48.7378695, 9.0904972 48.737307, 9.0908201 48.7369105, 9.0907021 48.7368612, 9.0897975 48.7366364, 9.0894377 48.7366348, 9.0894364 48.7365191, 9.0890202 48.736393))",,,,Grünanlage Lauchäcker Nord,,,,park,,"[1230360321, 242545042, 242545032, 492918090, 492918091, 242545033, 8550815838, 242545034, 242545035, 242545036, 242545037, 8550815837, 492918092, 8553437361, 8553437362, 8553437363, 8550815836, 8550815835, 8550815827, 8550815828, 7128930956, 8550815829, 4009118475, 8550815834, 8550815833, 8550815832, 1230360795, 1230361532, 8550815831, 8550815830, 1230360321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1023444108,"POLYGON ((9.228424 48.8372645, 9.2286917 48.8373677, 9.2290994 48.8369098, 9.2288317 48.8368066, 9.228424 48.8372645))",,,,,,,,park,,"[9438122197, 9438122194, 9438122195, 9438122196, 9438122197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1038784599,"POLYGON ((9.2778971 48.7754364, 9.2781191 48.7755592, 9.2783685 48.7753224, 9.2785221 48.7753608, 9.2784067 48.7751889, 9.2782807 48.7749574, 9.2781613 48.7750002, 9.2780386 48.7750594, 9.2779575 48.7751072, 9.2780352 48.7751615, 9.2781264 48.7752163, 9.2781506 48.77523, 9.2778971 48.7754364))",,,,Trogwiesle,,,,park,,"[9566271271, 9566271270, 9566271269, 9566271268, 9566271267, 9566271266, 9566271265, 9566271264, 9566271263, 9566271262, 9566271261, 9566271260, 9566271271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084016519,"POLYGON ((9.1082595 48.8024025, 9.1093119 48.8027895, 9.109338 48.802803, 9.1093593 48.8028239, 9.1093709 48.8028503, 9.1093709 48.8028754, 9.109358 48.8028967, 9.1092435 48.8030301, 9.1093108 48.8030556, 9.1095178 48.8028051, 9.1094764 48.8027885, 9.1096077 48.8026296, 9.108706 48.8023437, 9.1084195 48.8022845, 9.1083761 48.8022909, 9.1083399 48.8023105, 9.1083192 48.8023271, 9.1082595 48.8024025))",,,,,,,,park,,"[9933746057, 9933746058, 9933746059, 9933746060, 9933746061, 9933746062, 9933746063, 9933746064, 9933746065, 9933746066, 9933746067, 9933746068, 9933746069, 9933746070, 9933746071, 9933746072, 9933746073, 9933746057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1132560844,"POLYGON ((9.1790624 48.7912165, 9.1789903 48.7910931, 9.1793498 48.7910411, 9.1794298 48.7910295, 9.1794592 48.7911732, 9.1795637 48.7911712, 9.1795769 48.7911865, 9.1795591 48.7912104, 9.1795483 48.7912293, 9.1795529 48.7912625, 9.1795761 48.7912864, 9.179611 48.7912966, 9.1795922 48.7913318, 9.1795712 48.7913344, 9.1795824 48.791373, 9.1795511 48.7913766, 9.1795173 48.7913808, 9.1796799 48.7919734, 9.1797197 48.79216, 9.1796141 48.7921498, 9.17938 48.7920953, 9.1791677 48.7917009, 9.179219 48.7916887, 9.1791204 48.7915116, 9.1791872 48.7914964, 9.1791183 48.7913613, 9.1792867 48.7913204, 9.1792088 48.791181, 9.1791202 48.7912025, 9.1790624 48.7912165))",,,,,,,,park,,"[10560231976, 10560231977, 10560260115, 10560231978, 10560231979, 10560231980, 10560231981, 10560231982, 10560231983, 10560231984, 10560231985, 10560231986, 10560231987, 9290573085, 9290573086, 8384563824, 10560231988, 10560231989, 10560231991, 10560231990, 10560231992, 10560231993, 10560231994, 10560224222, 10560231998, 10560231997, 10560231995, 10560231996, 2934566050, 10560231976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1181431184,"POLYGON ((9.1555945 48.7694444, 9.1555402 48.7694509, 9.1554839 48.7694326, 9.1555488 48.7693527, 9.1555945 48.7694444))",,,,,,,,park,,"[10971625312, 10971625313, 10971625314, 10971625315, 10971625312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,8430,"POLYGON ((9.1116595 48.7288795, 9.1118483 48.7277981, 9.1127254 48.7278088, 9.1127828 48.7272176, 9.1126799 48.7270221, 9.1120373 48.7270915, 9.1112299 48.7271938, 9.1104556 48.7273025, 9.1100452 48.7273768, 9.1099298 48.7274122, 9.1100157 48.7274759, 9.1100107 48.7275052, 9.1098494 48.727506, 9.1098365 48.7275893, 9.1102327 48.7276015, 9.1102662 48.7284921, 9.1102751 48.7288785, 9.1116595 48.7288795), (9.1108091 48.7282627, 9.1106625 48.7282627, 9.1106598 48.7281123, 9.1108091 48.7281123, 9.1108091 48.7282627), (9.1114534 48.7287844, 9.1114516 48.7287786, 9.1114542 48.7287706, 9.1114646 48.7287633, 9.1114771 48.7287611, 9.1114927 48.7287644, 9.1115008 48.728771, 9.1115026 48.7287816, 9.1114959 48.72879, 9.1114826 48.7287948, 9.1114708 48.7287946, 9.1114593 48.7287903, 9.1114534 48.7287844))",,,,Stadtpark Vaihingen,,,,park,http://www.stuttgart.de/department/show/115423,"[[[242919358, 53440536, 53440539, 53440541, 53440544, 1639082568, 53440547, 332457601, 3620667900, 1537150407, 1537150347, 1537150399, 1537150330, 1537150306, 1537150435, 1537150502, 53440561, 242919358], [249226173, 249226177, 249226176, 249226174, 249226173], [249226210, 2100706940, 249226212, 249226214, 249226215, 249226217, 249226218, 249226220, 249226221, 249226223, 249226224, 249226226, 249226210]]]",,,,,,,,,,,,,,,,,,,,,,no,leashed,,,,,,,,,,,,,,,,,,,,,"[6643258, 23088215, 23088219]",no,no,multipolygon,
relation,33833,"POLYGON ((9.1020029 48.7275202, 9.1017249 48.7275568, 9.1003225 48.7273125, 9.1003565 48.728469, 9.1003585 48.7285583, 9.1003602 48.7287335, 9.1005124 48.7287967, 9.100751 48.7287752, 9.1015336 48.7287048, 9.1025844 48.7286052, 9.1026333 48.7285774, 9.1026165 48.7285007, 9.1025647 48.7284515, 9.1024722 48.728398, 9.1025952 48.7283483, 9.1027382 48.728262, 9.1028314 48.728242, 9.10429 48.7281291, 9.1054622 48.7279731, 9.1058506 48.7278998, 9.106847 48.7276837, 9.1068062 48.7275999, 9.1066545 48.7276063, 9.1049045 48.7274679, 9.1043136 48.7274321, 9.1037272 48.727413, 9.1032709 48.7274228, 9.1027058 48.7274496, 9.1020029 48.7275202), (9.1055822 48.7275876, 9.1055667 48.7276423, 9.1055492 48.7277059, 9.1055171 48.7278491, 9.1044399 48.7279468, 9.1034861 48.7280388, 9.1034504 48.7278025, 9.1035456 48.727756, 9.1040882 48.7275792, 9.1043331 48.7274964, 9.1054553 48.7275665, 9.1055822 48.7275876), (9.1007309 48.7275054, 9.1009204 48.7275228, 9.1011841 48.7275639, 9.1012502 48.7275751, 9.1013214 48.7276035, 9.101387 48.7276202, 9.1015738 48.727646, 9.1016825 48.7276877, 9.101768 48.7277591, 9.1018037 48.727832, 9.1018352 48.727899, 9.1018523 48.7279362, 9.1018656 48.7280062, 9.1018331 48.7280151, 9.1018181 48.728032, 9.1018182 48.7280482, 9.10184 48.728066, 9.1019033 48.7280971, 9.1019739 48.7281375, 9.1020756 48.7282013, 9.102134 48.728258, 9.1021644 48.7283109, 9.1021729 48.7283606, 9.1021447 48.7284172, 9.1020857 48.7284606, 9.1020231 48.7284827, 9.1019194 48.7284942, 9.1018376 48.7284862, 9.1017151 48.7284588, 9.1015745 48.7284051, 9.1015556 48.7282304, 9.1007953 48.7282662, 9.100808 48.728363, 9.1005881 48.7283767, 9.1004786 48.7281973, 9.1004857 48.7281342, 9.1005685 48.7280896, 9.1006208 48.7280395, 9.1006329 48.7279989, 9.1006118 48.7279639, 9.1005507 48.7278957, 9.1005029 48.7278202, 9.1004653 48.727743, 9.1004637 48.7276472, 9.1004925 48.7275458, 9.1005524 48.7275056, 9.1006086 48.7274931, 9.1007309 48.7275054))",,,,,,,,park,,"[[[54127233, 54127234, 476677630, 54127237, 54127238, 491491955, 54127244, 54127245, 302866881, 54127246, 54127248, 54127233], [54127088, 476665615, 54127091, 476665614, 476665612, 476665613, 54127093, 476665611, 54127094, 54127098, 54127099, 5871697648, 476677617, 54127101, 54127104, 54127106, 54127109, 54127111, 54127112, 5871697656, 5871697655, 54127114, 5871697654, 5871697653, 5871697652, 54127118, 5871697651, 476665625, 54127121, 476665624, 476665623, 476665622, 476665621, 476665619, 476665620, 476665618, 54127127, 476665617, 54127128, 54127129, 54127130, 5871697650, 54127135, 5871697649, 54127136, 54127139, 476665616, 54127088], [3643067559, 3688703798, 3688703800, 3688703801, 3688703797, 245389063, 540110002, 277563378, 3663254967, 3663254966, 3688703813, 3688703812, 3662267975, 3662267973, 3662267971, 3662267970, 3662267969, 3688703809, 3662267967, 3688703807, 3688703806, 3688703805, 3688703804, 3688703802, 3643067561, 3688709538, 3688709537, 3688709536, 3643067559]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6993174, 6993131, 27261911]",,,multipolygon,
relation,1579706,"POLYGON ((9.0905261 48.7203429, 9.089451 48.720463, 9.0893846 48.7209823, 9.089424 48.7214813, 9.0897307 48.7216681, 9.0901452 48.7218348, 9.0904991 48.7219104, 9.090853 48.7219549, 9.0911125 48.7219549, 9.0911565 48.7219314, 9.091918 48.7215236, 9.0919269 48.7213793, 9.0916533 48.7210242, 9.0914538 48.72088, 9.0905261 48.7203429))",,,,Waldheim Vaihingen,,,,park,,"[[[477272206, 477272208, 477272281, 477272209], [477272209, 477272211, 477272234, 477272213, 477272214, 477272216, 477272218, 477272219, 477272202, 1236529036, 477272204, 477272206]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[112565638, 39816285]",,,multipolygon,
relation,3756047,"MULTIPOLYGON (((9.2019048 48.795429, 9.2018464 48.7953359, 9.2009147 48.7949253, 9.199582 48.7942345, 9.1978287 48.7930463, 9.1935265 48.7903649, 9.1923523 48.7895966, 9.1917042 48.789034, 9.1915516 48.788901, 9.1913134 48.7888094, 9.1910768 48.788795, 9.1908508 48.7888214, 9.1893949 48.7892246, 9.1890533 48.7893333, 9.1888428 48.7893688, 9.1885724 48.7893615, 9.1883158 48.7893242, 9.1891281 48.7898114, 9.1910531 48.7907362, 9.1943033 48.7927796, 9.1978062 48.7949403, 9.2015026 48.7974029, 9.2027231 48.7979585, 9.2036913 48.7984177, 9.2036978 48.7984348, 9.2036987 48.7984534, 9.2036938 48.798471, 9.2036815 48.7984905, 9.2036711 48.7985012, 9.2038697 48.7986022, 9.2036891 48.7987769, 9.2037695 48.7988183, 9.2038051 48.7988394, 9.2038322 48.7988652, 9.2038461 48.7988857, 9.2038573 48.7989121, 9.2038597 48.7989372, 9.2038565 48.7989605, 9.2038506 48.7989874, 9.2039554 48.7989283, 9.2060093 48.7998505, 9.2073723 48.8004656, 9.2073939 48.8004454, 9.2074668 48.8004792, 9.207475 48.8004715, 9.207494 48.8004537, 9.2075239 48.8004258, 9.2075463 48.8004048, 9.2075687 48.8003839, 9.2075808 48.8003725, 9.2075985 48.800356, 9.2076181 48.8003377, 9.207626 48.8003302, 9.2075526 48.8002962, 9.2075736 48.8002766, 9.2079335 48.800443, 9.2079475 48.8004927, 9.2081207 48.8005741, 9.2082229 48.8004789, 9.2082889 48.8004039, 9.2083356 48.8003426, 9.2083756 48.800274, 9.2084103 48.8001941, 9.2084342 48.8001235, 9.2084351 48.8000927, 9.2084241 48.8000543, 9.2084385 48.7997622, 9.2084459 48.7997414, 9.2084701 48.7996988, 9.2084805 48.7996673, 9.2085603 48.799745, 9.2086846 48.7997332, 9.2087567 48.7994969, 9.2087658 48.7994649, 9.2087942 48.799412, 9.2088377 48.7993465, 9.2088719 48.799308, 9.2089037 48.7992781, 9.2089453 48.7992436, 9.2090101 48.799201, 9.2090865 48.7991631, 9.2091666 48.7991366, 9.209255 48.7991155, 9.2093343 48.7991021, 9.2093899 48.7990965, 9.2094382 48.7990933, 9.2094674 48.7990924, 9.2094714 48.7990879, 9.2090444 48.7988603, 9.2089134 48.7987905, 9.208899 48.7987828, 9.2088861 48.7987781, 9.208871 48.7987757, 9.2088593 48.7987755, 9.2088464 48.7987762, 9.2088335 48.7987779, 9.2088197 48.7987809, 9.2088041 48.7987853, 9.2087746 48.7987956, 9.2087472 48.7988079, 9.2087272 48.7988192, 9.2087113 48.7988305, 9.2086916 48.7988461, 9.2086716 48.7988676, 9.2086416 48.7988656, 9.2086065 48.7988597, 9.2085689 48.7988463, 9.2085469 48.7988331, 9.208531 48.7988169, 9.2085171 48.7987989, 9.2085099 48.7987843, 9.2084999 48.7987583, 9.2084853 48.7986988, 9.2084747 48.7986677, 9.2084578 48.7986275, 9.2084376 48.7985934, 9.208418 48.7985681, 9.2083629 48.7985206, 9.2082217 48.7984267, 9.2081975 48.7984084, 9.2081655 48.7983842, 9.2081124 48.7983415, 9.2081021 48.7983303, 9.2080951 48.7983191, 9.2080904 48.7983044, 9.2080906 48.7982965, 9.2080964 48.7982878, 9.2081056 48.7982822, 9.2081187 48.7982795, 9.2081352 48.7982786, 9.2081564 48.7982809, 9.2081833 48.7982867, 9.2082102 48.7982943, 9.2082335 48.7982775, 9.2077446 48.7980235, 9.2061412 48.7972361, 9.2055472 48.7969358, 9.205259 48.7967595, 9.2050915 48.7966119, 9.2049782 48.7964345, 9.2049133 48.7962253, 9.2049002 48.795697, 9.2048987 48.7954594, 9.204888 48.7952315, 9.2048773 48.7951025, 9.2048435 48.7949728, 9.2038287 48.7957222, 9.2034072 48.7955523, 9.2027448 48.7953178, 9.2027174 48.7953424, 9.2029865 48.7954759, 9.2030474 48.7955073, 9.2031334 48.7955517, 9.20318 48.7955787, 9.2032188 48.7956057, 9.2032371 48.7956196, 9.2032506 48.7956336, 9.2032612 48.795648, 9.2032659 48.795661, 9.2032657 48.7956723, 9.2032603 48.7956797, 9.2032523 48.7956846, 9.203233 48.7956889, 9.2032134 48.7956899, 9.2031923 48.7956889, 9.203168 48.7956847, 9.2031376 48.7956773, 9.2030981 48.7956633, 9.2029915 48.7956196, 9.2028813 48.7955671, 9.2029886 48.7956233, 9.2030833 48.7956768, 9.2031136 48.7956978, 9.2031327 48.7957141, 9.2031468 48.7957289, 9.2031579 48.7957452, 9.2031614 48.7957586, 9.2031576 48.7957702, 9.2031511 48.7957779, 9.2031398 48.7957834, 9.2031179 48.7957871, 9.2030931 48.7957876, 9.2030656 48.7957852, 9.2030366 48.7957797, 9.2030042 48.7957713, 9.2029583 48.7957555, 9.2024766 48.7955405, 9.2024508 48.79557, 9.2020346 48.7954137, 9.2019048 48.795429), (9.208527 48.7991448, 9.2085364 48.7991341, 9.2085416 48.7991191, 9.2085423 48.799103, 9.2085396 48.7990866, 9.2085383 48.7990746, 9.2085418 48.7990665, 9.2085464 48.7990617, 9.2085539 48.7990581, 9.2085649 48.7990554, 9.2085861 48.7990531, 9.2086001 48.7990512, 9.2086107 48.7990487, 9.2086193 48.7990445, 9.2086408 48.7990249, 9.2086734 48.7990398, 9.208649 48.7990661, 9.208642 48.7990798, 9.2086377 48.7990941, 9.2086359 48.7991182, 9.2086362 48.7991383, 9.208636 48.7991622, 9.2086315 48.7991728, 9.208625 48.7991795, 9.2086154 48.7991849, 9.2086041 48.7991868, 9.2085933 48.799186, 9.2085804 48.7991833, 9.2085648 48.7991808, 9.2085488 48.7991801, 9.2085328 48.7991818, 9.2085157 48.7991836, 9.2085052 48.7991749, 9.2084942 48.7991661, 9.2085149 48.7991545, 9.208527 48.7991448), (9.208897 48.7987987, 9.2089082 48.7987978, 9.2089096 48.7988052, 9.2088984 48.7988061, 9.208897 48.7987987)), ((9.2088914 48.798271, 9.2089704 48.7983156, 9.2093071 48.7985014, 9.2093513 48.7984421, 9.2094013 48.7984174, 9.209368 48.7982122, 9.2093779 48.7981892, 9.2094244 48.7981753, 9.2094855 48.7981723, 9.209546 48.7981694, 9.2095692 48.7981669, 9.2095265 48.7980559, 9.2095265 48.7980381, 9.2100676 48.7977727, 9.2100324 48.7977115, 9.2100057 48.7976885, 9.2100474 48.7976298, 9.2101936 48.797554, 9.2103604 48.797458, 9.2105149 48.7973737, 9.2107459 48.7976044, 9.2108483 48.7977055, 9.2107016 48.7978021, 9.2106441 48.7978304, 9.2105951 48.7978798, 9.210626 48.7979046, 9.2106764 48.7978666, 9.2110497 48.7976849, 9.2111088 48.7976623, 9.2111288 48.7976542, 9.2111767 48.7976391, 9.2112446 48.7976726, 9.2114504 48.7976015, 9.2114375 48.7975676, 9.2115412 48.7975158, 9.2115399 48.7975006, 9.2115364 48.7974507, 9.2115329 48.7974008, 9.2115298 48.7973569, 9.2115268 48.7973129, 9.211525 48.7972877, 9.2115223 48.7972495, 9.2115199 48.7972148, 9.2115179 48.797186, 9.2118145 48.7971854, 9.2118973 48.7971852, 9.212151 48.7971881, 9.2123029 48.7968426, 9.212051 48.7967669, 9.2120292 48.7967985, 9.2122253 48.7968581, 9.2121286 48.7969944, 9.2118985 48.7969291, 9.2118158 48.7969949, 9.2116763 48.7970232, 9.2115234 48.7970214, 9.211312 48.7970018, 9.2112149 48.7970034, 9.2110926 48.7970396, 9.2108885 48.797133, 9.2108889 48.7971432, 9.2109086 48.7971718, 9.2108928 48.7971765, 9.2108764 48.7971814, 9.2108567 48.7971528, 9.2108478 48.7971498, 9.2105528 48.7972722, 9.2103918 48.7973429, 9.2103087 48.7974083, 9.210255 48.7974931, 9.2101898 48.7974827, 9.210129 48.7975496, 9.21007 48.7975567, 9.2098822 48.7975691, 9.2098819 48.7976186, 9.2098497 48.7976275, 9.2098381 48.7976689, 9.2098348 48.7977073, 9.2098325 48.7977192, 9.2098284 48.7977288, 9.2098207 48.7977376, 9.2097367 48.79779, 9.2097273 48.7977939, 9.2097167 48.7977959, 9.209666 48.7977997, 9.2096384 48.7978447, 9.2091397 48.7978855, 9.2090609 48.7979039, 9.2088924 48.7977759, 9.2087583 48.7976853, 9.208651 48.7974791, 9.2085639 48.7973671, 9.2085104 48.7973737, 9.2084142 48.7973777, 9.2083077 48.7973589, 9.2082233 48.7973955, 9.2080502 48.7974119, 9.2078839 48.7973801, 9.2077927 48.7974202, 9.2070578 48.7972436, 9.2062588 48.7969066, 9.2062692 48.7968337, 9.2062212 48.7968183, 9.2062051 48.7967547, 9.2062263 48.7966782, 9.206189 48.7966204, 9.2060603 48.7966275, 9.2053254 48.7963942, 9.2051859 48.7962741, 9.2051212 48.7961806, 9.2051176 48.7960348, 9.2051242 48.7957506, 9.2056444 48.7953368, 9.2059432 48.7951016, 9.2062285 48.7952936, 9.2065832 48.7950926, 9.2067075 48.7950298, 9.2064332 48.7947976, 9.2061758 48.7946184, 9.2060258 48.7945665, 9.2057802 48.7945056, 9.2056452 48.794475, 9.2054829 48.7945006, 9.2049497 48.7948944, 9.2049867 48.7949645, 9.2050216 48.79509, 9.2050411 48.7957193, 9.2050518 48.7960833, 9.2050786 48.7962317, 9.2051159 48.7963531, 9.205202 48.7964578, 9.2054273 48.796631, 9.2064033 48.7972082, 9.2067306 48.7973801, 9.2070793 48.7975462, 9.207259 48.7976502, 9.2075042 48.7977591, 9.2077159 48.7978586, 9.2079243 48.7979643, 9.2081114 48.7980639, 9.2082204 48.7981263, 9.2083374 48.7981958, 9.2083646 48.798176, 9.2083488 48.7981573, 9.2083348 48.7981312, 9.2083361 48.7981152, 9.2083411 48.7981018, 9.2083528 48.7980893, 9.2083588 48.7980857, 9.2083682 48.7980801, 9.2083914 48.7980729, 9.2084176 48.7980694, 9.2084795 48.7980783, 9.2085353 48.7980914, 9.2085941 48.7981125, 9.2086377 48.7981341, 9.2086873 48.7981587, 9.2086944 48.7981621, 9.2087284 48.798179, 9.2088914 48.798271)))",,,,Unterer Schlossgarten,,,,park,,"[[[3836686069, 3836686068, 3836686065, 3836686066, 3836686069], [3836684333, 3836684312, 3836684311], [2087128163, 3581368112, 2087128142, 2087128090, 2087128137, 2087128123, 2087128141, 2087128028, 2087128155, 6743935752, 10565292219, 10565292218, 2087128160, 10565292221, 10565292220, 2087128165, 2087128082, 2087128045, 3581368185, 2087673449, 2087673459, 2087673426, 2087673427, 3581368091, 3581368092, 2087673476, 3581368094, 2087673441, 2087673434, 2087673433, 2087673439, 2087673445, 2087673448, 2087673440, 2087673435, 2087673451, 2087673429, 2087673454, 2087673470, 2087673472, 2087673473, 1724613016, 277051203, 1368745526, 277051202, 277051201, 277051200, 277051918, 277051919, 277051920, 2360589692, 355761293, 2360589685, 1368745484, 2868745800, 2868745795, 2868745794, 2087673460, 2087673453, 2087673436, 2087673444, 2087673477, 2087673469, 2087673455, 2087673456, 2087673457, 2087673446, 9228778302, 9228778301, 9228778296, 9228778295, 2087673461, 2087673478, 9228778291, 9192820164, 3836684300, 3836684296, 9228778292, 9192820161, 3836684293, 9734640336, 9192820166, 3836684292, 9192820158, 9192820162, 9734640333, 9734640341, 9734640337, 3836684297, 9192820157, 3836684311], [2087128203, 9743339320, 9250484582, 10544453020, 9250484580, 9743339322, 10232002134, 84855994, 9250484589, 9255881112, 9250484590, 2087128148, 2087128051, 3581262732, 9250484604, 9250484603, 2087128105, 2087128131, 2087128130, 2087128098, 2087128079, 10052463559, 2087128196, 2087128096, 9735430651, 9735430648, 9735430647, 9734640367, 9735430646, 9735430649, 9735430650, 2087128117, 2087128139, 2087128110, 2087128163], [9249402067, 9249402087, 9259582728, 2087128203], [143703658, 9250484559, 3581368176, 9249402067], [2512672111, 143703658], [7071452558, 2711514843, 2711514840, 7071452559, 3836684304, 10238247534, 10238247535, 10238247533, 3870325960, 6743935839, 2711514830, 2711514827, 6743935856, 6743935855, 6743935854, 3651608105, 3651608104, 9249568729, 2711514829, 3651608107, 10238247538, 3651608108, 143703681, 143703674, 9249568736, 2512672111], [3836684333, 7071452558], [3836686089, 21097772, 3836686091, 10852525854, 10852525855, 10852525879, 10852525856, 10852525857, 10852525858, 10852525867, 10852525859, 10852525860, 10852525861, 10852525862, 10852525863, 10852525864, 10852525878, 10852525865, 9196560283, 9196560284, 10852525868, 10852525880, 10852525872, 10852525869, 10852525866, 10852525881, 10852525871, 10852525870, 10852525873, 10852525874, 10852525875, 10852525882, 10852525877, 10852525883, 10852525876, 3836686089], [3581368019, 9248803976, 9248803978, 9248803974, 9248803977, 3581368045, 3581368044, 3581368042, 3581368040, 84855890, 9248803980, 9248803981, 9248803982, 9248803983, 9248803984, 3581368035, 9248803985, 3581368026, 9248803986, 9248803987, 3581368031, 3581368033, 9248803988, 9248803989, 9248803990, 9248803991, 3581368032, 84855845, 9248803992, 9248803993, 9248803994, 3581368028, 3581368024, 9248803995, 9248803996, 3581368020, 9248803997, 9248803975, 3581368016, 10852525921], [3581368019, 1059948378, 1059948346, 10852525920, 19794680, 355761355, 19794679, 19794671, 20279340, 20279338, 1304611688, 1060106187, 1304611694, 1060106186, 20279337, 1304611700, 20279336, 1304611705, 20279334, 20279333, 263268712, 19794682, 263268714, 130145963, 418822892, 19794686, 130145962, 10852525840, 10852525841, 10852525839, 9301479604, 1434397781, 1434397783, 10852525842, 10852525843, 1434397780, 10852525850, 10852525844, 10852525845, 10852525848, 130144263], [130144263, 1434397766, 943738361, 3748553348], [3748553339, 3748553341, 3748553342, 9301487230, 303188230, 2465434021, 9301479600, 9301479609, 303186905, 9301479601, 9301487231, 3748553347, 9208353136, 3748553348], [3748553344, 3748553339], [3748553344, 3748553345], [3748553345, 9209700207], [9209700207, 3836686130, 9208353137, 9208353138, 415628486, 295575205, 9208353165, 9208353169, 9208353166, 9208353167, 9208353171, 9208353168, 9208353170], [9773080090, 9792463906, 9208353170], [9773080090, 9773080091, 9773080092, 9773080093, 9773080094, 9773080095, 9773080084, 9773080085, 9380609602, 5308590189, 9773080086, 9773080087, 9773080088, 5308590190, 9773080089, 9792463905, 5194251807, 5194251811], [5194251811, 9602016180], [9181569597, 9602016170, 9602016171, 9603604898, 9602016172, 9602016173, 9602016174, 9602016175, 9603604897, 9602016176, 9602016177, 9602016178, 9602016179, 9603604896, 9602016180], [295575210, 9181569590, 9181569614, 9181569599, 9181569591, 9181569592, 9181569610, 9181569598, 9181569595, 9781118176, 9781118177, 3894469798, 9380609603, 9602016185, 9181569597], [5197913907, 3836684325, 295575210], [1529803248, 9228778283, 295575206, 9228778284, 1529803247, 9228778285, 84855888, 9228778286, 1529803295, 9228778287, 9228778288, 5197913908, 9380609601, 5197913907], [1529803248, 1529803360, 1529803265, 1529803289, 3699311367, 19794681, 10798230, 1163941675, 20982244, 20982243, 2868738531, 2868738530, 2868738528, 2868738529, 277051923, 277051924, 10852525921]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[380329009, 1064893475, 536620903, 1002161570, 1002298776, 1002161575, 1002161573, 1064893476, 1064893479, 1167086993, 1002100694, 3936192, 997176305, 997245406, 371275492, 1065044211, 1065044210, 1064893470, 1064893472, 1064893471, 1064893474, 1043291784, 993794821, 1064893468, 1064893469, 997245405]",,,multipolygon,
