element_type,osmid,access,amenity,fee,name,parking,geometry,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,noexit,wheelchair,layer,maxheight,opening_hours,operator,barrier,bicycle,motor_vehicle,maxstay,lit,park_ride,ref,smoothness,surface,capacity:disabled,toilets:wheelchair,wheelchair:description,capacity,capacity:parent,capacity:women,public,note:de,covered,fixme,capacity:charging,website,description,motorcar,motorcycle,addr:city,addr:housenumber,addr:postcode,addr:street,capacity:disabled:conditional,maxweight,access:conditional,disabled,parking:condition,parking:condition:disabled:permit,supervised,addr:country,source,note,parking:orientation,operator:type,level,trailer,hgv,check_date:opening_hours,access:carsharing,contact:website,description:de,email,phone,maxspeed,name:en,wikidata,highway,charge,image,vehicle,height,nodes,building,caravan,building:levels,payment:american_express,payment:girocard,payment:maestro,payment:mastercard,payment:visa,roof:shape,area,roof:colour,access:note,member_of,fee:conditional,name:etymology:wikidata,name:etymology:wikipedia,brand,building:colour,payment:cards,payment:cash,payment:coins,roof:levels,not:operator:wikidata,parking:condition:both,parking:condition:both:residents,parking:condition:area,check_date:fee,contact:phone,loc_name,payment:credit_cards,payment:debit_cards,building:material,start_date,orientation,parking:disabled,parking_space,location,razed:leisure,razed:sport,taxi,capacity:bus,tourist_bus,capacity:hgv,fee:description,maxlength,surveillance,service,operator:wikidata,operator:wikipedia,railway,note:access,indoor,room,construction,ways,type
way,98331527,private,parking,,,street_side,"POLYGON ((8.6331365 50.111864, 8.6330907 50.1117442, 8.6340337 50.1115528, 8.6339733 50.1116797, 8.6331365 50.111864))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1137676094, 1137674564, 1137676522, 1137675124, 1137676094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98429906,customers,parking,no,,surface,"POLYGON ((8.7135923 50.1362663, 8.713598 50.1361993, 8.7135998 50.1361661, 8.7136174 50.1358945, 8.7137481 50.1358798, 8.7143102 50.135896, 8.7142815 50.1361287, 8.714247 50.1361261, 8.7142331 50.1362326, 8.7142497 50.1362334, 8.7142483 50.1362478, 8.7142441 50.1362847, 8.7135923 50.1362663))",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1138893000, 1138893016, 2637593495, 1138893029, 10202446342, 1138893009, 1138893011, 10202446354, 1138893028, 10202446356, 10202446355, 1138893001, 1138893000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98513027,private,parking,,,surface,"POLYGON ((8.7605636 50.1162184, 8.7606241 50.1161775, 8.7605168 50.1161158, 8.7603739 50.1161483, 8.7599286 50.11534, 8.7599723 50.1152617, 8.7599233 50.1152328, 8.7609446 50.1146076, 8.7611058 50.1147273, 8.7611724 50.1146825, 8.7612824 50.1147478, 8.7614655 50.1146362, 8.7615239 50.1146729, 8.7615788 50.1146441, 8.7620681 50.1149506, 8.7620276 50.1149779, 8.7620748 50.1150128, 8.7620097 50.1150539, 8.7621163 50.1151245, 8.7620889 50.1151461, 8.7621392 50.1151785, 8.762082 50.1152135, 8.7621966 50.1152879, 8.7619177 50.1154702, 8.7620659 50.1155754, 8.760758 50.116363, 8.7605636 50.1162184))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1139681115, 9550204591, 9550204590, 1139681178, 1139681148, 1139681145, 1139681119, 1139681108, 9550204581, 9550204578, 9550204577, 9550204576, 9550204575, 1139681172, 9550204573, 9550204572, 9550204571, 9550204570, 9550204569, 9550204568, 9550204567, 9550204566, 1139681136, 9550204565, 1139681153, 9550204589, 1139681115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99390139,private,parking,,,multi-storey,"POLYGON ((8.6029114 50.0998586, 8.6030501 50.0997313, 8.6025627 50.0995126, 8.602502 50.0995682, 8.6024239 50.0996399, 8.6029114 50.0998586))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1149524748, 1149524766, 1149525356, 9550757615, 1149525304, 1149524748]",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99620609,private,parking,,,surface,"POLYGON ((8.5512412 50.0866945, 8.551421 50.0865312, 8.5513702 50.0864991, 8.5514803 50.0864073, 8.5516114 50.08628, 8.5516524 50.0862215, 8.5516785 50.0861657, 8.5517045 50.0860966, 8.5517168 50.0860317, 8.5517155 50.0859754, 8.5517006 50.0859175, 8.5516575 50.0858835, 8.551459 50.0858346, 8.5507432 50.0858098, 8.5506657 50.086194, 8.5496575 50.0857012, 8.5495029 50.0858272, 8.5512412 50.0866945))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1151888002, 1151887991, 1224349089, 1224348789, 1224349104, 1643987960, 1151887977, 1224348601, 1224348941, 1151887979, 1224349028, 1224348422, 1224348694, 1151887971, 1224348754, 1224348366, 1643987949, 1151888002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99620610,private,parking,,Besucherparkplatz,surface,"POLYGON ((8.5505973 50.0846976, 8.550449 50.0848225, 8.5509554 50.0850704, 8.5511037 50.0849456, 8.5505973 50.0846976))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1151887998, 1638974961, 1638974997, 1638974972, 1151887998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99620611,yes,parking,no,Besucherparkplatz,surface,"POLYGON ((8.5505943 50.0844307, 8.5509525 50.084126, 8.5508044 50.0840518, 8.5504517 50.0843636, 8.5505943 50.0844307))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1151887963, 1151888004, 1151887994, 1151887982, 1151887963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99620850,,parking,,,,"POLYGON ((8.5418188 50.0821048, 8.5426752 50.0813769, 8.5430211 50.0815499, 8.5431605 50.0814387, 8.5433258 50.0815221, 8.5434648 50.0814121, 8.5435403 50.0814465, 8.5436056 50.0813903, 8.5426885 50.0809371, 8.5424322 50.0808381, 8.5413866 50.081691, 8.5413716 50.081756, 8.5414406 50.0818286, 8.5416033 50.0819086, 8.5416486 50.0820313, 8.5418188 50.0821048))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1151891008, 1151891023, 1151891020, 1151891007, 1151891009, 1638761708, 1638761712, 1151891006, 1638795944, 1151891003, 1151891000, 1638795986, 1638796002, 1218261068, 1218261198, 1151891008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99620851,,parking,,,surface,"POLYGON ((8.5418446 50.0821375, 8.5422386 50.0823545, 8.5425208 50.0822558, 8.5426929 50.0821131, 8.5426577 50.0820736, 8.5431444 50.0816691, 8.542685 50.0814444, 8.5418446 50.0821375))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1151891026, 1151891005, 1638761722, 1638761718, 1638761715, 1151891002, 1151890994, 1151891026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101928769,,parking,,,,"POLYGON ((8.6023034 50.1250872, 8.6023978 50.124874, 8.6026757 50.1249246, 8.6027183 50.124966, 8.6026608 50.1251009, 8.6025635 50.1251333, 8.6023034 50.1250872))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1176756217, 1176756286, 1176756149, 1176756496, 1176756169, 1176756519, 1176756217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103637310,private,parking,,,,"POLYGON ((8.6303831 50.1272292, 8.6302297 50.1271422, 8.63093 50.1266347, 8.6310834 50.1267217, 8.6303831 50.1272292))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only for Ibis hotel customers,,,,,,,,,,,,,,,,,,,,"[1196657303, 1196657313, 1196657323, 1196657309, 1196657303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103651900,yes,parking,yes,Parkhaus Am Krankenhaus Höchst,multi-storey,"POLYGON ((8.5430626 50.1081602, 8.5433479 50.1079133, 8.5436625 50.107641, 8.5437529 50.1075627, 8.5436197 50.1074528, 8.5436104 50.1074608, 8.5435317 50.1074233, 8.5435123 50.1074401, 8.543402 50.1073876, 8.5431743 50.1075847, 8.5432269 50.1076098, 8.5430306 50.1077793, 8.5430727 50.1078, 8.5430422 50.1078263, 8.5431139 50.1078603, 8.5428721 50.1080697, 8.5430626 50.1081602))",,,,,yes,,2,24/7,Parkhaus Betriebs-Gesellschaft,,,,,,,,,,,,,472,,,,,,,,,,,,Frankfurt am Main,33,65929,Gotenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1196822359, 2181838270, 2181838261, 1196821953, 1196822508, 1196822594, 1196822358, 1196822289, 1196822451, 1196821954, 1196822114, 1196821966, 1196822076, 1196822016, 1196821942, 1196822059, 1196822359]",parking,,5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103888690,private,parking,,,multi-storey,"POLYGON ((8.5554189 50.1014672, 8.5556704 50.1014423, 8.5557511 50.1018659, 8.5556588 50.101876, 8.5555217 50.10189, 8.5554189 50.1014672))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1170953280, 1199221062, 1199221743, 2194617985, 1170953358, 1170953280]",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104002578,private,parking,,,multi-storey,"POLYGON ((8.6911963 50.1495898, 8.6912952 50.1496049, 8.6913237 50.1496093, 8.6914368 50.1496266, 8.6916657 50.1490129, 8.6915774 50.1489993, 8.6915306 50.1489922, 8.6914252 50.148976, 8.6911963 50.1495898))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1200307663, 1200307846, 1200307163, 1200307688, 1200307567, 1200307835, 1200307494, 1200307768, 1200307663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104335039,yes,parking,yes,Parkhaus Königsteiner Straße,multi-storey,"POLYGON ((8.5478543 50.1016072, 8.5480071 50.101471, 8.5475208 50.1012465, 8.5473745 50.1013768, 8.5474496 50.1014115, 8.5473982 50.1014573, 8.5473287 50.101563, 8.5474421 50.1016151, 8.5475165 50.1016482, 8.5477089 50.1017386, 8.5478032 50.1016545, 8.5478543 50.1016072))",,,,,no,,,24/7,opg,,,,,,,,,,,,,230,,,,,,,,http://www.opg-parken.de,,,,Frankfurt am Main,28,65929,Emmerich-Josef-Straße,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,"[1203791260, 1203791338, 1203791229, 1203791266, 1203791289, 1203791321, 1203791367, 1203791371, 1203791366, 1203791256, 1203791292, 1203791260]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104553440,yes,parking,yes,Hbf am Gleis,surface,"POLYGON ((8.6587275 50.1065117, 8.6588201 50.1064174, 8.6600923 50.106929, 8.6600452 50.1069783, 8.6599197 50.1069313, 8.6598532 50.1069386, 8.6598261 50.1069639, 8.6587275 50.1065117))",,,,,yes,,,,DB BahnPark GmbH,,,,,yes,yes,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,http://www.bahnhof.de/site/shared/de/bahnhofsuche/bahnpark/pdf/frankfurt__hbf.pdf,,,,,,,,,,,,,,,,,,,,,"[1206339871, 1206339873, 1206339879, 1260486576, 9679355019, 9679355018, 1206339883, 1206339871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105070007,private,parking,,Besucherparkplatz,surface,"POLYGON ((8.5381234 50.0967823, 8.5379835 50.0967024, 8.5379079 50.0966495, 8.5378927 50.0966238, 8.5378929 50.096594, 8.5378978 50.0965655, 8.5381563 50.0963048, 8.5382217 50.0962874, 8.5382867 50.0962783, 8.5383913 50.0963055, 8.5385039 50.0963926, 8.5381234 50.0967823))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1211159917, 1211160020, 1211159817, 1211159957, 1211159753, 1211159740, 1211159858, 1211159999, 1211159790, 1211159914, 1211160048, 1211159917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105070008,private,parking,,,surface,"POLYGON ((8.5402167 50.0976718, 8.5400444 50.0979195, 8.5401314 50.0979474, 8.5401168 50.0979671, 8.5401029 50.0980099, 8.5401098 50.0980465, 8.5402615 50.0982688, 8.5403103 50.0983001, 8.5403896 50.0983349, 8.5404856 50.0983662, 8.5405719 50.0983778, 8.5406526 50.0983787, 8.5407556 50.0983554, 8.5408183 50.0983197, 8.5410869 50.0979555, 8.5402167 50.0976718))",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1211159896, 1211159916, 1211160049, 1211159842, 1211159977, 1211159774, 1211160032, 1211159826, 1211159970, 1211159760, 1211159884, 1211160015, 1211159807, 1211159938, 1211160005, 1211159896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105160487,private,parking,,,multi-storey,"POLYGON ((8.6305308 50.0807468, 8.6306513 50.0802342, 8.6301786 50.0801891, 8.6301722 50.0802163, 8.6300728 50.0806378, 8.6300601 50.0806929, 8.6300579 50.0807024, 8.6305308 50.0807468))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1211955112, 1211954106, 1211953752, 10693589153, 10693589144, 10693589146, 1211955463, 1211955112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105178080,yes,parking,no,,surface,"POLYGON ((8.542293 50.1016839, 8.542332 50.1016091, 8.5423641 50.1015476, 8.5429496 50.1016632, 8.5428912 50.1017263, 8.5428279 50.1017946, 8.542293 50.1016839))",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1212033054, 2207163040, 1212033404, 1212032983, 2207163050, 1212033607, 1212033054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105180535,,parking,,,street_side,"POLYGON ((8.5388367 50.1003452, 8.5389119 50.1000126, 8.5388529 50.099581, 8.5390444 50.0995546, 8.5393904 50.0995645, 8.5396213 50.0996022, 8.539777 50.0996526, 8.539677 50.0997379, 8.5396297 50.0999613, 8.5393643 50.1003517, 8.5388367 50.1003452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1212056160, 1212056220, 1212056197, 2356064364, 1212056128, 4809547476, 1212056129, 1212056139, 4809547475, 1212056249, 1212056160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105206924,private,parking,,SÜWAG Mitarbeiterparken,multi-storey,"POLYGON ((8.5433842 50.0973773, 8.5435808 50.0970926, 8.5435414 50.0970801, 8.5434979 50.0970662, 8.5432835 50.0969967, 8.5430643 50.0972731, 8.5433842 50.0973773))",,,,,,,,,SÜWAG,,,,,,,,,,,,,,,,,,,,,,,,,Frankfurt am Main,5,65929,Ludwigshafener Straße,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,"[1212395851, 5709590616, 5709590612, 5709590615, 1212397488, 1212398549, 1212395851]",yes,,,,,,,,,,,,,,,,,,,,,,Q2382300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105345998,private,parking,,,surface,"POLYGON ((8.5356982 50.0969858, 8.5360538 50.0963832, 8.5365493 50.0965035, 8.5361937 50.0971061, 8.5356982 50.0969858))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1213823080, 1213822608, 1213822069, 1213821874, 1213823080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105346004,private,parking,,,surface,"POLYGON ((8.5330744 50.0938086, 8.5333289 50.0935554, 8.5329097 50.093382, 8.5332963 50.0929973, 8.5326618 50.0927348, 8.5322979 50.0930968, 8.5328477 50.0935272, 8.5327913 50.0935614, 8.5330744 50.0938086))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1213821687, 1213821990, 1213821810, 1213820798, 1213822991, 1213822237, 1213821674, 1213821333, 1213821687]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105512683,private,parking,,,multi-storey,"POLYGON ((8.5053189 50.094879, 8.5053897 50.0948637, 8.5054429 50.0948521, 8.5058435 50.0947652, 8.5057071 50.0945063, 8.5051298 50.0946316, 8.5052452 50.0948505, 8.5052978 50.094839, 8.5053189 50.094879))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankfurt am Main,31a,65931,Annabergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1215210216, 8264913818, 8264913819, 1215210350, 1215208740, 1215208905, 1215208384, 1215209953, 1215210216]",parking,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105746714,private,parking,,,surface,"POLYGON ((8.5277214 50.0964027, 8.5279542 50.0960236, 8.5292295 50.0963458, 8.5291016 50.0965542, 8.5289968 50.0967249, 8.5277214 50.0964027))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1217703540, 1217703715, 1217703588, 7642190803, 1217704037, 1217703540]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105746731,private,parking,,,surface,"POLYGON ((8.5296694 50.0947395, 8.5298337 50.0944657, 8.5300662 50.0945232, 8.5301249 50.0944254, 8.5302874 50.0944655, 8.5300644 50.094837, 8.5296694 50.0947395))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1217703896, 1217703874, 1217704109, 1217703692, 1217704035, 1217703751, 1217703896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105878363,,parking,,,,"POLYGON ((8.5144455 50.0868431, 8.5146981 50.0869263, 8.5142544 50.0874336, 8.5141841 50.0874139, 8.51416 50.0874407, 8.5140295 50.0874002, 8.5144455 50.0868431))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219157190, 1219157293, 1219157216, 1219157099, 1219156960, 1219157276, 1219157190]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105878434,,parking,,,,"POLYGON ((8.5161187 50.0847767, 8.5165672 50.0849151, 8.516388 50.0850922, 8.5161339 50.0852376, 8.5160809 50.0852531, 8.5160257 50.0852605, 8.5159751 50.0852575, 8.515844 50.085228, 8.5161187 50.0847767))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219157273, 1219157288, 1219157245, 1219157074, 1219156988, 1219157267, 1219157209, 1219157042, 1219157273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105878440,,parking,,,,"POLYGON ((8.5148694 50.0864495, 8.5148276 50.08621, 8.5155545 50.0855302, 8.5158939 50.0855759, 8.5159857 50.0854893, 8.5161113 50.0855474, 8.5152121 50.0864171, 8.5148694 50.0864495))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219157109, 1219157264, 1219157279, 1219157222, 1219157048, 1219156963, 1219157256, 1219157109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105884195,private,parking,,,,"POLYGON ((8.5258438 50.092941, 8.5257322 50.0929126, 8.5248664 50.0926923, 8.5247722 50.0928447, 8.5245647 50.0927919, 8.5244423 50.09299, 8.5256272 50.0932914, 8.5258438 50.092941))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219214091, 1219214120, 1219214570, 1219214144, 1219214031, 1219214304, 1219214337, 1219214091]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105925973,,parking,,,,"POLYGON ((8.5317564 50.0838474, 8.5314417 50.0838323, 8.5308872 50.0842971, 8.5312094 50.0843083, 8.5317564 50.0838474))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219707490, 1219708284, 1219708263, 1219706920, 1219707490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105931375,private,parking,,,surface,"POLYGON ((8.5392032 50.0876568, 8.5399388 50.0880167, 8.5396019 50.0883002, 8.5388663 50.0879402, 8.5392032 50.0876568))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219781223, 1219781100, 1219781091, 1219781330, 1219781223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105931410,private,parking,,,surface,"POLYGON ((8.5397023 50.0861837, 8.5394921 50.086357, 8.540145 50.0866829, 8.5403551 50.0865096, 8.5397023 50.0861837))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219780712, 1219780923, 1219781150, 1219780651, 1219780712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105931415,private,parking,,,surface,"POLYGON ((8.5410115 50.0852203, 8.5423607 50.0858766, 8.5422239 50.0860037, 8.5420663 50.0859266, 8.5408663 50.085341, 8.5410115 50.0852203))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219780862, 1219781015, 1219781265, 1219781350, 1219780764, 1219780862]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105933032,,parking,,,,"POLYGON ((8.5439464 50.0892494, 8.5444204 50.0888633, 8.5447529 50.0890314, 8.5442861 50.089414, 8.5439464 50.0892494))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1219816429, 1219816376, 1219816414, 1219816488, 1219816429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105933046,private,parking,,,surface,"POLYGON ((8.5453749 50.0848115, 8.5450738 50.085066, 8.5447419 50.0849044, 8.5447843 50.0848685, 8.5447219 50.0848381, 8.5449807 50.0846194, 8.5453749 50.0848115))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1645509695, 1219816423, 1219816434, 1219816542, 1219816570, 1219816638, 1645509695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106081689,private,parking,,,surface,"POLYGON ((8.5332879 50.0984745, 8.5331728 50.0986195, 8.5342083 50.0988729, 8.5342981 50.0987116, 8.5342726 50.0986013, 8.534264 50.09854, 8.5342679 50.0984832, 8.5342771 50.0984322, 8.534294 50.0983817, 8.5347319 50.0976877, 8.5338522 50.0974685, 8.5335527 50.0980244, 8.5337178 50.0980647, 8.5334507 50.0985143, 8.5332879 50.0984745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1221359462, 1221359355, 1221359480, 1221359644, 1221359386, 1221359449, 1221359313, 1221359585, 1221359436, 1221359516, 1221359331, 1221359499, 1221359526, 1221359339, 1221359462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106081696,private,parking,,,surface,"POLYGON ((8.5357355 50.0981258, 8.5358322 50.0979609, 8.5360662 50.0980176, 8.5367159 50.098175, 8.5366569 50.0985041, 8.5366275 50.0985277, 8.5365858 50.0985403, 8.5357807 50.09846, 8.5357899 50.0984111, 8.5358516 50.0981365, 8.5357355 50.0981258))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1221359593, 1221359390, 5864074302, 1221359471, 1221359625, 1221359407, 1221359518, 1221359344, 1221359618, 1221359469, 1221359593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106081714,private,parking,,,surface,"POLYGON ((8.5323867 50.0980549, 8.53268 50.0975588, 8.5334299 50.0977413, 8.5335495 50.0977702, 8.5332551 50.0982661, 8.5323867 50.0980549))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1221359442, 1221359438, 1221425340, 1221359569, 1221359358, 1221359442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
