element_type,osmid,access,amenity,fee,parking,geometry,created_by,capacity,capacity:disabled,capacity:parent,maxheight,name,opening_hours,operator,wheelchair,source,noexit,barrier,charge,layer,maxstay,capacity:women,operator:wikidata,operator:wikipedia,bicycle,foot,note,motorcar,park_ride,description,operator:type,surface,addr:street,addr:city,addr:country,addr:housenumber,addr:postcode,survey:date,covered,capacity:wheelchair,designation,highway,capacity:car,capacity:motorcycle,alt_name,traffic_sign,website,hgv,access:conditional,parking:orientation,nodes,supervised,building,building:facade:colour,building:levels,building:levels:underground,building:material,building:max_level,building:min_level,roof:colour,roof:levels,roof:shape,name:etymology:wikidata,toll,capacity:long,source:maxheight,lit,smoothness,source:position,height,check_date:opening_hours,toilets:wheelchair,landuse,location,nohousenumber,ref,unimainz:buildingId,capacity:charging,fixme,bridge,check_date:fee,tourist_bus,FIXME,orientation,parking:condition,ways,type
way,156960636,private,parking,,surface,"POLYGON ((8.2125585 50.0202073, 8.2121765 50.020604, 8.2120594 50.0205571, 8.2124413 50.0201605, 8.2125585 50.0202073))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1691982267, 1691982332, 1691982322, 1691982264, 1691982267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156960640,yes,parking,no,surface,"POLYGON ((8.2036307 50.0222153, 8.2037211 50.0220842, 8.2039261 50.0221358, 8.2039049 50.0221726, 8.2040323 50.0222057, 8.2039938 50.0223097, 8.2036307 50.0222153))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1691982599, 1691982568, 1691982582, 1691982587, 1691982598, 1691982613, 1691982599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157031491,customers,parking,,surface,"POLYGON ((8.2156269 50.020446, 8.2163049 50.0203637, 8.2163564 50.0203575, 8.2163942 50.0204861, 8.2156647 50.0205746, 8.2156269 50.020446))",,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1692594793, 5331524106, 1692594791, 1692594794, 1692594795, 1692594793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157087487,customers,parking,,surface,"POLYGON ((8.2026398 50.0226761, 8.2028264 50.0226605, 8.2028014 50.0225361, 8.2026148 50.0225517, 8.2026398 50.0226761))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1693224232, 1693224228, 1693224176, 1693224181, 1693224232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157087489,customers,parking,,surface,"POLYGON ((8.2020456 50.0224346, 8.2020593 50.0225585, 8.2023367 50.0225459, 8.2023012 50.0222229, 8.2022028 50.0222274, 8.2022247 50.0224264, 8.2020456 50.0224346))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1693224137, 1693224186, 1693224179, 1693224027, 1693224029, 1693224121, 1693224137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157415869,private,parking,,surface,"POLYGON ((8.2415169 50.0174851, 8.2418379 50.0167316, 8.2419492 50.0162756, 8.241835 50.0162503, 8.2417079 50.0166432, 8.2415993 50.0169393, 8.2412944 50.0168921, 8.2412777 50.016743, 8.2410884 50.0167691, 8.2410516 50.0166813, 8.2409625 50.016678, 8.2407997 50.0162203, 8.2404185 50.0163067, 8.2403218 50.0165152, 8.2402556 50.0165422, 8.240696 50.0171494, 8.2410859 50.0174048, 8.2412696 50.017439, 8.2415169 50.0174851))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696370635, 1696370409, 1696370174, 1696370167, 1696370364, 1696370474, 1696370465, 1696370419, 1696370435, 1696370380, 1696370377, 1696370144, 1696370194, 1696370306, 1696370316, 1696370513, 1696370626, 9925697864, 1696370635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157415876,private,parking,,surface,"POLYGON ((8.2422781 50.0178868, 8.2423667 50.0178672, 8.2424293 50.0179888, 8.242512 50.0181288, 8.2426776 50.0183924, 8.2427894 50.0185253, 8.2426854 50.0185602, 8.242387 50.0181235, 8.2422781 50.0178868))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696370624, 1696370605, 1696370636, 1696370681, 1696370740, 1696414876, 1696370748, 1696370678, 1696370624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157441533,yes,parking,no,surface,"POLYGON ((8.246348 50.019865, 8.2463956 50.0199206, 8.2469878 50.0200593, 8.2469353 50.0201348, 8.2462797 50.0199797, 8.2461822 50.0199264, 8.246348 50.019865))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696612313, 1696612317, 1696612348, 1696612357, 1696612328, 1696612319, 1696612313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157457191,customers,parking,no,surface,"POLYGON ((8.2444 50.0148252, 8.2445115 50.0147208, 8.2446708 50.0145716, 8.2447648 50.0144465, 8.2448999 50.0142215, 8.2448403 50.0141833, 8.2446312 50.0143669, 8.2443997 50.0145637, 8.2441225 50.014845, 8.2442016 50.0150164, 8.2444617 50.0150872, 8.2446006 50.0148747, 8.2444 50.0148252))",,,,,,,,Schott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696725159, 1696725150, 1696725139, 1696725132, 1696725114, 1696725112, 1696725122, 1696725138, 1696725155, 2063381230, 2063381231, 2063381229, 1696725159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157469076,customers,parking,no,surface,"POLYGON ((8.2476313 50.0132456, 8.2474775 50.0132837, 8.2474142 50.0132724, 8.2468618 50.0134126, 8.2467615 50.0132803, 8.2472618 50.0131451, 8.2472991 50.0131882, 8.2474561 50.0131446, 8.2474337 50.0131015, 8.2475319 50.013082, 8.2476313 50.0132456))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696858182, 1696858185, 1696858194, 1696858201, 1696858198, 1696858164, 1696858179, 1696858162, 1696858159, 1696858157, 1696858182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157469078,customers,parking,no,surface,"POLYGON ((8.2473712 50.0127292, 8.247234 50.0127227, 8.2472858 50.0122656, 8.247423 50.0122721, 8.2473712 50.0127292))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696858122, 1696858117, 1696858040, 1696858046, 1696858122]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157469083,customers,parking,no,surface,"POLYGON ((8.2450611 50.0141724, 8.245548 50.0137253, 8.2454897 50.0136855, 8.245307 50.0137956, 8.2449002 50.0141008, 8.2450611 50.0141724))",,,,,,,,Schott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696858320, 1696858253, 1696858232, 1696858263, 1696858297, 1696858320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157469085,customers,parking,no,surface,"POLYGON ((8.2470724 50.0128191, 8.245997 50.0131123, 8.2457936 50.0130008, 8.2465726 50.0123271, 8.2465877 50.0126051, 8.2466772 50.0127736, 8.2470586 50.01279, 8.2470724 50.0128191))",,,,,,,,Lidl,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1696858127, 1696858161, 1696858151, 1696858066, 1696858060, 1696858074, 1696858076, 1696858127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157556035,yes,parking,no,surface,"POLYGON ((8.242597 50.0201084, 8.2426415 50.0200935, 8.2431406 50.0207518, 8.2431069 50.0207604, 8.242597 50.0201084))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868191, 1697868182, 1697868406, 1697868411, 1697868191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157556037,customers,parking,,surface,"POLYGON ((8.2421927 50.020133, 8.2420511 50.0199426, 8.2422146 50.0198921, 8.2421675 50.0198288, 8.2422405 50.0198063, 8.2424053 50.0200278, 8.2422528 50.0200749, 8.2422767 50.020107, 8.2421927 50.020133))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868195, 1697868165, 1697868159, 1697868152, 1697868151, 1697868177, 1697868181, 1697868189, 1697868195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157556038,customers,parking,,surface,"POLYGON ((8.2415271 50.0200267, 8.2414774 50.0199708, 8.2405283 50.0203214, 8.2409936 50.0208131, 8.2410841 50.0207811, 8.2409979 50.0206633, 8.241513 50.0204457, 8.2413238 50.0202017, 8.2415915 50.0201008, 8.2415271 50.0200267))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868176, 1697868168, 1697868234, 1697868448, 1697868417, 1697868365, 1697868288, 1697868208, 1697868186, 1697868176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157718451,yes,parking,no,surface,"POLYGON ((8.2199916 50.0290447, 8.2200388 50.0290383, 8.2200865 50.0290426, 8.2201293 50.0290569, 8.2201619 50.0290797, 8.2201807 50.0291082, 8.2201834 50.0291392, 8.2201696 50.0291689, 8.2201411 50.0291938, 8.2196267 50.0294084, 8.2195778 50.0294182, 8.2195267 50.029416, 8.2194803 50.029402, 8.2194451 50.0293781, 8.2194257 50.0293476, 8.219425 50.0293147, 8.2194429 50.0292839, 8.219477 50.0292594, 8.2199916 50.0290447))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1699759860, 1699759856, 1699759859, 1699759861, 1699759864, 1699759866, 1699759867, 1699759869, 1699759871, 1699759912, 1699759914, 1699759913, 1699759909, 1699759904, 1699759900, 1699759897, 1699759895, 1699759890, 1699759860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157718454,yes,parking,no,surface,"POLYGON ((8.2201159 50.0288647, 8.2201891 50.028954, 8.2207238 50.0287722, 8.2206506 50.0286828, 8.2201159 50.0288647))",,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1699759834, 1699759852, 1699759832, 1699759829, 1699759834]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157718455,yes,parking,no,surface,"POLYGON ((8.219603 50.0296773, 8.2195451 50.0296994, 8.2199226 50.0301091, 8.2199804 50.030087, 8.219603 50.0296773))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1699759941, 1699759943, 1699759975, 1699759973, 1699759941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157957148,customers,parking,yes,surface,"POLYGON ((8.2480769 50.0137494, 8.248001 50.0136015, 8.2479637 50.0136095, 8.2476726 50.012986, 8.2477824 50.0129577, 8.2479488 50.0129148, 8.2480332 50.0128979, 8.2483378 50.0135068, 8.2482498 50.0135317, 8.2483395 50.013699, 8.2480769 50.0137494))",,80,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2063381222, 2063381216, 2063381217, 2063381186, 6102549194, 6102549193, 1701761274, 2063381205, 1701761287, 2063381221, 2063381222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159696739,private,parking,,surface,"POLYGON ((8.261248 50.0022181, 8.2613475 50.0023303, 8.2617644 50.0021675, 8.2617133 50.0021113, 8.2616484 50.0020963, 8.2616037 50.0020914, 8.2615475 50.0020929, 8.2612674 50.0021965, 8.261248 50.0022181))",,,,,,,,Stadt Mainz,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,"[1718043082, 1718043086, 1718043077, 1718043076, 1718043072, 1783982340, 1718043070, 1718043080, 1718043082]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161744063,yes,parking,no,surface,"POLYGON ((8.2465205 49.9941253, 8.2466963 49.9947056, 8.2466002 49.9946904, 8.2465215 49.9944081, 8.2464269 49.9941027, 8.2465205 49.9941253))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9008513602, 1737057761, 1737057758, 1878059511, 1878059510, 9008513602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161744065,yes,parking,no,surface,"POLYGON ((8.2458646 49.9922174, 8.2459377 49.9922273, 8.2462243 49.9931574, 8.2461434 49.9931432, 8.2460734 49.9929074, 8.2459807 49.9926015, 8.2458646 49.9922174))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1737057621, 9008513596, 9008513597, 1737057635, 1878059506, 1737057626, 1737057621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161747583,private,parking,,surface,"POLYGON ((8.2461345 49.9956707, 8.246551 49.9958706, 8.2466144 49.9958151, 8.2468154 49.9956429, 8.246399 49.995443, 8.2461345 49.9956707))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1737109523, 1737109531, 3027921059, 5726629478, 1737109494, 1737109523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161747585,private,parking,,surface,"POLYGON ((8.24285 49.9956771, 8.2432181 49.9957653, 8.2431877 49.9958002, 8.2440852 49.9960092, 8.2441513 49.9959507, 8.2444175 49.9957149, 8.2438003 49.9954222, 8.2435483 49.9956427, 8.2431204 49.9954406, 8.24285 49.9956771))",,,,,,,,Johannes Gutenberg-Universität Mainz,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,"[1737109517, 4485124968, 4485124974, 4485124973, 2175082084, 1737109529, 1737109491, 2175053908, 2175053907, 1737109517]",,,,,,,,,,,,,,,,,excellent,,,,,,,,,,,,,,,,,,,
way,161753620,private,parking,,surface,"POLYGON ((8.2405414 49.9934126, 8.2412893 49.9935785, 8.2413761 49.9934169, 8.2406562 49.9932572, 8.2406282 49.993251, 8.2405414 49.9934126))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1737156836, 1737156837, 4731352725, 4731352731, 4731352726, 1737156836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166619506,private,parking,,surface,"POLYGON ((8.2187647 50.0143511, 8.2193484 50.0142379, 8.2193543 50.0142827, 8.2188087 50.0143877, 8.2187647 50.0143511))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1780555833, 1780555826, 1780555827, 1780555836, 1780555833]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166619507,private,parking,,surface,"POLYGON ((8.2198389 50.0143189, 8.2202673 50.0142118, 8.2205464 50.0142257, 8.2205607 50.0142838, 8.2199053 50.0144037, 8.2198389 50.0143189))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1780555831, 1780555824, 1780555825, 1780555829, 1780555837, 1780555831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,168134789,permissive,parking,no,surface,"POLYGON ((8.2293667 49.9922337, 8.2300208 49.9909107, 8.2300918 49.9909252, 8.2301164 49.9908754, 8.2302184 49.9906691, 8.2302651 49.9906786, 8.2310752 49.9908442, 8.2310156 49.9909647, 8.2310665 49.9909751, 8.2307327 49.9916502, 8.2305588 49.9919703, 8.2303776 49.9923203, 8.2303143 49.9923129, 8.2302554 49.9924298, 8.2304373 49.9924674, 8.2304676 49.9925291, 8.2304933 49.9926083, 8.2306051 49.9927903, 8.230647 49.9928238, 8.2306003 49.9929174, 8.2314487 49.9930927, 8.2313868 49.9932164, 8.2294422 49.9928145, 8.2293933 49.9927524, 8.2296028 49.9922805, 8.2293667 49.9922337))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1794365330, 1794365299, 2483426597, 2483426593, 2483426583, 2483426585, 1794365303, 2483426601, 2483426603, 2483426650, 2483426674, 4147646696, 2483426702, 4147646697, 2483426700, 4147646698, 1794365332, 2483426704, 4129597782, 4129597783, 4129597785, 263789602, 263789601, 4147646701, 2483426696, 1794365330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,169342127,yes,parking,no,surface,"POLYGON ((8.2356359 49.9822463, 8.2356891 49.98226, 8.2355726 49.9824476, 8.2355194 49.9824339, 8.2356359 49.9822463))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1805116130, 1805116131, 1805116134, 1805116132, 1805116130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,169698251,customers,parking,no,surface,"POLYGON ((8.2389418 50.0059042, 8.2389326 50.0058735, 8.2389451 50.0058203, 8.238925 50.0057398, 8.2386662 50.0057663, 8.2384138 50.0057868, 8.2382923 50.0057984, 8.238307 50.005864, 8.2383153 50.0059005, 8.2383302 50.005967, 8.2388355 50.0059202, 8.2389418 50.0059042))",,30,,,,,,,yes,,,,,,,,,,,,,,,,,paving_stones,,,,,,,no,,,,,,,,,,,,"[1808625469, 6455294969, 6455294970, 1808625456, 6455294962, 6455301891, 1808625471, 6455294979, 6455294953, 1808625457, 2060698745, 1808625469]",no,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,169698253,,parking,,surface,"POLYGON ((8.2417983 50.0046265, 8.2417893 50.0044335, 8.2414596 50.0044398, 8.2414685 50.0046333, 8.2417089 50.0046288, 8.2417308 50.0046278, 8.2417983 50.0046265))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1808625459, 1808625447, 1808625454, 1808625449, 2146837563, 2146837566, 1808625459]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,171490060,private,parking,,surface,"POLYGON ((8.2416995 50.0036728, 8.2417647 50.0036942, 8.2417928 50.0036588, 8.2417276 50.0036374, 8.2416995 50.0036728))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1825121013, 1825120997, 1825120978, 1825120987, 1825121013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,171507591,private,parking,,surface,"POLYGON ((8.2412708 50.0038972, 8.2413513 50.0038989, 8.2413875 50.0038528, 8.2414015 50.0038349, 8.2412788 50.0038334, 8.2412708 50.0038972))",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1825260113, 1825260107, 2125381353, 1825260111, 1825260052, 1825260113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,171507602,private,parking,,surface,"POLYGON ((8.2413471 50.0034898, 8.2413689 50.0034503, 8.2405455 50.003402, 8.2404086 50.0033924, 8.240339 50.0033841, 8.2402292 50.0033671, 8.2403216 50.0034239, 8.2403861 50.0034391, 8.2404919 50.003448, 8.2413471 50.0034898))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1825260076, 1825260099, 1825260073, 2109690921, 2109690972, 2109690911, 2109690855, 1825260112, 2109690865, 1825260076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172425055,customers,parking,,multi-storey,"POLYGON ((8.247515 50.0039791, 8.2473841 50.0038755, 8.247354 50.0038516, 8.2471985 50.0037654, 8.2470214 50.0036826, 8.2468122 50.0036171, 8.246603 50.0035654, 8.2463925 50.0035345, 8.2463455 50.003693, 8.2465333 50.0037206, 8.2467157 50.0037619, 8.2469088 50.003824, 8.2470751 50.0039067, 8.2471523 50.0039494, 8.2472038 50.0039826, 8.2472521 50.0040343, 8.2471931 50.0040688, 8.2472897 50.004155, 8.2473594 50.0041205, 8.2473111 50.0040722, 8.247515 50.0039791))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1833312545, 2126603039, 1833312433, 1833312481, 1833312425, 1833312423, 1833312555, 1833312507, 1833312452, 1833312503, 1833312516, 1833312443, 1833312446, 1833312500, 1833312559, 1833312549, 1833312539, 1833312550, 1833312435, 1833312494, 1833312545]",,parking,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174859154,private,parking,,underground,"POLYGON ((8.2677462 49.9895704, 8.2682524 49.9894195, 8.268228 49.9893855, 8.2681588 49.9892891, 8.2676527 49.98944, 8.2677462 49.9895704))",,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1855095361, 1855095344, 1865723544, 1855095336, 1855095357, 1855095361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174859155,customers,parking,no,surface,"POLYGON ((8.2672592 49.9894565, 8.2672877 49.9895054, 8.2673724 49.9894861, 8.2672657 49.9893068, 8.2671795 49.9893289, 8.2672022 49.9893606, 8.2672592 49.9894565))",,5,no,no,,,,,,local_knowledge,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,"[1855095345, 8996943423, 8996943422, 8996943421, 1855095339, 1719051930, 1855095345]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,175708150,,parking,,street_side,"POLYGON ((8.1974825 49.9585072, 8.1989367 49.9589714, 8.1989018 49.9590169, 8.1974487 49.958551, 8.1974825 49.9585072))",,,,,,,,,,,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1862723106, 6468714324, 6468714325, 1862723112, 1862723106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,175708208,,parking,,street_side,"POLYGON ((8.1989843 49.9590426, 8.1990177 49.9589993, 8.2006404 49.959517, 8.200607 49.9595603, 8.1989843 49.9590426))",,,,,,,,,,,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1862724041, 1862724044, 1862724042, 1862724043, 1862724041]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,175708280,,parking,,street_side,"POLYGON ((8.1972425 49.9584889, 8.1972794 49.9584407, 8.1968734 49.9583121, 8.1968366 49.9583603, 8.1972425 49.9584889))",,,,,,,,,,,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1862725798, 1862725803, 1862725805, 1862725800, 1862725798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,176011897,private,parking,,surface,"POLYGON ((8.2677392 49.9895973, 8.2682951 49.9894314, 8.2682661 49.9893911, 8.2681728 49.9892612, 8.267617 49.9894272, 8.2677392 49.9895973))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1865723556, 1865723554, 1865723545, 1865723536, 1865723553, 1865723556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,176770644,customers,parking,no,surface,"POLYGON ((8.2541267 49.9488456, 8.2542512 49.9485269, 8.2543294 49.9483256, 8.2544243 49.9480752, 8.2534388 49.9479205, 8.2534678 49.947844, 8.2535612 49.9476597, 8.2521228 49.9474173, 8.2522033 49.9472103, 8.2511596 49.9470423, 8.2512681 49.9467313, 8.2534335 49.9471002, 8.2536075 49.9471298, 8.2536566 49.9470528, 8.2561159 49.9474331, 8.2561158 49.9475054, 8.2556021 49.9487728, 8.2555599 49.9488781, 8.2554897 49.9490675, 8.2541267 49.9488456))",,,20,8,,Kundenparkplatz Möbel Martin,,,,local_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1872510597, 1726897727, 1726897723, 1726897719, 1726897717, 1726897716, 1872510578, 1872510569, 1726897710, 1726897709, 1872510548, 4544429279, 1872510560, 4544429280, 1872510575, 6142628641, 10901321243, 4544429278, 1872510601, 1872510597]",no,,,,,,,,,,,,,,,,,,,,,,,,,,3,könnte man noch genauer mappen,,,,,,,,
way,179959919,private,parking,,surface,"POLYGON ((8.2879826 49.965647, 8.2880588 49.9656578, 8.2882378 49.9651351, 8.2881618 49.9651243, 8.2879826 49.965647))",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1904114003, 1904114005, 1904114000, 1904113998, 1904114003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181339288,,parking,,surface,"POLYGON ((8.2170731 50.0195751, 8.2170962 50.0194788, 8.2172037 50.0194894, 8.2171806 50.0195858, 8.2170731 50.0195751))",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1917623375, 1917623373, 1917623374, 1917623376, 1917623375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182751186,yes,parking,yes,surface,"POLYGON ((8.2672867 49.9948038, 8.2672848 49.9947139, 8.2673041 49.9946593, 8.2675084 49.9946282, 8.2675488 49.9946935, 8.2675894 49.9947645, 8.2672867 49.9948038))",,10,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1931069514, 1931069481, 1931069500, 1931069550, 1931069455, 1931069478, 1931069514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186777785,yes,parking,no,surface,"POLYGON ((8.252499 50.0049288, 8.2524533 50.0048918, 8.2542149 50.0039236, 8.2542626 50.0039551, 8.252499 50.0049288))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1975212612, 1323661742, 1975212610, 1975212606, 1975212612]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186777787,yes,parking,no,surface,"POLYGON ((8.2551553 50.00355, 8.2556843 50.0032492, 8.2557305 50.0032629, 8.2552398 50.0035411, 8.2551553 50.00355))",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1975212615, 1975212611, 2324605542, 1975212613, 1975212615]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186779050,,parking,,surface,"POLYGON ((8.2418226 50.0054996, 8.2416684 50.0055004, 8.2416685 50.0053637, 8.2416169 50.0053238, 8.2415692 50.0053121, 8.2414337 50.0052959, 8.2414621 50.0051934, 8.2416818 50.0052277, 8.2418169 50.0052987, 8.2418251 50.0053637, 8.2418226 50.0054996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1975229278, 1975229224, 1975229239, 1975229259, 1975229222, 1975229207, 1975229219, 1975229226, 1975229232, 1975229199, 1975229278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186779055,private,parking,yes,street_side,"POLYGON ((8.2381967 50.005438, 8.2391079 50.0054276, 8.2392816 50.0054256, 8.2392922 50.005393, 8.2392357 50.0053748, 8.2391159 50.0053767, 8.2381976 50.0053911, 8.2381967 50.005438))",,33,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2060698709, 6735577872, 2060698706, 6437976721, 1975229213, 6735577873, 1975229215, 2060698709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
