u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
449579444,448885407,0,38179908,False,,,residential,30,False,81.562,"LINESTRING (8.2827336 49.9870572, 8.2838409 49.9872337)",,Weidmannstraße,,,,,,
450199833,700914862,0,"[38214928, 723334765]",False,,,"['living_street', 'service']",,"[False, True]",107.19899999999998,"LINESTRING (8.2698162 49.9729545, 8.2705474 49.9731126, 8.2707654 49.9731601, 8.270822 49.9730131, 8.2708532 49.9729369, 8.2708549 49.9728968, 8.2708288 49.9728502)",,Margraf-Fischer-Siedlung,,driveway,,,,
450236535,6971057068,0,38217644,False,,,residential,,False,16.721,"LINESTRING (8.2809966 49.9561853, 8.281199 49.9562605)",,An der Kleinhohl,,,,,,
450236535,158740845,0,25793249,False,,,residential,,True,28.898,"LINESTRING (8.2809966 49.9561853, 8.2809727 49.9561844, 8.2805934 49.9561696)",,An der Kleinhohl,,,,,,
450236535,1726598525,0,169677926,False,,,service,,False,221.898,"LINESTRING (8.2809966 49.9561853, 8.2812086 49.9560793, 8.2822149 49.9557504, 8.2838625 49.9554694)",,Jakob-Braunwart-Weg,,,,,,
450236668,6971057068,0,"[38217644, 964613685, 169677933]",False,,,"['residential', 'service']",,True,312.379,"LINESTRING (8.2842037 49.9582324, 8.2840457 49.9580687, 8.2839359 49.957955, 8.2832401 49.9573145, 8.2828922 49.9570272, 8.2820653 49.9565821, 8.2818918 49.9565177, 8.2816172 49.9564157, 8.281199 49.9562605)",,"['Wingertsweg', 'An der Kleinhohl']",,,,,agricultural,
451674670,451674671,0,38280114,False,,,service,,False,26.204,"LINESTRING (8.2006443 50.0220164, 8.2006927 50.0217828)",,,,,,,yes,
451674670,1148643854,0,"[290440498, 401303300, 4796807]",False,"['1', '2']",,"['service', 'unclassified']",,"[False, True]",226.321,"LINESTRING (8.2006443 50.0220164, 8.1994113 50.0219001, 8.1978503 50.0217668, 8.1978932 50.0216644, 8.1979402 50.0215515)",,Am Waldfriedhof,,,,,,
451674670,6989400445,0,4796807,False,2,,unclassified,,True,43.098,"LINESTRING (8.2006443 50.0220164, 8.2011192 50.0220631, 8.2012408 50.0220742)",,Am Waldfriedhof,,,,,,
451674671,1148643854,0,38280114,False,,,service,,False,198.321,"LINESTRING (8.2006927 50.0217828, 8.1979402 50.0215515)",,,,,,,yes,
451674671,451674670,0,38280114,False,,,service,,True,26.204,"LINESTRING (8.2006927 50.0217828, 8.2006443 50.0220164)",,,,,,,yes,
451674671,451674677,0,99290084,False,,,service,,True,42.314,"LINESTRING (8.2006927 50.0217828, 8.2007819 50.0214066)",,,,,,,yes,
451674673,1148638576,0,99290084,False,,,service,,False,128.474,"LINESTRING (8.1951534 50.0191968, 8.1967027 50.0197833)",,,,,,,yes,
451674673,281109636,0,38280114,False,,,service,,False,32.453,"LINESTRING (8.1951534 50.0191968, 8.1948499 50.0190993, 8.1947462 50.0190675)",,,,,,,yes,
451674673,1148638254,0,38280114,False,,,service,,True,357.45,"LINESTRING (8.1951534 50.0191968, 8.1949313 50.0194803, 8.1946411 50.0199325, 8.194448 50.0202951, 8.1941179 50.0210358, 8.194111 50.0211107, 8.1941396 50.0211598, 8.1942241 50.0211899, 8.1944324 50.0212088, 8.1958652 50.0213387)",,,,,,,yes,
451674673,1148641255,0,99290084,False,,,service,,True,166.296,"LINESTRING (8.1951534 50.0191968, 8.1953876 50.0189072, 8.1962223 50.0178683)",,,,,,,yes,
451674677,451674671,0,99290084,False,,,service,,False,42.314,"LINESTRING (8.2007819 50.0214066, 8.2006927 50.0217828)",,,,,,,yes,
451674677,1148644436,0,99290084,False,,,service,,True,189.559,"LINESTRING (8.2007819 50.0214066, 8.1985442 50.0204906)",,,,,,,yes,
451674677,1148642016,0,99290350,False,,,service,,True,23.455,"LINESTRING (8.2007819 50.0214066, 8.200932 50.021219)",,,,,,,yes,
451674680,4037414498,0,99290339,False,,,service,,False,35.203,"LINESTRING (8.2030336 50.0219727, 8.2033485 50.0222162)",,,,,,,yes,
451674680,9066182249,0,99290339,False,,,service,,True,30.209,"LINESTRING (8.2030336 50.0219727, 8.2026142 50.0219381)",,,,,,,yes,
451674680,1148644453,0,865340039,False,,,service,,True,83.946,"LINESTRING (8.2030336 50.0219727, 8.2024032 50.0213356)",,,,,,,,
452384809,1424240441,0,139791334,False,4,L 431,secondary,30,False,7.904,"LINESTRING (8.2755477 50.0014526, 8.2755928 50.0013877)",,Rheinstraße,,,,,,
452384809,27633625,0,4611329,False,8,L 431,secondary,30,True,88.103,"LINESTRING (8.2755477 50.0014526, 8.2754112 50.0016607, 8.2750718 50.0021835)",,Rheinstraße,,,,,,
452384809,873536656,0,139850977,True,1,,tertiary,50,False,78.444,"LINESTRING (8.2755477 50.0014526, 8.2754181 50.0014124, 8.2753196 50.001378, 8.2752126 50.0013301, 8.2750919 50.0012799, 8.274914 50.001195, 8.2746268 50.0010712)",,Quintinsstraße,,,,,,
452384809,4440400373,0,"[446814248, 446814245]",True,,,service,,False,35.936,"LINESTRING (8.2755477 50.0014526, 8.2757262 50.001495, 8.2758238 50.001516, 8.2760202 50.001563)",,,building_passage,,,,,
452384813,4440400375,0,24291455,False,,,service,,False,6.981,"LINESTRING (8.2763398 50.0017219, 8.2763814 50.0016651)",,,yes,,,,,
452384813,263027769,0,446814247,True,,,service,,False,15.331,"LINESTRING (8.2763398 50.0017219, 8.2761442 50.0016653)",,,building_passage,,,,,
456306558,456306568,0,38546234,False,,,residential,,False,122.48700000000001,"LINESTRING (8.2418292 50.0234501, 8.2419571 50.0235513, 8.2424153 50.0238997, 8.2429339 50.0242925)",,Auenstraße,,,,,,
456306558,9047343259,0,"[38546240, 180288323]",False,,,"['residential', 'service']",10,False,93.976,"LINESTRING (8.2418292 50.0234501, 8.2423577 50.0232768, 8.2427635 50.0231485, 8.2428105 50.0231001, 8.2427917 50.0230498, 8.2427411 50.022994)",,Auenstraße,,,,,,
456306558,6472501582,0,"[689912601, 38546233]",False,2,,unclassified,50,True,297.57500000000005,"LINESTRING (8.2418292 50.0234501, 8.2415217 50.0235567, 8.2410742 50.0237113, 8.2408388 50.0238004, 8.2405015 50.023944, 8.2401275 50.0241146, 8.2390828 50.0245909, 8.2388879 50.024682, 8.2387866 50.0247354, 8.2387304 50.0247599, 8.2386441 50.0247879, 8.2385924 50.0248017, 8.2385388 50.0248118, 8.2384931 50.0248169, 8.2384159 50.0248202, 8.2383466 50.0248173, 8.2382982 50.0248139)",yes,Auenstraße,,,,,,
456306568,456306558,0,38546234,False,,,residential,,True,122.48700000000001,"LINESTRING (8.2429339 50.0242925, 8.2424153 50.0238997, 8.2419571 50.0235513, 8.2418292 50.0234501)",,Auenstraße,,,,,,
456306568,946910974,0,81275151,True,,,residential,,False,26.123,"LINESTRING (8.2429339 50.0242925, 8.2429963 50.0242679, 8.2430685 50.0242607, 8.2431396 50.0242719, 8.2431984 50.0242998, 8.2432359 50.0243401)",,Ingelheimstraße,,,roundabout,,,
456312672,2047454618,0,183343821,False,,,service,10,False,393.6000000000001,"LINESTRING (8.2322991 50.0280917, 8.2308957 50.028369, 8.2304836 50.0284316, 8.230235 50.0284032, 8.2299234 50.0283183, 8.2297188 50.0283102, 8.229596 50.0283244, 8.2285447 50.0287288, 8.228743 50.0289654, 8.2289193 50.0292201, 8.2292215 50.0295679)",,Mühlenstraße,,driveway,,,,
456312672,255444638,0,"[937810230, 183343822, 937810231]",False,,,residential,20,False,80.487,"LINESTRING (8.2322991 50.0280917, 8.2326475 50.0287123, 8.232661 50.0287363, 8.2326814 50.0287726)",,Mühlenstraße,,,,,,
456312672,474352383,0,"[1104154120, 139855242, 139784179]",False,2,,residential,"['50', '20']",True,93.19800000000001,"LINESTRING (8.2322991 50.0280917, 8.2322012 50.0279441, 8.2321962 50.0279041, 8.2322169 50.0278739, 8.2322511 50.027846, 8.2329509 50.0274971)",,Mühlenstraße,,,,,,
457483692,6472501570,0,"[689912591, 162110511]",True,1,,unclassified,50,False,56.527,"LINESTRING (8.2362687 50.0233616, 8.2359805 50.0235183, 8.2359255 50.0235509, 8.2358745 50.0235834, 8.2358557 50.0236021, 8.2358207 50.0236312, 8.2358021 50.023653, 8.2357534 50.0237349)",,Auenstraße,,,,,,
457483692,6472501529,0,182832457,True,2,K 17,secondary,50,False,52.42,"LINESTRING (8.2362687 50.0233616, 8.2357856 50.0235219, 8.2356169 50.0235781)",,Rheinallee,,,,,,
457483695,1564067438,0,182832458,True,2,K 17,secondary,50,False,310.519,"LINESTRING (8.235116 50.023737, 8.2312494 50.0250127)",,Rheinallee,,,,,,
457483695,1630600046,0,"[689912584, 182832459]",True,"['1', '2']",K 6,tertiary,50,False,104.078,"LINESTRING (8.235116 50.023737, 8.234935 50.02384, 8.2347546 50.0239281, 8.2345545 50.024003, 8.2338798 50.0242234)",,Rheinallee,,,,,,
457522938,457522939,0,24213761,False,,,service,,True,147.163,"LINESTRING (8.1559455 49.9715788, 8.153959 49.9712336)",,Am Finther Wald,,,,,,
457522939,457522938,0,24213761,False,,,service,,False,147.163,"LINESTRING (8.153959 49.9712336, 8.1559455 49.9715788)",,Am Finther Wald,,,,,,
457522939,2385101109,0,"[24213761, 125946980]",False,,,service,,True,204.652,"LINESTRING (8.153959 49.9712336, 8.1538753 49.9712148, 8.1537096 49.9711864, 8.1534563 49.9711584, 8.1533316 49.9711566, 8.1532153 49.9711741, 8.1530872 49.9712105, 8.1529863 49.9712468, 8.1528794 49.9713164, 8.1527774 49.9713923, 8.1526873 49.9714724, 8.1522875 49.9718518, 8.1519896 49.9722379)",,Am Finther Wald,,,,,,
457522939,2385101109,1,"[38627384, 229972653]",False,,,service,,False,254.659,"LINESTRING (8.153959 49.9712336, 8.1539236 49.9713249, 8.1536912 49.9717752, 8.1534667 49.9719987, 8.1533386 49.9722824, 8.1529224 49.972623, 8.1528157 49.9725782, 8.152645 49.9725667, 8.1519896 49.9722379)",,,,,,,,
457522939,9182700644,0,38627384,False,,,service,,True,94.55099999999999,"LINESTRING (8.153959 49.9712336, 8.1539968 49.9711414, 8.1543295 49.9704174)",,,,,,,,
457522956,6957755647,0,"[743326858, 38627389]",False,,,"['residential', 'service']",30,"[False, True]",117.479,"LINESTRING (8.1705513 49.9859346, 8.1710712 49.9857911, 8.1711546 49.9857864, 8.1712203 49.9857856, 8.17128 49.9858088, 8.1713169 49.9858382, 8.17139 49.9859541, 8.1718567 49.9858701, 8.1718426 49.9857933)",,Layenhofstraße,,,,,,
457522956,256169670,0,157767573,True,,,residential,30,False,71.55499999999999,"LINESTRING (8.1705513 49.9859346, 8.1707618 49.9861004, 8.1708155 49.9861369, 8.170867 49.9861608, 8.1710774 49.9862296, 8.1711519 49.9862545, 8.171229 49.9862937, 8.1713192 49.9863319)",,Layenhofstraße,,,,,,
459041313,8518691137,0,38723124,False,,,living_street,,True,71.249,"LINESTRING (8.2819515 49.9719172, 8.282901 49.9721112)",,Alte Mainzer Straße,,,,,,
459041316,31382315,0,55501050,False,,,living_street,,True,99.451,"LINESTRING (8.2846692 49.9724269, 8.2842987 49.9723638, 8.2840425 49.9723201, 8.283904 49.9722965, 8.283325 49.9721978)",,Alte Mainzer Straße,,,,,,
459041322,459041331,0,38723134,False,,,residential,30,False,50.566,"LINESTRING (8.2809963 49.9732006, 8.2810583 49.9727476)",,Wetteraustraße,,,,,,
459041328,459041342,0,38723123,False,,,living_street,,False,31.793,"LINESTRING (8.2775288 49.9714974, 8.2775644 49.9717824)",,Soonwaldstraße,,,,,,
459041328,31382295,0,"[41756328, 41756327]",False,,,living_street,,False,189.285,"LINESTRING (8.2775288 49.9714974, 8.2770612 49.9712874, 8.2765605 49.9711551, 8.2764578 49.9711673, 8.276369 49.9714443, 8.2769453 49.9716357, 8.2770721 49.9718402)",,"['Soonwaldstraße', 'Vogelsbergstraße']",,,,,,
459041328,459041343,0,41756328,False,,,living_street,,True,139.242,"LINESTRING (8.2775288 49.9714974, 8.2777103 49.9714564, 8.2781253 49.9714611, 8.2791448 49.9716168, 8.2793966 49.9717115)",,Soonwaldstraße,,,,,,
459041331,459041333,0,38723126,False,,,residential,30,False,39.572,"LINESTRING (8.2810583 49.9727476, 8.2805203 49.9726644)",,Wetteraustraße,,,,,,
459041331,459041322,0,38723134,False,,,residential,30,True,50.566,"LINESTRING (8.2810583 49.9727476, 8.2809963 49.9732006)",,Wetteraustraße,,,,,,
459041331,459041336,0,"[41756328, 38723134]",False,,,"['living_street', 'residential']",30,False,116.362,"LINESTRING (8.2810583 49.9727476, 8.2811163 49.972007, 8.2806519 49.9719456)",,"['Wetteraustraße', 'Soonwaldstraße']",,,,,,
459041333,459041331,0,38723126,False,,,residential,30,True,39.572,"LINESTRING (8.2805203 49.9726644, 8.2810583 49.9727476)",,Wetteraustraße,,,,,,
459041333,31382199,0,38723105,False,,,living_street,,False,90.883,"LINESTRING (8.2805203 49.9726644, 8.2805067 49.9728243, 8.2804625 49.9729884, 8.2797136 49.9728949)",,Vogelsbergstraße,,,,,,
459041333,31382200,0,38723126,False,,,residential,30,False,58.802,"LINESTRING (8.2805203 49.9726644, 8.280258 49.9726274, 8.279711 49.9725722)",,Wetteraustraße,,,,,,
459041336,459041340,0,38723121,False,,,living_street,,False,117.14400000000002,"LINESTRING (8.2806519 49.9719456, 8.2806059 49.9722453, 8.2804314 49.9722764, 8.2803332 49.9722625, 8.2802069 49.9722292, 8.2799954 49.9721724, 8.2798083 49.972131, 8.2796845 49.9721323, 8.2794947 49.9721744)",,Vogelsbergstraße,,,,,,
459041336,459041343,0,41756328,False,,,living_street,,False,93.68900000000001,"LINESTRING (8.2806519 49.9719456, 8.2796984 49.9717936, 8.2793966 49.9717115)",,Soonwaldstraße,,,,,,
459041336,459041331,0,"[41756328, 38723134]",False,,,"['residential', 'living_street']",30,True,116.362,"LINESTRING (8.2806519 49.9719456, 8.2811163 49.972007, 8.2810583 49.9727476)",,"['Soonwaldstraße', 'Wetteraustraße']",,,,,,
459041340,31382202,0,4864220,False,,,residential,30,False,15.948,"LINESTRING (8.2794947 49.9721744, 8.2793494 49.9720656)",,Vogelsbergstraße,,,,,,
459041340,31382200,0,4864220,False,,,residential,30,True,47.161,"LINESTRING (8.2794947 49.9721744, 8.2796089 49.9723144, 8.279711 49.9725722)",,Vogelsbergstraße,,,,,,
459041340,459041336,0,38723121,False,,,living_street,,True,117.144,"LINESTRING (8.2794947 49.9721744, 8.2796845 49.9721323, 8.2798083 49.972131, 8.2799954 49.9721724, 8.2802069 49.9722292, 8.2803332 49.9722625, 8.2804314 49.9722764, 8.2806059 49.9722453, 8.2806519 49.9719456)",,Vogelsbergstraße,,,,,,
459041342,459041328,0,38723123,False,,,living_street,,True,31.793,"LINESTRING (8.2775644 49.9717824, 8.2775288 49.9714974)",,Soonwaldstraße,,,,,,
459041342,31382295,0,4864220,False,,,residential,30,False,35.861000000000004,"LINESTRING (8.2775644 49.9717824, 8.2772936 49.9718039, 8.2770721 49.9718402)",,Vogelsbergstraße,,,,,,
459041342,31382288,0,4864220,False,,,residential,30,True,23.1,"LINESTRING (8.2775644 49.9717824, 8.2777255 49.9717799, 8.2778866 49.9717899)",,Vogelsbergstraße,,,,,,
459041343,31382310,0,38723114,False,,,living_street,,False,33.029,"LINESTRING (8.2793966 49.9717115, 8.2791521 49.9719635)",,Soonwaldstraße,,,,,,
459041343,459041328,0,41756328,False,,,living_street,,False,139.242,"LINESTRING (8.2793966 49.9717115, 8.2791448 49.9716168, 8.2781253 49.9714611, 8.2777103 49.9714564, 8.2775288 49.9714974)",,Soonwaldstraße,,,,,,
459041343,459041336,0,41756328,False,,,living_street,,True,93.68900000000001,"LINESTRING (8.2793966 49.9717115, 8.2796984 49.9717936, 8.2806519 49.9719456)",,Soonwaldstraße,,,,,,
459041349,459041353,0,137337650,False,,,service,,False,8.411,"LINESTRING (8.275308 49.9719575, 8.2753702 49.9718933)",,Vogelsbergstraße,,alley,,,,
459041349,529356,0,137337650,False,,,service,,True,37.575,"LINESTRING (8.275308 49.9719575, 8.2750568 49.9722543)",,Vogelsbergstraße,,alley,,,,
459041349,31382297,0,38723117,False,,,living_street,,True,77.614,"LINESTRING (8.275308 49.9719575, 8.275853 49.9720821, 8.276322 49.9722057)",,Vogelsbergstraße,,,,,,
459041351,31382306,0,38723128,False,,,living_street,,True,87.439,"LINESTRING (8.2755259 49.9716601, 8.2761094 49.9717691, 8.276638 49.9719713)",,Vogelsbergstraße,,,,,,
459041353,459041349,0,137337650,False,,,service,,True,8.411,"LINESTRING (8.2753702 49.9718933, 8.275308 49.9719575)",,Vogelsbergstraße,,alley,,,,
459041359,459041367,0,41756330,False,,,living_street,,False,35.709,"LINESTRING (8.2777947 49.9724353, 8.2778402 49.9721155)",,Hunsrückstraße,,,,,,
459041359,31382304,0,38723122,False,,,living_street,,False,145.083,"LINESTRING (8.2777947 49.9724353, 8.2777702 49.9725463, 8.2777338 49.9726116, 8.2776701 49.9726833, 8.277491 49.9727512, 8.2773104 49.972789, 8.2771119 49.972811, 8.2768919 49.9728146, 8.276107 49.9727191)",,Hunsrückstraße,,,,,,
459041359,31382300,0,38723133,False,,,living_street,,True,116.058,"LINESTRING (8.2777947 49.9724353, 8.2772898 49.9725024, 8.2771111 49.9725239, 8.2769259 49.9725203, 8.2765751 49.9724754, 8.2762178 49.9723876)",,Vogelsbergstraße,,,,,,
459041363,31382297,0,4864220,False,,,residential,30,False,12.363,"LINESTRING (8.2764211 49.9721146, 8.276322 49.9722057)",,Vogelsbergstraße,,,,,,
459041363,31382306,0,4864220,False,,,residential,30,True,22.276,"LINESTRING (8.2764211 49.9721146, 8.276523 49.9720388, 8.276638 49.9719713)",,Vogelsbergstraße,,,,,,
459041363,459041367,0,38723110,False,,,living_street,,True,104.88499999999999,"LINESTRING (8.2764211 49.9721146, 8.2765643 49.97217, 8.2767903 49.9722033, 8.2769417 49.9722135, 8.2770729 49.9722067, 8.2774692 49.9721403, 8.2776731 49.9721168, 8.2778402 49.9721155)",,Vogelsbergstraße,,,,,,
459041367,31382288,0,41756330,False,,,living_street,,False,36.357,"LINESTRING (8.2778402 49.9721155, 8.2778866 49.9717899)",,Hunsrückstraße,,,,,,
459041367,459041359,0,41756330,False,,,living_street,,True,35.709,"LINESTRING (8.2778402 49.9721155, 8.2777947 49.9724353)",,Hunsrückstraße,,,,,,
459041367,459041363,0,38723110,False,,,living_street,,False,104.88499999999999,"LINESTRING (8.2778402 49.9721155, 8.2776731 49.9721168, 8.2774692 49.9721403, 8.2770729 49.9722067, 8.2769417 49.9722135, 8.2767903 49.9722033, 8.2765643 49.97217, 8.2764211 49.9721146)",,Vogelsbergstraße,,,,,,
459041370,459041373,0,38723104,False,,,residential,30,True,45.214,"LINESTRING (8.277453 49.97291, 8.2774234 49.9729796, 8.2773224 49.9733077)",,Vogelsbergstraße,,,,,,
459041373,459041378,0,4864220,False,,,residential,30,False,85.96199999999999,"LINESTRING (8.2773224 49.9733077, 8.277565 49.9733512, 8.2784918 49.9734859)",,Vogelsbergstraße,,,,,,
459041373,334285436,0,4864220,False,,,residential,30,True,106.352,"LINESTRING (8.2773224 49.9733077, 8.2766238 49.9731946, 8.2764526 49.9731607, 8.2763084 49.9731143, 8.2762195 49.9730616, 8.2761463 49.9729702, 8.2761024 49.9728809)",,Vogelsbergstraße,,,,,,
459041373,459041370,0,38723104,False,,,residential,30,False,45.214,"LINESTRING (8.2773224 49.9733077, 8.2774234 49.9729796, 8.277453 49.97291)",,Vogelsbergstraße,,,,,,
459041374,31382199,0,38723105,False,,,living_street,,True,91.418,"LINESTRING (8.2784727 49.9727119, 8.2790803 49.9728395, 8.2797136 49.9728949)",,Vogelsbergstraße,,,,,,
459041374,31382196,0,"[38723112, 38723125]",False,,,living_street,,False,130.956,"LINESTRING (8.2784727 49.9727119, 8.2784158 49.9729293, 8.2785093 49.9730576, 8.2794082 49.9731948, 8.2797499 49.9731681)",,Rhönstraße,,,,,,
459041374,459041377,0,38723125,False,,,living_street,,True,41.92,"LINESTRING (8.2784727 49.9727119, 8.2786042 49.9724816, 8.2787552 49.9723927)",,Rhönstraße,,,,,,
459041377,6971057078,0,38723125,False,,,living_street,,True,6.757,"LINESTRING (8.2787552 49.9723927, 8.2788283 49.9723542)",,Rhönstraße,,,,,,
459041377,459041374,0,38723125,False,,,living_street,,False,41.92,"LINESTRING (8.2787552 49.9723927, 8.2786042 49.9724816, 8.2784727 49.9727119)",,Rhönstraße,,,,,,
459041377,31382200,0,41756329,False,,,living_street,,True,73.197,"LINESTRING (8.2787552 49.9723927, 8.2788948 49.9724795, 8.279205 49.972524, 8.279711 49.9725722)",,Vogelsbergstraße,,,,,,
459041378,459041385,0,38723115,False,,,residential,30,False,10.237,"LINESTRING (8.2784918 49.9734859, 8.2785189 49.9733955)",,Vogelsbergstraße,,,,,,
459041378,529440,0,4864220,False,,,residential,30,False,145.501,"LINESTRING (8.2784918 49.9734859, 8.2797651 49.9736695, 8.2798531 49.9736631, 8.2799395 49.9736473, 8.2800503 49.9735972, 8.2801359 49.9734716, 8.2801623 49.9733964, 8.2801806 49.9733445)",,Vogelsbergstraße,,,,,,
459041378,459041373,0,4864220,False,,,residential,30,True,85.96199999999999,"LINESTRING (8.2784918 49.9734859, 8.277565 49.9733512, 8.2773224 49.9733077)",,Vogelsbergstraße,,,,,,
459041385,459041378,0,38723115,False,,,residential,30,True,10.237,"LINESTRING (8.2785189 49.9733955, 8.2784918 49.9734859)",,Vogelsbergstraße,,,,,,
459049475,6836837281,0,16364974,False,,,residential,30,False,30.123,"LINESTRING (8.2846626 49.9661937, 8.2850766 49.9662434)",,An den Frankengräbern,,,,,,
