element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,operator,postal_code,ref,website,description,heritage,historic,start_date,building,nodes,building:levels,roof:levels,source,height,roof:shape,end,unimainz:buildingId,name,building:colour,roof:material,source:height,note:3D,roof:colour,image,wikidata,wikipedia,building:material,source:housenumber,source:address,source:position,note,roof:height,construction,roof:direction,roof:orientation,fixme,social_facility,social_facility:for,source_date,source:geometry,phone,survey:date,tourism,building:flats,description:de,nohousenumber,building:architecture,heritage:operator,name:signed,noaddress,ways,type
way,191921490,"POLYGON ((8.2860381 49.9839514, 8.2860608 49.9839434, 8.2859345 49.9838329, 8.2860566 49.9837747, 8.2862187 49.983915, 8.2860765 49.9839846, 8.2860381 49.9839514))",Mainz,DE,1,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818183, 2024818182, 2024646030, 2024646025, 2024818181, 2024818184, 2024818183]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921491,"POLYGON ((8.2866195 49.9855401, 8.2867842 49.9856728, 8.2868872 49.9856199, 8.2867224 49.9854873, 8.2866195 49.9855401))",Mainz,DE,10,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024818249, 2024818253, 2024818251, 2024818247, 2024818249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921492,"POLYGON ((8.2864623 49.9847811, 8.2866353 49.9846756, 8.286526 49.9846015, 8.286353 49.9847071, 8.2864623 49.9847811))",Mainz,DE,11,55131,Windthorststraße,,,,,,,,,,,residential,"[2024646265, 2024818198, 2024818196, 2024646253, 2024646265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921493,"POLYGON ((8.2867842 49.9856728, 8.2868537 49.9857287, 8.2869566 49.9856758, 8.2868872 49.9856199, 8.2867842 49.9856728))",Mainz,DE,12,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024818253, 2024818255, 2024818254, 2024818251, 2024818253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921494,"POLYGON ((8.2885994 49.9849339, 8.2885158 49.9849785, 8.288429 49.9849111, 8.2885126 49.9848666, 8.2885994 49.9849339))",Mainz,DE,13,55131,Görresstraße,,,,,,,,,,,residential,"[2024646275, 2024818210, 2024818205, 2024646268, 2024646275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921495,"POLYGON ((8.2869575 49.9846276, 8.2870331 49.9847577, 8.2871509 49.9847294, 8.2870752 49.9845993, 8.2869575 49.9846276))",Mainz,DE,13,55131,Windthorststraße,,,,,,,,,,,residential,"[2024646235, 2024818200, 2024818199, 2024646221, 2024646235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921496,"POLYGON ((8.2885158 49.9849785, 8.2884267 49.9850259, 8.2883399 49.9849586, 8.288429 49.9849111, 8.2885158 49.9849785))",Mainz,DE,15,55131,Görresstraße,,,,,,,,,,,residential,"[2024818210, 2024818215, 2024818208, 2024818205, 2024818210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921497,"POLYGON ((8.2870331 49.9847577, 8.2871062 49.9848835, 8.287224 49.9848552, 8.2871509 49.9847294, 8.2870331 49.9847577))",Mainz,DE,15,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818200, 2024818203, 2024818202, 2024818199, 2024818200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921498,"POLYGON ((8.2890503 49.9850085, 8.2892317 49.9849114, 8.2891344 49.984845, 8.2889561 49.9849414, 8.2890503 49.9850085))",Mainz,DE,16,55131,Görresstraße,,,,,,,,,,,residential,"[2024818213, 2024646272, 2024646267, 2024818206, 2024818213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921499,"POLYGON ((8.2884267 49.9850259, 8.2883417 49.9850712, 8.2882549 49.9850039, 8.2883399 49.9849586, 8.2884267 49.9850259))",Mainz,DE,17,55131,Görresstraße,,,,,,,,,,,residential,"[2024818215, 2024818218, 2024818211, 2024818208, 2024818215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921500,"POLYGON ((8.2871062 49.9848835, 8.2871777 49.9850065, 8.2872954 49.9849783, 8.287224 49.9848552, 8.2871062 49.9848835))",Mainz,DE,17,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818203, 2024818212, 2024818209, 2024818202, 2024818203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921501,"POLYGON ((8.2888689 49.9851056, 8.2890503 49.9850085, 8.2889561 49.9849414, 8.2887777 49.9850378, 8.2888689 49.9851056))",Mainz,DE,18,55131,Görresstraße,,,,,,,,,,,residential,"[2024818221, 2024818213, 2024818206, 2024818216, 2024818221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921502,"POLYGON ((8.2883417 49.9850712, 8.2882745 49.9851071, 8.2881877 49.9850397, 8.2882549 49.9850039, 8.2883417 49.9850712))",Mainz,DE,19,55131,Görresstraße,,,,,,,,,,,residential,"[2024818218, 2024818222, 2024818217, 2024818211, 2024818218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921503,"POLYGON ((8.2871777 49.9850065, 8.2872638 49.9851402, 8.2873647 49.9850999, 8.2872954 49.9849783, 8.2871777 49.9850065))",Mainz,DE,19,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818212, 2024818224, 2024818220, 2024818209, 2024818212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921504,"POLYGON ((8.2861149 49.9840184, 8.2858982 49.9841277, 8.285811 49.9840563, 8.2860381 49.9839514, 8.2860765 49.9839846, 8.2861149 49.9840184))",Mainz,DE,1a,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818185, 2024818187, 2024818186, 2024818183, 2024818184, 2024818185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921505,"POLYGON ((8.289645 49.9848846, 8.2894758 49.9847526, 8.2895867 49.9846939, 8.2897559 49.9848258, 8.289645 49.9848846))",Mainz,DE,2,55131,Adam-Stegerwald-Straße,,,,,,,,,,,residential,"[2024818204, 2024646260, 2024646248, 2024818201, 2024818204]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921506,"POLYGON ((8.2861187 49.9851369, 8.2862188 49.9852175, 8.2863217 49.9851647, 8.2862216 49.9850841, 8.2861187 49.9851369))",Mainz,DE,2,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024646283, 2024818230, 2024818227, 2024646278, 2024646283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921507,"POLYGON ((8.2886875 49.9852027, 8.2888689 49.9851056, 8.2887777 49.9850378, 8.2885993 49.9851343, 8.2886875 49.9852027))",Mainz,DE,20,55131,Görresstraße,,,,,,,,,,,residential,"[2024646293, 2024818221, 2024818216, 2024646282, 2024646293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921508,"POLYGON ((8.2882745 49.9851071, 8.2882053 49.9851439, 8.2881185 49.9850766, 8.2881877 49.9850397, 8.2882745 49.9851071))",Mainz,DE,21,55131,Görresstraße,,,,,,,,,,,residential,"[2024818222, 2024818225, 2024818219, 2024818217, 2024818222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921509,"POLYGON ((8.2872638 49.9851402, 8.2874094 49.9852534, 8.2875018 49.9851994, 8.2873647 49.9850999, 8.2872638 49.9851402))",Mainz,DE,21,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818224, 2024646297, 2024646291, 2024818220, 2024818224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921510,"POLYGON ((8.2884809 49.9853229, 8.2885746 49.9852724, 8.2884857 49.9852042, 8.288392 49.9852547, 8.2884809 49.9853229))",Mainz,DE,22,55131,Görresstraße,,,,,,,,,,,residential,"[2024818234, 2024646301, 2024646295, 2024818232, 2024818234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921511,"POLYGON ((8.2882053 49.9851439, 8.288132 49.9851829, 8.2880452 49.9851156, 8.2881185 49.9850766, 8.2882053 49.9851439))",Mainz,DE,23,55131,Görresstraße,,,,,,,,,,,residential,"[2024818225, 2024818228, 2024818223, 2024818219, 2024818225]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921512,"POLYGON ((8.2876743 49.985332, 8.2877714 49.9852796, 8.2878487 49.985339, 8.2877517 49.9853913, 8.2876743 49.985332))",Mainz,DE,23,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818235, 2024646303, 2024646305, 2024818239, 2024818235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921513,"POLYGON ((8.2882776 49.9854325, 8.2884809 49.9853229, 8.288392 49.9852547, 8.2881887 49.9853643, 8.2882776 49.9854325))",Mainz,DE,24,55131,Görresstraße,,,,,,,,,,,residential,"[2024818243, 2024818234, 2024818232, 2024818237, 2024818243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921514,"POLYGON ((8.288132 49.9851829, 8.2880724 49.9852147, 8.2879856 49.9851474, 8.2880452 49.9851156, 8.288132 49.9851829))",Mainz,DE,25,55131,Görresstraße,,,,,,,,,,,residential,"[2024818228, 2024818229, 2024818226, 2024818223, 2024818228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921515,"POLYGON ((8.2880689 49.9855451, 8.2882776 49.9854325, 8.2881887 49.9853643, 8.28798 49.9854769, 8.2880689 49.9855451))",Mainz,DE,26,55131,Görresstraße,,,,,,,,,,,residential,"[2024818250, 2024818243, 2024818237, 2024818246, 2024818250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921516,"POLYGON ((8.2880724 49.9852147, 8.2879971 49.9852549, 8.2879103 49.9851875, 8.2879856 49.9851474, 8.2880724 49.9852147))",Mainz,DE,27,55131,Görresstraße,,,,,,,,,,,residential,"[2024818229, 2024646299, 2024646289, 2024818226, 2024818229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921517,"POLYGON ((8.2879593 49.9856042, 8.2880689 49.9855451, 8.28798 49.9854769, 8.2878704 49.985536, 8.2879593 49.9856042))",Mainz,DE,28,55131,Görresstraße,,,,,,,,,,,residential,"[2024646322, 2024818250, 2024818246, 2024646316, 2024646322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921518,"POLYGON ((8.2858982 49.9841277, 8.2856901 49.9842327, 8.2856029 49.9841612, 8.285811 49.9840563, 8.2858982 49.9841277))",Mainz,DE,3,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818187, 2024818189, 2024818188, 2024818186, 2024818187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921519,"POLYGON ((8.2878598 49.9856663, 8.2877188 49.9857422, 8.2876225 49.9856683, 8.2877634 49.9855923, 8.2878598 49.9856663))",Mainz,DE,30,55131,Görresstraße,,,,,,,,,,,residential,"[2024646326, 2024818256, 2024818252, 2024646320, 2024646326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921520,"POLYGON ((8.2876057 49.985369, 8.2876743 49.985332, 8.2877517 49.9853913, 8.287683 49.9854283, 8.2876057 49.985369))",Mainz,DE,31,55131,Görresstraße,,,,,,,,,,,residential,"[2024818238, 2024818235, 2024818239, 2024818242, 2024818238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921521,"POLYGON ((8.2877188 49.9857422, 8.2875358 49.9858409, 8.2874394 49.985767, 8.2876225 49.9856683, 8.2877188 49.9857422))",Mainz,DE,32,55131,Görresstraße,,,,,,,,,,,residential,"[2024818256, 2024818258, 2024818257, 2024818252, 2024818256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921522,"POLYGON ((8.2875327 49.9854083, 8.2876057 49.985369, 8.287683 49.9854283, 8.2876101 49.9854676, 8.2875327 49.9854083))",Mainz,DE,33,55131,Görresstraße,,,,,,,,,,,residential,"[2024818240, 2024818238, 2024818242, 2024818245, 2024818240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921523,"POLYGON ((8.2875358 49.9858409, 8.2873483 49.9859419, 8.287252 49.985868, 8.2874394 49.985767, 8.2875358 49.9858409))",Mainz,DE,34,55131,Görresstraße,,,,,,,,,,,residential,"[2024818258, 2024818260, 2024818259, 2024818257, 2024818258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921524,"POLYGON ((8.2874614 49.9854467, 8.2875327 49.9854083, 8.2876101 49.9854676, 8.2875388 49.985506, 8.2874614 49.9854467))",Mainz,DE,35,55131,Görresstraße,,,,,,,,,,,residential,"[2024818244, 2024818240, 2024818245, 2024818248, 2024818244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921525,"POLYGON ((8.2873483 49.9859419, 8.2872135 49.9860145, 8.2871172 49.9859406, 8.287252 49.985868, 8.2873483 49.9859419))",Mainz,DE,36,55131,Görresstraße,,,,,,,,,,,residential,"[2024818260, 2024646369, 2024646352, 2024818259, 2024818260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921526,"POLYGON ((8.2873745 49.9854935, 8.2874614 49.9854467, 8.2875388 49.985506, 8.2874519 49.9855529, 8.2873745 49.9854935))",Mainz,DE,37,55131,Görresstraße,,,,,,,,,,,residential,"[2024646314, 2024818244, 2024818248, 2024646318, 2024646314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921527,"POLYGON ((8.2868537 49.9857287, 8.2869538 49.9858147, 8.2870594 49.9857621, 8.2869566 49.9856758, 8.2868537 49.9857287))",Mainz,DE,39,55131,Görresstraße,,,,,,,,,,,residential,"[2024818255, 2024646340, 2024646337, 2024818254, 2024818255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921528,"POLYGON ((8.2856901 49.9842327, 8.2854878 49.9843347, 8.2854006 49.9842632, 8.2856029 49.9841612, 8.2856901 49.9842327))",Mainz,DE,3a,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818189, 2024646145, 2024646125, 2024818188, 2024818189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921529,"POLYGON ((8.2898142 49.9850166, 8.289645 49.9848846, 8.2897559 49.9848258, 8.2899251 49.9849578, 8.2898142 49.9850166))",Mainz,DE,4,55131,Adam-Stegerwald-Straße,,,,,,,,,,,residential,"[2024818214, 2024818204, 2024818201, 2024818207, 2024818214]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921530,"POLYGON ((8.2862188 49.9852175, 8.2862929 49.9852772, 8.2863958 49.9852243, 8.2863217 49.9851647, 8.2862188 49.9852175))",Mainz,DE,4,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024818230, 2024818233, 2024818231, 2024818227, 2024818230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921531,"POLYGON ((8.2863839 49.9843118, 8.2862308 49.9843945, 8.2861357 49.9843217, 8.2862887 49.984239, 8.2863839 49.9843118))",Mainz,DE,5,55131,Windthorststraße,,,,,,,,,,,residential,"[2024646138, 2024818191, 2024818190, 2024646120, 2024646138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921532,"POLYGON ((8.2862308 49.9843945, 8.2860353 49.9845001, 8.2859401 49.9844273, 8.2861357 49.9843217, 8.2862308 49.9843945))",Mainz,DE,5a,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818191, 2024818193, 2024818192, 2024818190, 2024818191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921533,"POLYGON ((8.2899834 49.9851485, 8.2898142 49.9850166, 8.2899251 49.9849578, 8.2900943 49.9850898, 8.2899834 49.9851485))",Mainz,DE,6,55131,Adam-Stegerwald-Straße,,,,,,,,,,,residential,"[2024646287, 2024818214, 2024818207, 2024646279, 2024646287]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921534,"POLYGON ((8.2862929 49.9852772, 8.28646 49.9854117, 8.2865629 49.9853589, 8.2863958 49.9852243, 8.2862929 49.9852772))",Mainz,DE,6,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024818233, 2024818241, 2024818236, 2024818231, 2024818233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921535,"POLYGON ((8.287274 49.9844099, 8.2873556 49.9845543, 8.2874771 49.9845267, 8.2873943 49.9843836, 8.287274 49.9844099))",Mainz,DE,6,55131,Windthorststraße,,,,,,,,,,,residential,"[2024646176, 2024818195, 2024818194, 2024646168, 2024646176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921536,"POLYGON ((8.2860353 49.9845001, 8.2858237 49.9846144, 8.2857817 49.9845823, 8.2857286 49.9845416, 8.2859401 49.9844273, 8.2860353 49.9845001))",Mainz,DE,7,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818193, 2024818197, 2024646216, 2024646207, 2024818192, 2024818193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921537,"POLYGON ((8.28646 49.9854117, 8.2866195 49.9855401, 8.2867224 49.9854873, 8.2865629 49.9853589, 8.28646 49.9854117))",Mainz,DE,8,55131,Heinrich-von-Gagern-Straße,,,,,,,,,,,residential,"[2024818241, 2024818249, 2024818247, 2024818236, 2024818241]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921538,"POLYGON ((8.2873556 49.9845543, 8.2874373 49.9846988, 8.2875599 49.9846697, 8.2874771 49.9845267, 8.2873556 49.9845543))",Mainz,DE,8,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818195, 2024646250, 2024646243, 2024818194, 2024818195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191921539,"POLYGON ((8.2866353 49.9846756, 8.2868083 49.9845701, 8.2866989 49.984496, 8.286526 49.9846015, 8.2866353 49.9846756))",Mainz,DE,9,55131,Windthorststraße,,,,,,,,,,,residential,"[2024818198, 2024646215, 2024646197, 2024818196, 2024818198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922109,"POLYGON ((8.2872043 49.9834092, 8.286956 49.9835363, 8.2868653 49.983463, 8.2871135 49.9833359, 8.2872043 49.9834092))",Mainz,DE,1,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024646000, 2024823229, 2024823228, 2024645995, 2024646000]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922110,"POLYGON ((8.2875773 49.9840971, 8.2874021 49.9842031, 8.2872985 49.9841291, 8.2874812 49.9840259, 8.2875773 49.9840971))",Mainz,DE,11,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024823235, 2024646107, 2024646087, 2024823234, 2024823235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922111,"POLYGON ((8.286956 49.9835363, 8.2867077 49.9836633, 8.286617 49.98359, 8.2868653 49.983463, 8.286956 49.9835363))",Mainz,DE,3,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024823229, 2024646015, 2024646008, 2024823228, 2024823229]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922112,"POLYGON ((8.2873408 49.9837676, 8.2871377 49.9838763, 8.2870491 49.9838079, 8.2872522 49.9836992, 8.2873408 49.9837676))",Mainz,DE,5,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024646024, 2024823232, 2024823230, 2024646018, 2024646024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922113,"POLYGON ((8.2871377 49.9838763, 8.2869346 49.983985, 8.2868459 49.9839166, 8.2870491 49.9838079, 8.2871377 49.9838763))",Mainz,DE,7,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024823232, 2024646059, 2024646041, 2024823230, 2024823232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191922114,"POLYGON ((8.2877525 49.9839912, 8.2875773 49.9840971, 8.2874812 49.9840259, 8.2876639 49.9839227, 8.2877525 49.9839912))",Mainz,DE,9,55131,Lorenz-Diehl-Straße,,,,,,,,,,,residential,"[2024646061, 2024823235, 2024823234, 2024646045, 2024646061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044496,"POLYGON ((8.282584 49.9899254, 8.2825594 49.9900476, 8.2827533 49.9900637, 8.2827779 49.9899415, 8.282584 49.9899254))",Mainz,DE,8,55131,An der Karlsschanze,,,,,,,,,,,residential,"[2026073876, 2026073894, 2026073898, 2026073878, 2026073876]",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044498,"POLYGON ((8.2796014 49.9904582, 8.27968 49.9905595, 8.2798154 49.9905161, 8.2797368 49.9904148, 8.2796014 49.9904582))",Mainz,DE,20,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026073989, 2026074016, 2026074007, 2026073971, 2026073989]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044499,"POLYGON ((8.2825076 49.990461, 8.2824982 49.9905521, 8.2826738 49.9905596, 8.2826832 49.9904685, 8.2825076 49.990461))",Mainz,DE,14,55131,An der Karlsschanze,,,,,,,,,,,residential,"[2026073982, 2026074015, 2026074021, 2026073984, 2026073982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044502,"POLYGON ((8.2814861 49.9906705, 8.2816224 49.9906842, 8.2816476 49.9905816, 8.2815113 49.9905678, 8.2814861 49.9906705))",Mainz,DE,10,55131,Auf dem Albansberg,,,,,,,,,,,residential,"[2026074071, 2026074072, 2026074040, 2026074027, 2026074071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044505,"POLYGON ((8.2825452 49.9903021, 8.2825302 49.9903907, 8.2827052 49.990403, 8.2827202 49.9903145, 8.2825452 49.9903021))",Mainz,DE,12,55131,An der Karlsschanze,,,,,,,,,,,residential,"[2026073932, 2026073957, 2026073963, 2026073938, 2026073932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044507,"POLYGON ((8.2813456 49.9899608, 8.2814135 49.9900552, 8.2815535 49.9900135, 8.2814856 49.9899192, 8.2813456 49.9899608))",Mainz,DE,8,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026073880, 2026073896, 2026073888, 2026073874, 2026073880]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044509,"POLYGON ((8.2805861 49.9907592, 8.2806956 49.9908056, 8.2807916 49.990712, 8.280682 49.9906656, 8.2805861 49.9907592))",Mainz,DE,3,55131,Auf dem Albansberg,,,,,,,,,,,residential,"[2026074100, 2026074110, 2026074083, 2026074070, 2026074100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044511,"POLYGON ((8.2825857 49.990143, 8.2825697 49.9902431, 8.2827475 49.9902549, 8.2827635 49.9901547, 8.2825857 49.990143))",Mainz,DE,10,55131,An der Karlsschanze,,,,,,,,,,,residential,"[2026073910, 2026073925, 2026073928, 2026073912, 2026073910]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044513,"POLYGON ((8.2807995 49.9908411, 8.2809097 49.9908747, 8.2809869 49.99077, 8.2808767 49.9907364, 8.2807995 49.9908411))",Mainz,DE,5,55131,Auf dem Albansberg,,,,,,,,,,,residential,"[2026074124, 2026074132, 2026074102, 2026074089, 2026074124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044516,"POLYGON ((8.2816028 49.9898833, 8.2816882 49.990004, 8.2818275 49.9899633, 8.2817421 49.9898426, 8.2816028 49.9898833))",Mainz,DE,6,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026073872, 2026073886, 2026073882, 2026073865, 2026073872]",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044518,"POLYGON ((8.2821667 49.9897234, 8.2821444 49.9898446, 8.2823138 49.9898575, 8.2823362 49.9897363, 8.2821667 49.9897234))",Mainz,DE,4,55131,Am Rosengarten,,,,,,,,yes,building,1912,residential,"[2026073859, 2026073867, 2026073870, 2026073861, 2026073859]",2,2,,,,,,,,,,,,File:55131-Am-Rosengarten-4.jpg,,,,,,,,,,,,,,,,,,,,,"Jugendstil-Villa, kunststeingegliederter kubischer Putzbau, 1912, Architekten Jacob Krug und Georg Finke, Darmstadt",,,,,,,
way,192044519,"POLYGON ((8.2811262 49.9900146, 8.2811967 49.9901155, 8.2813285 49.9900775, 8.2812579 49.9899765, 8.2811262 49.9900146))",Mainz,DE,10,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026073890, 2026073906, 2026073904, 2026073884, 2026073890]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044521,"POLYGON ((8.2791262 49.990619, 8.279185 49.9906975, 8.2793394 49.9906498, 8.2792805 49.9905712, 8.2791262 49.990619))",Mainz,DE,24,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026074062, 2026074079, 2026074066, 2026074046, 2026074062]",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044522,"POLYGON ((8.2800998 49.9908002, 8.2801704 49.9908689, 8.2802978 49.9908147, 8.2802271 49.9907461, 8.2800998 49.9908002))",Mainz,DE,9,55131,Am Frankenhag,,,,,,,,,,,residential,"[2026074108, 2026074130, 2026074118, 2026074091, 2026074108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044523,"POLYGON ((8.278938 49.9906871, 8.2790654 49.9908571, 8.2791614 49.9908274, 8.2790341 49.9906573, 8.278938 49.9906871))",Mainz,DE,26,55131,Am Rosengarten,,,,,,,,,,,residential,"[2026074074, 2026074128, 2026074122, 2026074069, 2026074074]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192044524,"POLYGON ((8.2817123 49.9906925, 8.2818481 49.9907056, 8.2818746 49.9905925, 8.2817388 49.9905793, 8.2817123 49.9906925))",Mainz,DE,12,55131,Auf dem Albansberg,,,,,,,,,,,residential,"[2026074077, 2026074081, 2026074052, 2026074037, 2026074077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
