element_type,osmid,amenity,parking,geometry,access,fee,layer,name,wheelchair,toilets:wheelchair,surface,created_by,capacity,capacity:disabled,alt_name,lit,maxheight,operator,level,description,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,park_ride,nodes,designation,type,building,building:levels,roof:levels,roof:shape,brand,brand:wikidata,brand:wikipedia,building:parts,opening_hours,operator:wikidata,operator:wikipedia,capacity:parent,capacity:women,parking:condition,parking:condition:customers,fixme,hgv,supervised,cables,ref,parking:condition:private,charge,name:etymology:wikidata,parking:lane:right,capacity:long,building:part,area,building:levels:underground,operator:type,orientation,ways
way,102369201,parking,,"POLYGON ((7.7666575 49.4467534, 7.7667933 49.4467609, 7.7667798 49.4471017, 7.7667546 49.447139, 7.766703 49.4471594, 7.766575 49.4471731, 7.7665784 49.4471401, 7.7666549 49.4467688, 7.7666575 49.4467534))",restricted,yes,,,,,,,,,,,,,,,,,,,,,,,"[1181866449, 1181866440, 1110285176, 1110285216, 1110285458, 1110285741, 1089601760, 1089601589, 1181866449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405767,parking,,"POLYGON ((7.7647153 49.4460597, 7.7647179 49.4461447, 7.7651726 49.4461263, 7.7651675 49.445954, 7.7647153 49.4460597))",private,,,Parkplatz Burggymnasium,,,,,,,,,,,,,,,,,,,,,"[1182568030, 1182568033, 1182568029, 1182568036, 1182568030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405894,parking,,"POLYGON ((7.7251236 49.4449311, 7.7251509 49.4448243, 7.7252634 49.4448354, 7.7253901 49.444851, 7.7254059 49.4447969, 7.7257851 49.4448436, 7.7257762 49.4448743, 7.725966 49.4448977, 7.7259634 49.4449258, 7.7257996 49.4449492, 7.7256373 49.4449599, 7.7254543 49.4449637, 7.7253155 49.4449522, 7.7251972 49.4449419, 7.7251236 49.4449311))",permissive,,,,limited,,,,,,,,,,,,,,,,,,,,"[1182568980, 1182569379, 1182568973, 1182568859, 1182569664, 1182569440, 1182569313, 1182569516, 1182569357, 1182569221, 1182568858, 1182569661, 1182569436, 1182569310, 1182568980]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405906,parking,,"POLYGON ((7.7237805 49.443229, 7.7242708 49.4432872, 7.7243807 49.4428957, 7.7244476 49.4429046, 7.7243087 49.4433712, 7.7231901 49.4432285, 7.7232763 49.4427882, 7.7236878 49.4428172, 7.7238663 49.4429233, 7.7237805 49.443229))",permissive,,,,yes,,,,,,,,,,,,,,,,,,,,"[1182569270, 1182568918, 1182569602, 1184182309, 1184182425, 1182569426, 1182569300, 1182569156, 1182569417, 1182569270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405925,parking,,"POLYGON ((7.7283625 49.4433343, 7.7291484 49.4434435, 7.7290926 49.4436394, 7.7290605 49.4435473, 7.7289783 49.4435513, 7.7289827 49.4435363, 7.7288999 49.443526, 7.7288936 49.4435476, 7.7287668 49.4435313, 7.728756 49.4435708, 7.7286331 49.4435557, 7.7286408 49.443529, 7.7285417 49.4435168, 7.728534 49.4435431, 7.7283914 49.4435255, 7.728316 49.4435147, 7.7283625 49.4433343))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1182568889, 1182569067, 1182569566, 1182568907, 1182569387, 1182569162, 1182568926, 1182569137, 1182569751, 1182569363, 1182569108, 1182568875, 1182568992, 1182569252, 1182568996, 1182569301, 1182568889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405950,parking,,"POLYGON ((7.7309578 49.4444368, 7.7309783 49.4444496, 7.7309954 49.4444381, 7.73104 49.4444661, 7.731023 49.4444776, 7.731044 49.4444907, 7.7313382 49.4442876, 7.7309029 49.4440053, 7.7308733 49.4440224, 7.730754 49.4441028, 7.7311162 49.4443301, 7.7309578 49.4444368))",customers,,,,yes,,,,,,,,,,,,,,,,,,,,"[1182569121, 3746187895, 3746187894, 3746187897, 3746187898, 1182569006, 1182569259, 1182569231, 1182568898, 1182569011, 1182569738, 1182569121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405956,parking,,"POLYGON ((7.7224311 49.4431964, 7.7223755 49.4437874, 7.7225181 49.4438976, 7.7227732 49.4439176, 7.7229024 49.4430867, 7.7226335 49.4430749, 7.7226737 49.442717, 7.7224795 49.442705, 7.7224311 49.4431964))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1182569327, 1182569350, 1184182445, 1184182559, 1184182661, 1182569182, 1182569051, 1182569445, 1182569327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102405980,parking,,"POLYGON ((7.7278476 49.4435509, 7.7279325 49.4432759, 7.7283625 49.4433343, 7.728316 49.4435147, 7.7282024 49.443915, 7.7280666 49.443899, 7.7281607 49.4435914, 7.7278476 49.4435509))",permissive,,,,yes,,,,,,,,,,,,,,,,,,,,"[1182568985, 1182568917, 1182568889, 1182569301, 1182569693, 1182569569, 1182568909, 1182568985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538433,parking,surface,"POLYGON ((7.7248687 49.4420391, 7.7243936 49.4419981, 7.7244009 49.4419617, 7.7241551 49.4419405, 7.7240467 49.4419318, 7.7240467 49.4419917, 7.7239782 49.4419903, 7.7239547 49.4423214, 7.7244713 49.4423372, 7.7245101 49.4423602, 7.724505 49.442556, 7.7246304 49.4426911, 7.7248237 49.4426929, 7.7248977 49.4426388, 7.7249485 49.4420674, 7.7249263 49.4420672, 7.7248687 49.4420391))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1184182771, 1184182557, 1184182437, 1184182237, 1184182492, 1184182587, 1184182713, 1184182783, 3697651443, 1184182750, 3697651466, 1184182837, 1184182216, 1184182370, 1184182900, 3697650220, 1184182771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538443,parking,surface,"POLYGON ((7.7235072 49.4426041, 7.7239283 49.4425769, 7.7238318 49.4421356, 7.7236865 49.4421133, 7.7234111 49.4421376, 7.7234961 49.4425457, 7.7235072 49.4426041))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1184182616, 1184182432, 1184182551, 1184182892, 1184182506, 1184182575, 1184182616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538448,parking,,"POLYGON ((7.7237755 49.4439006, 7.7237161 49.4441005, 7.7230001 49.4440106, 7.7230595 49.4438107, 7.7231582 49.4438231, 7.7237755 49.4439006))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1184182884, 1184182335, 1184182585, 1184182489, 1182569015, 1184182884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538450,parking,,"POLYGON ((7.7327978 49.4430748, 7.7325935 49.44322, 7.732781 49.4433325, 7.7329791 49.4431895, 7.7327978 49.4430748))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1184182635, 1184182899, 3697651525, 1184182882, 1184182635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538458,parking,surface,"POLYGON ((7.7268497 49.4429928, 7.7268955 49.4428352, 7.7270885 49.4421719, 7.7264926 49.4420934, 7.7264673 49.4421916, 7.7269019 49.4422473, 7.7266982 49.4429188, 7.7265902 49.442905, 7.7265803 49.4429378, 7.7264833 49.4429254, 7.726493 49.4428932, 7.7262634 49.4428637, 7.7262509 49.442915, 7.7268497 49.4429928))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1184182653, 3697651494, 1184182608, 1184182409, 1184182857, 1184182898, 1184182808, 1184182528, 1184182725, 1184182604, 1184182393, 1184182553, 3697651500, 1184182653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102538464,parking,surface,"POLYGON ((7.7223522 49.4424142, 7.7222351 49.4418653, 7.7224841 49.4418551, 7.7225998 49.4423703, 7.7223522 49.4424142))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1184182407, 1184182420, 1184182544, 1184182624, 1184182407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103144692,parking,surface,"POLYGON ((7.7637008 49.4379307, 7.7640624 49.4379788, 7.7640283 49.4379166, 7.763979 49.4378562, 7.7637449 49.437827, 7.7637212 49.4378777, 7.7637008 49.4379307))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1190958768, 1190957857, 1190959310, 1190957277, 1190959679, 1190957494, 1190958768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103144750,parking,,"POLYGON ((7.7631237 49.4392973, 7.7632206 49.4390645, 7.7635194 49.4391852, 7.7633539 49.4393631, 7.7633266 49.4394127, 7.7633055 49.4394073, 7.7632828 49.4394397, 7.7632111 49.4394213, 7.7632527 49.4393259, 7.7631237 49.4392973))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1190959574, 1190959533, 1190960161, 1190956889, 1190959541, 1190957212, 1190957983, 1190957727, 1190956910, 1190959574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103278867,parking,surface,"POLYGON ((7.7703185 49.4407134, 7.7704644 49.4404039, 7.7705731 49.4404192, 7.7708131 49.4404468, 7.7707645 49.4406253, 7.7709246 49.4406437, 7.7708796 49.440809, 7.770745 49.4407939, 7.7707139 49.4408454, 7.7706372 49.4409828, 7.7705652 49.440965, 7.7704916 49.4409468, 7.7704477 49.440936, 7.770527 49.4407994, 7.7704139 49.4407382, 7.7703185 49.4407134))",,yes,,,yes,,,,,,,,,,,,,,,,,,,,"[1192618257, 1192618571, 1192618735, 1192617934, 1192618487, 1192618075, 1192618553, 1192618014, 1192618280, 1192618277, 1192618083, 1192618074, 1192618147, 1192618513, 1192618338, 1192618257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103278880,parking,,"POLYGON ((7.7706394 49.4410703, 7.770745 49.4410994, 7.7708491 49.4411281, 7.7707953 49.4413406, 7.7704907 49.4412988, 7.7705911 49.4411485, 7.7706394 49.4410703))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1192618434, 1192617979, 1192618748, 1192618142, 1192618353, 1192618728, 1192618434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103278883,parking,,"POLYGON ((7.7702071 49.4410485, 7.7701193 49.4411945, 7.770201 49.4412571, 7.7702287 49.4412789, 7.7703679 49.441351, 7.7704738 49.4413501, 7.7704907 49.4412988, 7.7705911 49.4411485, 7.7702071 49.4410485))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1192618389, 1192618401, 1192618832, 1192618080, 1192618409, 1192618528, 1192618353, 1192618728, 1192618389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103399977,parking,,"POLYGON ((7.7658368 49.4372395, 7.7654392 49.4371931, 7.7654626 49.4371088, 7.765493 49.4369993, 7.7656572 49.4370451, 7.7659055 49.4370926, 7.7658751 49.4371581, 7.7658368 49.4372395))",,,,,,,,,,,,,,,,,,,,,,,,,"[1193995550, 1193994950, 1193996365, 1193996176, 1193995423, 1193994873, 1193995129, 1193995550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103420985,parking,surface,"POLYGON ((7.7277459 49.445874, 7.7275297 49.4462462, 7.7276676 49.4463092, 7.7285134 49.4460824, 7.7284021 49.4459792, 7.7277459 49.445874))",yes,no,,,,,,,,,,,,,,,,,,,,,,,"[1194195271, 1934990671, 1194195265, 1194195269, 1194195272, 1194195271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103422964,parking,,"POLYGON ((7.7712219 49.4391727, 7.7713503 49.439188, 7.7713564 49.4391665, 7.771385 49.4391699, 7.7714565 49.4391784, 7.7714672 49.43914, 7.7714873 49.4391424, 7.7715612 49.438879, 7.7715468 49.4388773, 7.7715548 49.4388487, 7.7712582 49.4388135, 7.7712279 49.4389213, 7.7712904 49.4389287, 7.7712219 49.4391727))",designated,,,,,,,,,,,,,,,,,,,,,,,,"[1194207275, 1194207259, 1194207338, 1194207011, 1194207205, 1194207746, 1194207007, 1194207852, 1194207077, 1194207368, 1194207664, 1194206940, 1194207557, 1194207275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521269,parking,,"POLYGON ((7.7730658 49.4424025, 7.7730132 49.4422863, 7.7728664 49.4423002, 7.7728136 49.442191, 7.7732771 49.442126, 7.7733796 49.4423392, 7.7732606 49.4423703, 7.7732361 49.4423755, 7.7732127 49.4423803, 7.7731025 49.442397, 7.7730658 49.4424025))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1195277972, 1195277817, 1195278453, 1195278802, 1195278378, 1195277398, 4633752827, 1195277228, 4633752828, 4638375965, 1195277972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521273,parking,,"POLYGON ((7.7441846 49.4391117, 7.7441731 49.4391692, 7.7441668 49.4392005, 7.7440065 49.4391876, 7.7439491 49.4392108, 7.7437749 49.4389817, 7.7439431 49.4389366, 7.7440738 49.4391052, 7.7441846 49.4391117))",designated,,,,,,,,,,,,,,,,,,,,,,,,"[1195277909, 1195278196, 1195277124, 1195277045, 1195278990, 1195278620, 1195277518, 1195277306, 1195277909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521366,parking,,"POLYGON ((7.7726183 49.4413687, 7.7726138 49.4412982, 7.773172 49.4412831, 7.7731765 49.4413536, 7.7726183 49.4413687))",yes,yes,,,,,,,,,,,,,,,,,,,,,,,"[1195276914, 1195276601, 1195278700, 1195279014, 1195276914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521371,parking,multi-storey,"POLYGON ((7.7725427 49.4415144, 7.7725436 49.4415281, 7.7724369 49.4415309, 7.7723291 49.4416967, 7.7724846 49.4417413, 7.7726249 49.4417775, 7.7726257 49.4418282, 7.7731525 49.4418093, 7.7731384 49.4416027, 7.77313 49.441508, 7.7730648 49.4415106, 7.7730628 49.4414967, 7.7727603 49.441507, 7.7725427 49.4415144))",yes,yes,,Lutrina-Parkhaus,,,,,,,,,,,,,,Kaiserslautern,DE,1,67655,Lutrinastraße,,,"[1195277040, 1195277603, 1195277107, 1195277129, 1195278222, 1195276882, 1195277183, 1195276575, 1195277814, 1195277240, 1195276569, 1195277869, 1195278040, 1195277040]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521489,parking,,"POLYGON ((7.7728352 49.4414642, 7.7728284 49.4413932, 7.773279 49.4413801, 7.7732858 49.4414501, 7.7728352 49.4414642))",yes,yes,,,,,,,,,,,,,,,,,,,,,,,"[1195278758, 1195277549, 1195277390, 1195276941, 1195278758]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103521527,parking,,"POLYGON ((7.7479027 49.4387033, 7.7478978 49.4388432, 7.7482045 49.4389768, 7.7483629 49.4389221, 7.7483121 49.4388979, 7.7479961 49.4387477, 7.7479027 49.4387033))",,,,,,,,,,,,,,,,,,,,,,,,,"[1195277780, 1195277394, 1195277223, 1195276743, 1195276632, 1195278312, 1195277780]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104122103,parking,,"POLYGON ((7.7731041 49.4396955, 7.7732716 49.4397262, 7.7735116 49.4397702, 7.7735703 49.4396349, 7.7732243 49.4395715, 7.7731894 49.4395651, 7.7731683 49.4396138, 7.7731416 49.4396089, 7.7731317 49.4396318, 7.7731041 49.4396955))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1201453635, 1201451815, 1201452302, 1201451861, 1201451620, 1201453386, 1201452482, 1201451857, 1201451406, 1201453635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104122223,parking,surface,"POLYGON ((7.7767772 49.43938, 7.7771162 49.4394477, 7.7771401 49.4393968, 7.777229 49.4394146, 7.7772042 49.4394672, 7.7772762 49.4394816, 7.7772859 49.439461, 7.7779146 49.4395864, 7.7780204 49.4393622, 7.7768864 49.4391459, 7.776802 49.439325, 7.7767772 49.43938))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1201451979, 1201452981, 1201451823, 1201452865, 1201452444, 1201452203, 1201451649, 1201453337, 1201451720, 1201451591, 1201453031, 1201451979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104122235,parking,,"POLYGON ((7.7737883 49.4391319, 7.7737302 49.4392659, 7.7734512 49.4392147, 7.7735093 49.4390808, 7.7735399 49.4390864, 7.7737883 49.4391319))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1201452330, 1201453107, 1201452817, 1201452502, 1201452261, 1201452330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104122308,parking,street_side,"POLYGON ((7.7791646 49.4400697, 7.7792157 49.4400785, 7.7795075 49.4401353, 7.7795245 49.4400992, 7.7795847 49.4401102, 7.7797127 49.4398273, 7.7796495 49.4398163, 7.7796726 49.4397722, 7.7784985 49.4395354, 7.7784754 49.4395835, 7.7785247 49.4395946, 7.7784726 49.4396996, 7.7789105 49.4397845, 7.7789286 49.439745, 7.7791503 49.4397879, 7.7791321 49.4398275, 7.7792639 49.4398531, 7.7791646 49.4400697))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1201452884, 1201452312, 1201452018, 1201451486, 1201452811, 1201452151, 1201451616, 1201453097, 1201452333, 1201451742, 1201453439, 1201451546, 1201452095, 1201452728, 1201451408, 1201451897, 1201452560, 1201452884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497599,parking,street_side,"POLYGON ((7.780591 49.4493485, 7.7805317 49.4493105, 7.7804237 49.449374, 7.7803347 49.4493151, 7.7802768 49.4493012, 7.7802146 49.4492602, 7.7804446 49.4491195, 7.7804698 49.4491309, 7.7805006 49.4491315, 7.7805255 49.4491176, 7.780708 49.4492464, 7.7807324 49.4492655, 7.7806534 49.4493118, 7.780591 49.4493485))",,,,,,,,,,,,,,,,,,,,,,,,,"[1205659816, 1205659629, 1205660050, 1205659791, 1205660246, 1205660231, 1205660073, 1205660176, 1205660006, 1205660401, 1205659857, 1205660192, 1205659869, 1205659816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497619,parking,street_side,"POLYGON ((7.7771597 49.4490822, 7.7774442 49.4491002, 7.7774463 49.4491572, 7.7777544 49.449197, 7.7777689 49.4491507, 7.7782412 49.449194, 7.7782427 49.4492784, 7.7782134 49.4493142, 7.7780505 49.4494998, 7.7778591 49.4494845, 7.7772975 49.4494124, 7.7772603 49.4495491, 7.7770627 49.449523, 7.7771298 49.4491792, 7.7771597 49.4490822))",customers,no,,,yes,,,,,,,,,Netto Marken-Discount,,,,,,,,,,,"[1205659634, 8644199235, 1205659795, 1205659800, 1205660256, 1205660033, 1205659755, 1205660273, 1205660208, 1205660086, 1205660147, 1205659843, 1205660371, 1205660084, 1205659634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497697,parking,,"POLYGON ((7.7792802 49.4489068, 7.7793475 49.4488686, 7.7794654 49.4487998, 7.7795004 49.4488225, 7.7795548 49.4488618, 7.7796181 49.4488909, 7.7797089 49.4489269, 7.7797887 49.4489582, 7.7798101 49.4489447, 7.7800621 49.4491241, 7.779968 49.4491879, 7.7798481 49.4491267, 7.7796901 49.4490607, 7.7795237 49.4490072, 7.7792802 49.4489068))",,,,,,,,,,,,,,,,,,,,,,,,,"[1205660254, 1205660023, 1205659671, 1205659685, 1205660072, 1205659694, 1205660088, 1205659721, 1205659862, 1205660195, 1205659830, 1205660070, 1205659774, 1205659741, 1205660254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497710,parking,,"POLYGON ((7.7772272 49.4480487, 7.7774696 49.4481623, 7.7774855 49.448148, 7.7777323 49.4482637, 7.7777508 49.4482471, 7.7778596 49.4482981, 7.7779235 49.4482382, 7.7779956 49.4481615, 7.7774039 49.4478894, 7.7772272 49.4480487))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1205659825, 1205660387, 1205659814, 1205660118, 1205660237, 1205660276, 1205659704, 1205660221, 1205659738, 1205659825]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104510329,parking,,"POLYGON ((7.7431466 49.4418941, 7.743854 49.4419674, 7.7439363 49.4419598, 7.7439903 49.4419323, 7.7440421 49.4417458, 7.7439457 49.4417351, 7.7439598 49.4416862, 7.7439057 49.4416801, 7.743532 49.4412889, 7.7434375 49.4413318, 7.7433897 49.4413476, 7.7436977 49.4416608, 7.7436909 49.44169, 7.7437182 49.4416908, 7.7436866 49.4418473, 7.7433526 49.4418091, 7.7433828 49.4417044, 7.7431959 49.4415176, 7.7430713 49.4415701, 7.7431466 49.4418941))",permissive,,,,,,,,,,,,,,,,,,,,,,,,"[1205779031, 1205778860, 1205778996, 1205778785, 1205778819, 1205778931, 1205779025, 1205778845, 1205778869, 1205778959, 1205778998, 1205778965, 1205778886, 1205778765, 1205779037, 1205778970, 1205778933, 1205778922, 1205779027, 1205779031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104650763,parking,surface,"POLYGON ((7.74126 49.440373, 7.7416609 49.4404802, 7.7417194 49.4403878, 7.7413185 49.4402806, 7.74126 49.440373))",customers,,,,,,,,,,,,,,,,,,,,,,,,"[1207161137, 1207161236, 1207161322, 1207161586, 1207161137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104650817,parking,,"POLYGON ((7.7410404 49.4406215, 7.7415532 49.440754, 7.7415799 49.4407102, 7.7410671 49.4405777, 7.7410404 49.4406215))",,,,,,,,,,,,,,,,,,,,,,,,,"[1207161563, 1207161789, 1207161126, 1207161167, 1207161563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104650822,parking,,"POLYGON ((7.7429635 49.438997, 7.7427882 49.4387629, 7.7431738 49.4386408, 7.7433491 49.4388748, 7.7429635 49.438997))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1207161256, 1207161378, 1207161433, 1207161838, 1207161256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105146212,parking,,"POLYGON ((7.7792231 49.4428684, 7.7797704 49.4427689, 7.7797497 49.4427207, 7.7792024 49.4428201, 7.7792231 49.4428684))",,,,,,,,,,,,,,,,,,,,,,,,,"[1211837301, 1211837212, 1211837156, 1211837050, 1211837301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105146229,parking,,"POLYGON ((7.7788195 49.443248, 7.7789301 49.4429285, 7.7790076 49.4429559, 7.7788871 49.443275, 7.7788195 49.443248))",yes,,,,,,,,,,,,,,,,,,,,,,,,"[1211836776, 1211836755, 1211836957, 1211837190, 1211836776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105146275,parking,,"POLYGON ((7.7800093 49.4430548, 7.7800311 49.4427345, 7.7799095 49.4427337, 7.7799065 49.4427806, 7.7799048 49.4428029, 7.7798622 49.4428042, 7.7798009 49.4428049, 7.7797958 49.4428768, 7.7797874 49.443064, 7.7800093 49.4430548))",,,,,,,,,,,,,,,,,,,,,,,,,"[1211836736, 1211836335, 1211836117, 1211836897, 1211836879, 1211836400, 1211837318, 1211837178, 1211837104, 1211836736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105581023,parking,,"POLYGON ((7.7945994 49.4454462, 7.7945016 49.4455079, 7.7944424 49.4455412, 7.7953673 49.4463166, 7.795553 49.4462688, 7.7945994 49.4454462))",,,,,,,,,,,,,,,,,,,,,,,,,"[1695174988, 1215824052, 1215823472, 1215824333, 1695175041, 1695174988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106369386,parking,,"POLYGON ((7.7846832 49.4440764, 7.7847178 49.4440265, 7.7846831 49.4440164, 7.7847165 49.4439681, 7.7845779 49.4439265, 7.7845159 49.4439627, 7.7845314 49.4440971, 7.7845674 49.4444417, 7.7855933 49.4447361, 7.7856579 49.4447546, 7.7859632 49.4443047, 7.7858977 49.4442851, 7.7857886 49.4442554, 7.785734 49.4443343, 7.7856198 49.4445009, 7.7855527 49.4444827, 7.7849945 49.4443193, 7.7850819 49.4441931, 7.7846832 49.4440764))",customers,no,,,,,,,,,,,,,,,,,,,,,,,"[1224119057, 1224118344, 1224118254, 1224118371, 1224118687, 1224118470, 1224118346, 1224118318, 1224119113, 1224118211, 1224118938, 1224118699, 1224118801, 1224118307, 1224118875, 1224118396, 1224118993, 1224118369, 1224119057]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106623634,parking,,"POLYGON ((7.7606365 49.4439725, 7.760575 49.4442176, 7.7605679 49.4442474, 7.7605653 49.4442572, 7.759628 49.4441541, 7.7596546 49.444055, 7.759462 49.4440338, 7.7594987 49.4438557, 7.7599393 49.4439009, 7.7606365 49.4439725))",,,,,,,,,,,,,,,,,,,,,,,,,"[1164734222, 1164734200, 1226616724, 1226615167, 1226615756, 1226615639, 1226616086, 1226616459, 1226615888, 1164734222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106623819,parking,surface,"POLYGON ((7.7642205 49.4449251, 7.7643161 49.4448078, 7.7641833 49.4447669, 7.7642758 49.4446265, 7.7640993 49.4445665, 7.7641128 49.4444662, 7.763943 49.4444486, 7.7639729 49.4443267, 7.7639249 49.4443223, 7.7638062 49.4443082, 7.7636588 49.4447631, 7.7642205 49.4449251))",private,yes,,,,,,,,5,,,,,,,,,,,,,,,"[1226615336, 1226616487, 1226616842, 1226615420, 5657514565, 1226615915, 1226616337, 1226616357, 1226616988, 1226616690, 1226617087, 1226615336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106749974,parking,,"POLYGON ((7.7497201 49.4420745, 7.7497971 49.4420838, 7.7499638 49.4421008, 7.7499779 49.4420509, 7.7502049 49.4420776, 7.7501919 49.442124, 7.7504783 49.4421528, 7.750487 49.4421156, 7.7505735 49.4421233, 7.7505962 49.4420369, 7.7507291 49.4419743, 7.7506513 49.4419068, 7.7506643 49.4418619, 7.7498038 49.4417628, 7.7497201 49.4420745))",private,,,,,,,,,,,,,,,,,,,,,,,,"[1227780890, 1227779487, 1227782097, 1227778864, 1227779092, 1227779578, 1227780226, 1227781257, 1227782187, 1227778954, 1227779244, 1227779806, 1227780690, 1227781520, 1227780890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107425848,parking,multi-storey,"POLYGON ((7.814667 49.4433275, 7.8158799 49.4433493, 7.8158895 49.4431231, 7.8158958 49.4429734, 7.8159023 49.4428215, 7.8159031 49.4428018, 7.815831 49.442766, 7.8158369 49.4425906, 7.8158391 49.4425253, 7.8158836 49.4424465, 7.8159211 49.4423802, 7.8159652 49.442381, 7.8164242 49.4423892, 7.8164287 49.4422832, 7.8164398 49.4420231, 7.8161843 49.4420185, 7.8161811 49.4420947, 7.815787 49.4420876, 7.8155664 49.4419166, 7.8147276 49.4419015, 7.814667 49.4433275))",customers,no,,,yes,,,,1000,,,,,,,,,,,,,,,,"[1234672177, 1596083504, 10647129606, 10647129607, 10647129608, 10647129622, 10647129623, 10647129609, 10647129624, 10647129610, 1234672163, 10647129612, 1234672180, 1234672171, 1234672174, 1596083443, 1596083459, 1234672168, 1234672186, 1234672165, 1234672177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
