element_type,osmid,barrier,wheelchair,geometry,access,name,noname,tourism,wikimedia_commons,note,contact:website,description,start_date,operator,leisure,lit,historic,nodes,name:etymology:wikidata,image,wikidata,alt_name,opening_hours,landcover,landuse,name:fr,architect,surface,old_name,wikipedia,fee,dog,abandoned:landuse,contact:phone,operator:wikidata,zoo,website,disused:landuse,landuse:1851-1917,source,ways,type
way,847718858,,,"POLYGON ((6.9862064 49.2373532, 6.9859913 49.23714, 6.9859897 49.2370797, 6.9857777 49.2370825, 6.9857483 49.2370631, 6.9855437 49.2370634, 6.9855443 49.2370857, 6.9851776 49.2370906, 6.98516 49.2370759, 6.9848979 49.2370786, 6.9848973 49.2371025, 6.9840577 49.2371192, 6.9840224 49.2371014, 6.9839175 49.2371034, 6.9838896 49.2371238, 6.9825499 49.2371557, 6.9823125 49.2371588, 6.9820924 49.2371715, 6.9821041 49.2371992, 6.9820738 49.2372019, 6.9820477 49.2372042, 6.9820318 49.237177, 6.9813675 49.2372232, 6.9810204 49.2372527, 6.9808302 49.2372744, 6.980691 49.2372874, 6.9806328 49.2372948, 6.9806103 49.2372994, 6.9805815 49.2373052, 6.9804693 49.2373156, 6.9804067 49.2373224, 6.980198 49.2373432, 6.9801235 49.2373545, 6.980026 49.2373736, 6.9799761 49.23737, 6.9798915 49.2373708, 6.9797315 49.2373798, 6.9796386 49.2373845, 6.9794365 49.2374011, 6.9792372 49.237405, 6.9792362 49.237428, 6.9794374 49.2374246, 6.9795193 49.2374216, 6.9795494 49.2374202, 6.9795521 49.2374387, 6.9795529 49.2374456, 6.9795554 49.2374692, 6.9793405 49.2374741, 6.9792005 49.2374752, 6.9790886 49.2374742, 6.9790408 49.2375254, 6.9789891 49.2375749, 6.9790233 49.2375877, 6.9789919 49.2376296, 6.9789067 49.2376553, 6.9788744 49.2377142, 6.9788186 49.2377037, 6.9787666 49.2378036, 6.9787169 49.2379086, 6.978668 49.2380114, 6.9786253 49.238131, 6.9786906 49.2381466, 6.9795769 49.2383445, 6.9801651 49.2384767, 6.9805142 49.2385537, 6.9805372 49.2385582, 6.9805693 49.2385651, 6.9806055 49.2385728, 6.9819877 49.2388652, 6.982135 49.2388964, 6.9821346 49.2389213, 6.9821396 49.2391839, 6.9821405 49.2392356, 6.9821416 49.2392919, 6.9821428 49.2393546, 6.9821448 49.2394107, 6.982147 49.2394755, 6.9821493 49.2395396, 6.9821501 49.2395624, 6.9821515 49.2396033, 6.9821719 49.2396332, 6.9822177 49.2396567, 6.9824508 49.2397056, 6.9825133 49.2397083, 6.9825651 49.2397005, 6.9825867 49.2396887, 6.9826242 49.2396606, 6.9826387 49.2396403, 6.9826453 49.2396176, 6.9826202 49.2393285, 6.9825545 49.2393038, 6.9825147 49.2392889, 6.9825708 49.2392206, 6.9825124 49.2391976, 6.9824912 49.2388307, 6.9824306 49.2387891, 6.9824928 49.2387375, 6.9824352 49.2386953, 6.9824264 49.2386268, 6.9824002 49.2383593, 6.9826022 49.2382164, 6.9826058 49.2381703, 6.9826685 49.2381689, 6.9832184 49.2381567, 6.9833154 49.2382043, 6.9833463 49.2382102, 6.9833719 49.2382151, 6.9835865 49.238346, 6.9835889 49.2383895, 6.9836034 49.2386574, 6.9835376 49.2387083, 6.9834909 49.2387485, 6.9834927 49.2387902, 6.9834957 49.2388601, 6.9835553 49.2389012, 6.9834997 49.2389527, 6.9835175 49.2392916, 6.9834956 49.2393047, 6.9833674 49.2393128, 6.9833766 49.2394531, 6.9833867 49.2395348, 6.983414 49.2395694, 6.9834834 49.2395926, 6.983623 49.2395924, 6.9837234 49.2395893, 6.983834 49.2395791, 6.9838319 49.2395414, 6.983826 49.2394318, 6.9838046 49.2390917, 6.9837902 49.2388697, 6.9838424 49.2388683, 6.9843337 49.2388517, 6.9845489 49.2388441, 6.9845385 49.2387097, 6.9845161 49.2384184, 6.9845125 49.2383721, 6.9848569 49.2383137, 6.9850963 49.2382585, 6.98525 49.2382187, 6.9858066 49.2380438, 6.98587 49.2380208, 6.9863394 49.2378522, 6.9864158 49.2378248, 6.9863497 49.2376594, 6.9863399 49.2376394, 6.986269 49.2374946, 6.986236 49.2374199, 6.9862064 49.2373532))",,Bürgerpark,,attraction,Category:Bürgerpark Saarbrücken,,,,02.06.1989,,park,,,"[4050062423, 9335551961, 7909955731, 3467131396, 3467131393, 3467131401, 3467126178, 3467131399, 3467131398, 3467126183, 267039644, 3467131400, 3467126191, 3467131394, 3467126180, 8891099448, 3467131403, 9043882388, 9043882389, 7593718776, 9043882386, 9043882387, 262877708, 267036012, 9018156066, 267036010, 4050062427, 9336341945, 9018156069, 9018156068, 8891050105, 2146914368, 267036008, 8891050110, 2146914375, 4050062428, 6146677936, 267036005, 8891050101, 267036003, 267035990, 8891099430, 658744250, 3467123880, 8891099432, 6146677958, 6138491875, 6138491876, 6138491877, 8855049061, 6138475666, 6138475667, 6146677950, 6138475669, 4773095926, 6138475817, 8790614924, 4773095927, 4773095928, 4773095929, 4773095935, 8796188706, 7041524973, 8994102051, 8796188637, 8994102122, 4773095936, 8796907166, 10261048352, 1393911909, 5652717669, 8797013642, 8797013643, 8797013644, 5652717810, 5652717775, 5652717767, 8796907218, 3452155403, 5652717871, 5652717870, 5652717869, 5652717866, 5652717868, 9546324243, 9546324244, 4772589669, 9546324245, 3594837737, 1393911927, 5652717848, 1393911917, 1393911907, 1393911865, 10220314345, 8790325589, 1393911882, 1393911883, 5652717681, 1393911863, 1393911881, 4050139948, 5652717663, 1393911914, 4050139946, 5646225608, 4050139945, 1393911903, 7600371154, 4050139950, 5646225613, 1393911884, 5646225616, 1393911888, 4050139947, 5646225612, 1393911854, 5621069294, 1393911905, 5621069299, 1393911915, 9546320450, 1393911886, 5621069290, 5621069288, 1393911890, 9035791545, 7903331147, 9035791560, 1393911874, 8999307974, 8999307926, 1393911869, 271054634, 271054635, 1393911872, 1393911912, 1393911901, 4050091400, 9018609929, 308949249, 6899825629, 271054637, 4050164842, 9460434005, 8881036948, 4050164856, 4050062423]",,,Q1021370,,,,,,Peter Latz,,,de:Bürgerpark Saarbrücken,,,,,,,,,,,,
way,934822387,,,"POLYGON ((6.9724578 49.2376278, 6.9729973 49.2377583, 6.973126 49.2374989, 6.9726026 49.2373852, 6.9724578 49.2376278))",,,,,,,,,,,park,,,"[8663207547, 8663202275, 8663207543, 8663207544, 8663207547]",,,,,,,grass,,,,,,,,,,,,,,,,,
way,978236908,,,"POLYGON ((7.0263741 49.1942569, 7.0265594 49.1941256, 7.0265881 49.194106, 7.0267348 49.1940055, 7.0266821 49.1939708, 7.0262627 49.1937973, 7.0260981 49.193741, 7.0260469 49.193779, 7.026051 49.1937941, 7.0260719 49.1938391, 7.0261343 49.1939135, 7.0262227 49.1940176, 7.0262649 49.1940641, 7.0263741 49.1942569))",,,,,,,,,,,park,,,"[9051818040, 9051817926, 9051818015, 9051817981, 9051817969, 9051817977, 9051785115, 9051817943, 9051818028, 9051817994, 9051817940, 9051818038, 9051818014, 9051818040]",,,,,,,,,,,,,,,,,,,,,,,,
way,987249253,,,"POLYGON ((7.0322914 49.2112601, 7.032361 49.2111222, 7.0319838 49.2110483, 7.0320513 49.211126, 7.0321198 49.2111902, 7.0322914 49.2112601))",,,,,,,,,,,park,,,"[9125374963, 9125374936, 9125374969, 10733294957, 9054732182, 9125374963]",,,,,,,,,,,,,,,,,,,,,,,,
way,1041931684,,,"POLYGON ((7.1040248 49.2011582, 7.1040511 49.2010953, 7.1041008 49.201004, 7.1047189 49.2010991, 7.1046511 49.2012699, 7.1040248 49.2011582))",,Schulhof süd,,,,,,,,,park,,,"[1733160165, 1263406097, 9591910482, 9351848440, 1263406219, 1733160165]",,,,,,,,,,,,,,,,,,,,,,,,
way,1041931685,,,"POLYGON ((7.1039055 49.2014441, 7.1040075 49.2011997, 7.1046338 49.2013114, 7.1045318 49.2015557, 7.1039055 49.2014441))",,Schulhof mitte,,,,,,,,,park,,,"[1733160191, 1733160167, 1733160188, 1733160197, 1733160191]",,,,,,,,,,,,,,,,,,,,,,,,
way,1066819990,,,"POLYGON ((6.9419542 49.2424447, 6.9420909 49.2424183, 6.9420658 49.2423563, 6.9420415 49.2423162, 6.9419895 49.2422629, 6.9419616 49.2422394, 6.9419298 49.2422289, 6.9419026 49.2422315, 6.9418786 49.2422375, 6.9418818 49.2422462, 6.9418937 49.2422753, 6.9419213 49.2423453, 6.9419542 49.2424447))",,,,,,,,,,,park,,,"[5982879229, 5982879230, 9795828661, 9795828625, 9795828643, 9795828727, 9795828828, 9795828664, 1067328642, 9795828877, 9795828837, 1067327893, 5982879229]",,,,,,,,,,,,,,,,,,,,,,,,
way,1067398710,,,"POLYGON ((6.9437029 49.2412858, 6.9438413 49.2414742, 6.9437169 49.2415095, 6.9436241 49.2413941, 6.943622 49.2413684, 6.9436336 49.2413449, 6.9437029 49.2412858))",,,,,,,,,,,park,,,"[9800272730, 9800272712, 9800272625, 9800272725, 9800272728, 9800272843, 9800272730]",,,,,,,,,,,,,,,,,,,,,,,,
way,1089729880,,,"POLYGON ((7.0362681 49.2784539, 7.0362561 49.2784642, 7.0361047 49.2785955, 7.0360899 49.2786084, 7.0360161 49.2786726, 7.0363841 49.2789843, 7.0366725 49.2787436, 7.0367016 49.2787211, 7.0363891 49.2785418, 7.0362878 49.2784652, 7.0362799 49.2784592, 7.0362681 49.2784539))",,,,,,,,,,,park,,,"[416366954, 9982093774, 9982093780, 9982098857, 416366952, 9982065805, 9982065804, 9982065803, 9982093772, 9982093773, 9982098847, 416366954]",,,,,,,,,,,,,no,,,,,,,,,,,
way,1151099789,,,"POLYGON ((6.9751094 49.2395068, 6.9750291 49.2394773, 6.9750349 49.2394714, 6.9751535 49.2394892, 6.9751634 49.2394647, 6.9752373 49.2394722, 6.9752467 49.2394516, 6.9752653 49.2394539, 6.9753417 49.2394091, 6.9753132 49.2393914, 6.9752608 49.2394225, 6.9752211 49.2394196, 6.9749482 49.2393994, 6.9749735 49.2393703, 6.9752278 49.2393463, 6.9753888 49.2393267, 6.9758125 49.2392659, 6.9758471 49.2392638, 6.9758633 49.2392734, 6.9758778 49.2392934, 6.9759051 49.2393833, 6.975928 49.2394243, 6.9759511 49.2394529, 6.9759655 49.2394679, 6.9759642 49.2394811, 6.975936 49.2394874, 6.975833 49.2394824, 6.9758093 49.2395163, 6.9757601 49.2395915, 6.9757154 49.2396581, 6.9751094 49.2395068))",,,,,,,,,,,park,,,"[1444967609, 1444967608, 10708127467, 10708127474, 10708127473, 10708127472, 10708127471, 10708127470, 10708127469, 10708127468, 6486028141, 9099310623, 10708127444, 10708127479, 10708127478, 10708127477, 10708127476, 10708127475, 10708127480, 5358805961, 10308456450, 10708127483, 10708127482, 5358805960, 10708127481, 10308456448, 10308456449, 5358805959, 1117386438, 1117386480, 1444967609]",,,,,,,,,,,,,,,,,,,,,,,,
relation,6014769,,yes,"POLYGON ((6.9615805 49.2298633, 6.961599 49.2298603, 6.9616683 49.2298491, 6.961713 49.229842, 6.9618941 49.2298082, 6.9618911 49.2298011, 6.9618063 49.2296103, 6.9618962 49.2295935, 6.9618591 49.2294855, 6.9625338 49.2294189, 6.9626344 49.2294692, 6.9628885 49.2294596, 6.9629195 49.2294627, 6.9630131 49.2294829, 6.962977 49.2295757, 6.9630431 49.2296609, 6.9630057 49.2296773, 6.9631823 49.2298895, 6.9641157 49.2296156, 6.9638836 49.2292884, 6.9638434 49.2292026, 6.9638139 49.229129, 6.9637951 49.2290344, 6.9637899 49.2289547, 6.9637951 49.2288803, 6.9638058 49.2288312, 6.9638462 49.2287077, 6.9638784 49.2286237, 6.9639185 49.228558, 6.9639936 49.2284739, 6.964066 49.2284038, 6.9641386 49.2283417, 6.9642704 49.22827, 6.9641855 49.2282036, 6.9645398 49.2279339, 6.965444 49.2274773, 6.9655391 49.2274293, 6.9654025 49.2264635, 6.9655703 49.2263056, 6.9669428 49.2259219, 6.966921 49.2258844, 6.9670987 49.2258166, 6.9673284 49.2258688, 6.9673612 49.2257887, 6.9674044 49.2257137, 6.9671361 49.2256534, 6.9670645 49.2254495, 6.9675744 49.225213, 6.9676194 49.2251921, 6.9676718 49.2251678, 6.9677646 49.2251314, 6.9680993 49.2251044, 6.9685512 49.2251678, 6.9689492 49.2252021, 6.969039 49.2253643, 6.9691067 49.2254864, 6.9692373 49.2257222, 6.9706546 49.2253497, 6.9704989 49.2251703, 6.9703698 49.2250318, 6.9702032 49.2247161, 6.9703492 49.2245682, 6.9709407 49.2242627, 6.9713901 49.2240362, 6.9704962 49.2235193, 6.9708103 49.2232598, 6.9711524 49.2229921, 6.9709741 49.2228826, 6.9715922 49.2225954, 6.9719642 49.2226492, 6.9720872 49.2226566, 6.9721687 49.2226402, 6.9721959 49.22262, 6.972208 49.2226117, 6.9728492 49.222623, 6.9731313 49.2224885, 6.9727638 49.2222138, 6.9722713 49.2217485, 6.9716406 49.2211588, 6.971379 49.2208977, 6.9713149 49.2208352, 6.9709875 49.2205158, 6.9709462 49.2204744, 6.9708963 49.2204301, 6.9701963 49.2197388, 6.9700986 49.2197757, 6.9698904 49.2198545, 6.9698152 49.219883, 6.9701678 49.2204751, 6.9694073 49.2206782, 6.9692395 49.2206684, 6.9690643 49.2205959, 6.9688347 49.2203995, 6.9685547 49.2205419, 6.9682703 49.2202985, 6.9671027 49.2208425, 6.9671742 49.2208911, 6.96729 49.2209932, 6.9673725 49.2211, 6.9668903 49.2213637, 6.9669408 49.2214093, 6.9669623 49.2214285, 6.9672187 49.2216643, 6.9670318 49.2217534, 6.9665892 49.2219707, 6.9666499 49.2220255, 6.9666584 49.2220344, 6.966704 49.222078, 6.9667417 49.222114, 6.9667885 49.2221607, 6.9668881 49.2222766, 6.9668795 49.2223453, 6.9668541 49.2223984, 6.9668094 49.2224559, 6.9666974 49.2225821, 6.966582 49.2227015, 6.966523 49.2227464, 6.9664808 49.2227672, 6.9659221 49.2230208, 6.9659805 49.2230729, 6.9659593 49.2230833, 6.9656674 49.2232142, 6.9655075 49.2232926, 6.9646898 49.2236115, 6.9638631 49.2239005, 6.963415 49.2240349, 6.9633359 49.2240586, 6.96348 49.2243301, 6.9635919 49.2245404, 6.963618 49.2246074, 6.9629619 49.2251526, 6.9623975 49.2252001, 6.9620256 49.224708, 6.9618248 49.2242815, 6.9616819 49.2243185, 6.9614073 49.2243817, 6.9612413 49.2244233, 6.9610213 49.224475, 6.9610037 49.2244792, 6.9610736 49.2245768, 6.9612027 49.2247569, 6.96124 49.2248089, 6.9611248 49.2248411, 6.9609686 49.2248812, 6.9613141 49.2255733, 6.9614418 49.2258052, 6.9614143 49.2258119, 6.9615399 49.2260515, 6.9616288 49.2260287, 6.9616846 49.2260158, 6.961784 49.2260506, 6.9618946 49.2261018, 6.9619824 49.2261977, 6.9620407 49.2262672, 6.9620748 49.2263211, 6.962108 49.2263869, 6.9621421 49.2264732, 6.962152 49.2265574, 6.962153 49.2268559, 6.9619613 49.2268762, 6.9616857 49.2269094, 6.9614212 49.2270584, 6.9614239 49.2271885, 6.9614058 49.2273936, 6.9613781 49.2276038, 6.9613353 49.2277565, 6.961219 49.2281704, 6.9611994 49.2282422, 6.9611845 49.2283802, 6.9611752 49.2285145, 6.9611713 49.2286347, 6.9611694 49.2287174, 6.9611809 49.2288272, 6.9611874 49.2288765, 6.9612008 49.2290141, 6.9612101 49.229064, 6.9612449 49.2292013, 6.9613061 49.2294003, 6.9613391 49.2294655, 6.9614353 49.2296661, 6.9614914 49.2297617, 6.9615805 49.2298633), (6.9705478 49.2218624, 6.9702167 49.2221158, 6.9696399 49.2223934, 6.9694921 49.2223079, 6.9693465 49.2224154, 6.9690656 49.2222144, 6.9688753 49.2220727, 6.9680768 49.2214198, 6.9680572 49.2213357, 6.9685219 49.2211884, 6.9685881 49.2211611, 6.9687322 49.2211048, 6.9689181 49.2210256, 6.9690201 49.2209906, 6.9691653 49.221004, 6.9693151 49.2210554, 6.9695967 49.2211763, 6.9699588 49.2214128, 6.9705478 49.2218624))",yes,Deutsch-Französischer Garten,,attraction,,,http://www.saarbruecken.de/de/leben_in_saarbruecken/freizeit/deutsch-franzoesischer_garten,,,Landeshauptstadt Saarbrücken,park,,yes,"[[[4812145257, 4035113429, 9445191462, 8118863263, 8118863232, 9445191438, 9445191472, 9445191453, 7776405539, 4032774200, 970994149, 8429434636, 8429434639, 7776408188, 7145882668, 7779352807, 9932657109, 9932673541, 7779352806, 4032774219, 4032774194, 4032774215, 4032774190, 4032774201, 4032774191, 4032774210, 4032774204, 4032774198, 4032774211, 4032774195, 4032774193, 4032774189, 4032774224, 4032774217, 1143987860, 4032774212, 8165117894, 262173341, 262173342, 262173087, 262173343, 4032774207, 1383041530, 1383041521, 10983343524, 1383041534, 4032774208, 262173344, 8165117879, 8165117876, 1385977787, 8165117872, 1385977772, 262173086, 1143987606, 8164870639, 8164870640, 1385977843, 7779352799, 8164870628, 1385977893, 1385977891, 1385977873, 8164870632, 1385977819, 1385977796, 7779352839, 7779298482, 7779298481, 1385977808, 1385977791, 9678245241, 1385977899, 262169069, 4032815514, 3700074416, 7779352927, 1382782691, 262173112, 7823652553, 6303325769, 8192590520, 8192590523, 8187900368, 6303325768, 4032615193, 8192574684, 8192574687, 4032615209, 1385994742, 4032529874, 1385994743, 4032529877, 4032529873, 1385994740, 1385994739, 4032573169, 4032405610, 8185369527, 1382235592, 4032405611, 665787719, 8615610334, 1382235595, 8615607311, 4032405605, 9015209773, 9015619923, 9015619924, 1383053461, 1383053502, 4032405609, 4032405619, 10877020301, 1163008322, 10877020300, 9015619926, 1163008236, 4032405639, 10877020303, 10877020302, 10877020304, 262173105, 1145302684, 10877059805, 1145302615, 4032431174, 1382846283, 4032431197, 8170952261, 4032429409, 4032429419, 4032429405, 4032492492, 262173098, 9101758091, 9101758094, 9101758083, 1382902219, 8147790782, 10977193397, 10977193403, 1382879944, 10727780341, 1382879943, 8099208892, 262173097, 8118863248, 8118863244, 1382881744, 1382881753, 1382843189, 294852359, 8098053051, 4032439794, 4032431186, 8098053065, 294852369, 262173096, 4032665020, 4032665017, 8098053104, 4812145263, 8098053094, 4812145262, 8098053101, 4812145261, 4812145260, 8098053096, 8098054339, 8098054329, 4812145259, 8118863235, 8098053090, 8118863270, 8118863252, 4812145256, 4812145258, 8118863262, 4812145255, 4812145254, 4812145257], [4032615217, 8185372682, 8185372683, 8192590559, 8185372684, 4032612586, 8187900356, 8187885011, 4032615191, 8185372685, 9015209714, 9015209704, 9015209665, 3712356085, 3712356083, 3712356086, 4032612588, 4032615224, 4032615217]]]",,,Q1201760,,,,recreation_ground,Jardin franco-allemand,,,,de:Deutsch-Französischer Garten,,,,,,,,,,,"[400732403, 880724132]",multipolygon
relation,6037029,,,"POLYGON ((7.0035104 49.226658, 7.0036198 49.22654, 7.0036421 49.226515, 7.0037623 49.2263804, 7.0037849 49.2263357, 7.0037444 49.2263023, 7.0036282 49.2263723, 7.0030693 49.2267196, 7.0025881 49.2270552, 7.0021088 49.2275019, 7.0018696 49.2277614, 7.0019168 49.2277916, 7.0016552 49.2280375, 7.0015961 49.2281072, 7.0015578 49.2281773, 7.0015463 49.2282619, 7.001544 49.2282999, 7.0015503 49.2283371, 7.0015381 49.2283395, 7.0014494 49.228357, 7.0013605 49.2283745, 7.0013327 49.22838, 7.001266 49.2282957, 7.0012565 49.228287, 7.0012259 49.2282596, 7.001168 49.2282316, 7.0010494 49.2281794, 7.0010124 49.2281689, 7.0008786 49.2281571, 7.0006579 49.2281528, 7.0004112 49.2281697, 7.0002466 49.2281967, 7.000106 49.2282402, 6.9989973 49.2285816, 6.9982324 49.2287955, 6.9980701 49.2288409, 6.9980222 49.2288894, 6.9978527 49.2289401, 6.9978946 49.2290448, 6.9979127 49.2290946, 6.9979225 49.2291216, 6.9987329 49.2290995, 6.9997954 49.2290543, 7.0008586 49.2290035, 7.0011372 49.2289827, 7.0014781 49.2289408, 7.0016415 49.2289155, 7.0018373 49.2288757, 7.0020331 49.2288204, 7.0022047 49.2287674, 7.0024192 49.2286865, 7.0025417 49.2286315, 7.002627 49.2285894, 7.0027347 49.2285278, 7.0027879 49.2284819, 7.0028414 49.2284216, 7.0028858 49.22836, 7.0029369 49.2282521, 7.0032883 49.2272449, 7.0033568 49.227026, 7.0034024 49.2269593, 7.0034464 49.2268928, 7.0035948 49.226696, 7.0035104 49.226658), (7.0019331 49.2286535, 7.0017366 49.2286919, 7.0015762 49.2283301, 7.0016014 49.2283238, 7.0017178 49.2282947, 7.0017779 49.2282627, 7.0019377 49.228162, 7.0019839 49.2281217, 7.0020184 49.2281056, 7.0020538 49.2280846, 7.0020975 49.2280651, 7.0021528 49.2280249, 7.0022381 49.2279569, 7.0022792 49.2279241, 7.0023428 49.2279022, 7.0024013 49.2279044, 7.0025738 49.2276292, 7.0028249 49.227683, 7.0025932 49.2282785, 7.0025496 49.2283516, 7.0025036 49.2284054, 7.0024297 49.2284668, 7.0023521 49.2285185, 7.0022448 49.228564, 7.002107 49.2286085, 7.0019331 49.2286535))",yes,,,,Category:Ehem. Bismarckanlage (Saarbrücken),,,Ehemalige Bismarckanlage,,,park,,,"[[[603568271, 4050016898, 8648639399, 8653878078, 8648356619, 4050016897, 147138395, 147138392, 147138383, 305043981, 147138378, 147138370, 147138366, 8653878063, 305043979, 8653878062, 739422949, 9306707021, 147138359, 2232445246, 130242108, 5728936345, 147138356, 8130422950, 8657210745, 8653825027, 305041633, 8653825025, 8653825056, 147138350, 147138349, 147138341, 8645782198, 147138338, 147138335, 4050006078, 8645782182, 8653825074, 8645782192, 8648356663, 8653820706, 147138465, 147138456, 8653820701, 267040070, 2140344152, 267040058, 4050011278, 267040068, 147138439, 2140344158, 269849448, 4050011279, 2140344134, 2140344177, 4050011282, 147138429, 2140344138, 147138423, 1668581718, 147138402, 4050011285, 4050011283, 603568271], [1403518300, 1403518298, 1403518325, 1403518319, 1403518284, 4049986201, 1403518292, 1403518376, 1403518345, 1403518305, 4049959080, 4049959078, 1403518378, 1403518306, 1403518355, 1403518314, 1403518322, 1403518393, 4049959079, 4049959077, 1403518326, 8648343499, 1403518338, 1403518283, 1403518343, 1403518300]]]",,,,,,,,,,,,,,,,,,,,,,,"[126642761, 481055459]",multipolygon
relation,15698868,,,"POLYGON ((6.9874632 49.2243256, 6.9879662 49.2239837, 6.9871627 49.2240063, 6.9871006 49.2240105, 6.9870693 49.2240256, 6.9870615 49.2240449, 6.9870697 49.2240658, 6.9871413 49.2241157, 6.9872448 49.2242053, 6.9872662 49.2242237, 6.9872879 49.2242473, 6.9873484 49.2243092, 6.9873898 49.2243251, 6.9874632 49.2243256), (6.987604 49.2240581, 6.9876955 49.2241152, 6.9876045 49.2241778, 6.9875878 49.2241674, 6.9874905 49.2242345, 6.98745 49.2242094, 6.9874157 49.2241878, 6.987604 49.2240581))",,,,,,,,,,,park,,,"[[[1154424239, 4640819913, 1154424057, 2279574403, 2279574408, 1154424161, 1154424143, 1154424239], [2274070098, 8074853206, 2274070105, 8074891518, 2274070088, 2274070111, 8074891527, 2274070086, 4640819911, 2274070095, 4640819903, 4640823212, 9281890605, 2274070098]]]",,,,,,,,,,,,,,,,,,,,,,,"[99861216, 218123424]",multipolygon
