element_type,osmid,amenity,capacity:disabled,description,parking_space,wheelchair,geometry,surface,traffic_sign,access,capacity:charging,access:disabled,capacity:short,maxlength,capacity:parent,capacity:women,layer,level,capacity,level:ref,ref,emergency,source,capacity:car_sharing,name,nodes,parking,parking:disabled,building,ref:permit,lit,fee,opening_hours,smoothness,supervised,capacity:disabled:conditional,parking:orientation,fire_service,maxstay:conditional,doctor,start_date,note,hgv,access:description,capacity:trailer,covered,customers,operator,fee:conditional,maxstay,capacity:private,access:conditional,capacity:taxi,taxi,vehicle,disabled,fixme,noref,tourist_bus,capacity:hgv,parking:fee,surface:colour,parking_space:conditional
way,562090005,parking_space,,,,,"POLYGON ((8.4396728 49.0212221, 8.43961 49.0212438, 8.4395933 49.021223, 8.4396561 49.0212013, 8.4396728 49.0212221))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622503, 4278622510, 4278622504, 7343522265, 4278622503]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090006,parking_space,,,,,"POLYGON ((8.4397341 49.0213009, 8.4396728 49.0213221, 8.4396481 49.0212913, 8.4397102 49.0212699, 8.4397341 49.0213009))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622525, 2042882572, 5419115245, 5419115244, 4278622525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090007,parking_space,,,,,"POLYGON ((8.4395963 49.02102, 8.4396561 49.0209994, 8.4396397 49.020979, 8.4395802 49.0209996, 8.4395963 49.02102))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115247, 5419115253, 4278622362, 4278622364, 5419115247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090008,parking_space,,,,,"POLYGON ((8.4396127 49.0210404, 8.4396724 49.0210198, 8.4396561 49.0209994, 8.4395963 49.02102, 8.4396127 49.0210404))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115248, 5419115254, 5419115253, 5419115247, 5419115248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090009,parking_space,,,,,"POLYGON ((8.4396291 49.0210608, 8.4396888 49.0210402, 8.4396724 49.0210198, 8.4396127 49.0210404, 8.4396291 49.0210608))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115249, 5419115255, 5419115254, 5419115248, 5419115249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090010,parking_space,,,,,"POLYGON ((8.4396454 49.0210812, 8.4397052 49.0210606, 8.4396888 49.0210402, 8.4396291 49.0210608, 8.4396454 49.0210812))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115250, 5419115256, 5419115255, 5419115249, 5419115250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090011,parking_space,,,,,"POLYGON ((8.4396618 49.0211016, 8.4397216 49.021081, 8.4397052 49.0210606, 8.4396454 49.0210812, 8.4396618 49.0211016))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115251, 5419115257, 5419115256, 5419115250, 5419115251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090012,parking_space,,,,,"POLYGON ((8.4396782 49.021122, 8.4397379 49.0211014, 8.4397216 49.021081, 8.4396618 49.0211016, 8.4396782 49.021122))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115252, 5419115258, 5419115257, 5419115251, 5419115252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090013,parking_space,,,,,"POLYGON ((8.4396947 49.0211425, 8.4397543 49.0211218, 8.4397379 49.0211014, 8.4396782 49.021122, 8.4396947 49.0211425))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622384, 4278622379, 5419115258, 5419115252, 4278622384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090017,parking_space,,,,,"POLYGON ((8.4393189 49.021102, 8.4393496 49.0210914, 8.4393171 49.0210509, 8.4392864 49.0210615, 8.4393189 49.021102))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622377, 5419115269, 5419115264, 4278622371, 4278622377]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090018,parking_space,,,,,"POLYGON ((8.4393496 49.0210914, 8.4393803 49.0210808, 8.4393478 49.0210403, 8.4393171 49.0210509, 8.4393496 49.0210914))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115269, 5419115270, 5419115265, 5419115264, 5419115269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090019,parking_space,,,,,"POLYGON ((8.4393803 49.0210808, 8.439411 49.0210702, 8.4393785 49.0210297, 8.4393478 49.0210403, 8.4393803 49.0210808))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115270, 5419115271, 5419115266, 5419115265, 5419115270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090020,parking_space,,,,,"POLYGON ((8.439411 49.0210702, 8.4394417 49.0210596, 8.4394092 49.0210191, 8.4393785 49.0210297, 8.439411 49.0210702))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115271, 5419115272, 5419115267, 5419115266, 5419115271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090021,parking_space,,,,,"POLYGON ((8.4394417 49.0210596, 8.4394724 49.021049, 8.4394399 49.0210085, 8.4394092 49.0210191, 8.4394417 49.0210596))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115272, 5419115273, 5419115268, 5419115267, 5419115272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090022,parking_space,,,,,"POLYGON ((8.4394724 49.021049, 8.4395031 49.0210384, 8.4394706 49.0209979, 8.4394399 49.0210085, 8.4394724 49.021049))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115273, 4278622367, 4278622363, 5419115268, 5419115273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090023,parking_space,,,,,"POLYGON ((8.4392115 49.0209682, 8.4392422 49.0209576, 8.4392749 49.0209985, 8.4392444 49.0210092, 8.4392115 49.0209682))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622359, 5419115283, 5419115274, 4278622365, 4278622359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090024,parking_space,,,,,"POLYGON ((8.4392422 49.0209576, 8.4392729 49.020947, 8.4393057 49.0209879, 8.4392749 49.0209985, 8.4392422 49.0209576))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115283, 5419115282, 5419115275, 5419115274, 5419115283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090025,parking_space,,,,,"POLYGON ((8.4392729 49.020947, 8.4393037 49.0209364, 8.4393364 49.0209773, 8.4393057 49.0209879, 8.4392729 49.020947))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115282, 5419115281, 5419115276, 5419115275, 5419115282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090026,parking_space,,,,,"POLYGON ((8.4393037 49.0209364, 8.4393344 49.0209258, 8.4393671 49.0209667, 8.4393364 49.0209773, 8.4393037 49.0209364))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115281, 5419115280, 5419115277, 5419115276, 5419115281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090027,parking_space,,,,,"POLYGON ((8.4393344 49.0209258, 8.4393651 49.0209152, 8.4393979 49.0209562, 8.4393671 49.0209667, 8.4393344 49.0209258))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115280, 5419115279, 5419115278, 5419115277, 5419115280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090029,parking_space,,,,,"POLYGON ((8.4393651 49.0209152, 8.4393958 49.0209046, 8.4394286 49.0209456, 8.4393979 49.0209562, 8.4393651 49.0209152))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115279, 2042882483, 2042882498, 5419115278, 5419115279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090031,parking_space,,,,,"POLYGON ((8.4390041 49.0210397, 8.4390352 49.021029, 8.4390682 49.02107, 8.439037 49.0210807, 8.4390041 49.0210397))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622368, 5419115289, 5419115284, 4278622373, 4278622368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090033,parking_space,,,,,"POLYGON ((8.4390352 49.021029, 8.4390664 49.0210182, 8.4390993 49.0210593, 8.4390682 49.02107, 8.4390352 49.021029))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115289, 5419115290, 5419115285, 5419115284, 5419115289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090035,parking_space,,,,,"POLYGON ((8.4390664 49.0210182, 8.4390975 49.0210075, 8.4391304 49.0210485, 8.4390993 49.0210593, 8.4390664 49.0210182))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115290, 5419115291, 5419115286, 5419115285, 5419115290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090037,parking_space,,,,,"POLYGON ((8.4390975 49.0210075, 8.4391286 49.0209968, 8.4391615 49.0210378, 8.4391304 49.0210485, 8.4390975 49.0210075))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115291, 5419115292, 5419115287, 5419115286, 5419115291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090038,parking_space,,,,,"POLYGON ((8.4391286 49.0209968, 8.4391598 49.020986, 8.4391927 49.021027, 8.4391615 49.0210378, 8.4391286 49.0209968))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115292, 5419115293, 5419115288, 5419115287, 5419115292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090040,parking_space,,,,,"POLYGON ((8.4391598 49.020986, 8.4391909 49.0209753, 8.4392238 49.0210163, 8.4391927 49.021027, 8.4391598 49.020986))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115293, 4278622360, 4278622366, 5419115288, 5419115293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090042,parking_space,,,,,"POLYGON ((8.4391357 49.0211652, 8.4391744 49.0211518, 8.4391419 49.0211113, 8.4391032 49.0211247, 8.4391357 49.0211652))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622489, 4278622385, 5419115294, 4278622380, 4278622489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090044,parking_space,,,,,"POLYGON ((8.4391744 49.0211518, 8.4392054 49.0211411, 8.4391729 49.0211006, 8.4391419 49.0211113, 8.4391744 49.0211518))",paving_stones,,,,,,,,,,,,,,,,,,"[4278622385, 5419115300, 5419115295, 5419115294, 4278622385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090045,parking_space,,,,,"POLYGON ((8.4392054 49.0211411, 8.4392363 49.0211305, 8.4392038 49.02109, 8.4391729 49.0211006, 8.4392054 49.0211411))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115300, 5419115299, 5419115296, 5419115295, 5419115300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090046,parking_space,,,,,"POLYGON ((8.4392363 49.0211305, 8.4392673 49.0211198, 8.4392348 49.0210793, 8.4392038 49.02109, 8.4392363 49.0211305))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115299, 5419115298, 5419115297, 5419115296, 5419115299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090047,parking_space,,,,,"POLYGON ((8.4392673 49.0211198, 8.4392982 49.0211091, 8.4392657 49.0210686, 8.4392348 49.0210793, 8.4392673 49.0211198))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115298, 4278622378, 4278622372, 5419115297, 5419115298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090048,parking_space,,,,,"POLYGON ((8.4389076 49.0212439, 8.4389383 49.0212333, 8.4389058 49.0211926, 8.4388749 49.0212032, 8.4389076 49.0212439))",paving_stones,,,,,,,,,,,,,,,,,,"[2042882561, 5419115722, 5419115302, 5419115301, 2042882561]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090049,parking_space,,,,,"POLYGON ((8.4389383 49.0212333, 8.4389691 49.0212227, 8.4389365 49.021182, 8.4389058 49.0211926, 8.4389383 49.0212333))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115722, 5419115721, 5419115303, 5419115302, 5419115722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090050,parking_space,,,,,"POLYGON ((8.4389691 49.0212227, 8.4389998 49.0212121, 8.4389673 49.0211715, 8.4389365 49.021182, 8.4389691 49.0212227))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115721, 5419115320, 5419115304, 5419115303, 5419115721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090051,parking_space,,,,,"POLYGON ((8.4389998 49.0212121, 8.4390305 49.0212015, 8.438998 49.0211609, 8.4389673 49.0211715, 8.4389998 49.0212121))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115320, 5419115319, 5419115305, 5419115304, 5419115320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090052,parking_space,,,,,"POLYGON ((8.4390305 49.0212015, 8.4390613 49.0211909, 8.4390288 49.0211503, 8.438998 49.0211609, 8.4390305 49.0212015))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115319, 5419115318, 5419115306, 5419115305, 5419115319]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090053,parking_space,,Parkplatz reserviert für Culinarium,,,"POLYGON ((8.4390613 49.0211909, 8.439092 49.0211803, 8.4390595 49.0211397, 8.4390288 49.0211503, 8.4390613 49.0211909))",paving_stones,,private,,,,,,,,,,,,,,,,"[5419115318, 4278622493, 4278622382, 5419115306, 5419115318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090054,parking_space,,,,,"POLYGON ((8.4388002 49.0211101, 8.438831 49.0210995, 8.4388638 49.0211404, 8.438833 49.021151, 8.4388002 49.0211101))",paving_stones,,,,,,,,,,,,,,,,,,"[2042882510, 5419115313, 5419115308, 5419115307, 2042882510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090055,parking_space,,,,,"POLYGON ((8.438831 49.0210995, 8.4388617 49.0210889, 8.4388945 49.0211298, 8.4388638 49.0211404, 8.438831 49.0210995))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115313, 5419115314, 5419115309, 5419115308, 5419115313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090056,parking_space,,,,,"POLYGON ((8.4388617 49.0210889, 8.4388925 49.0210783, 8.4389253 49.0211192, 8.4388945 49.0211298, 8.4388617 49.0210889))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115314, 5419115315, 5419115310, 5419115309, 5419115314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090057,parking_space,,,,,"POLYGON ((8.4388925 49.0210783, 8.4389232 49.0210677, 8.438956 49.0211086, 8.4389253 49.0211192, 8.4388925 49.0210783))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115315, 5419115316, 5419115311, 5419115310, 5419115315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090058,parking_space,,,,,"POLYGON ((8.4389232 49.0210677, 8.438954 49.0210571, 8.4389868 49.021098, 8.438956 49.0211086, 8.4389232 49.0210677))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115316, 5419115317, 5419115312, 5419115311, 5419115316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562090059,parking_space,,,,,"POLYGON ((8.438954 49.0210571, 8.4389847 49.0210465, 8.4390175 49.0210874, 8.4389868 49.021098, 8.438954 49.0210571))",paving_stones,,,,,,,,,,,,,,,,,,"[5419115317, 4278622370, 4278622374, 5419115312, 5419115317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270841,parking_space,,,,,"POLYGON ((8.4467505 49.0119615, 8.4467453 49.0119207, 8.4467748 49.011917, 8.4467854 49.011957, 8.4467505 49.0119615))",paving_stones,,,,,,,,,,,,,12,,,,,"[5420611814, 4171917624, 5420611815, 4171917632, 5420611814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270843,parking_space,,,,,"POLYGON ((8.4467505 49.0119615, 8.4467453 49.0119207, 8.4467148 49.0119229, 8.4467163 49.0119635, 8.4467505 49.0119615))",paving_stones,,,,,,,,,,,,,11,,,,,"[5420611814, 4171917624, 5420611816, 5420611806, 5420611814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270846,parking_space,,,,,"POLYGON ((8.4467163 49.0119635, 8.4467148 49.0119229, 8.4466841 49.0119234, 8.4466808 49.0119645, 8.4467163 49.0119635))",paving_stones,,,,,,,,,,,,,10,,,,,"[5420611806, 5420611816, 5420611817, 5420611807, 5420611806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270848,parking_space,,,,,"POLYGON ((8.4466482 49.0119634, 8.4466808 49.0119645, 8.4466841 49.0119234, 8.4466544 49.0119232, 8.4466482 49.0119634))",paving_stones,,,,,,,,,,,,,9,,,,,"[4171917631, 5420611807, 5420611817, 4171917626, 4171917631]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270850,parking_space,,,,,"POLYGON ((8.4466482 49.0119634, 8.4466544 49.0119232, 8.4466234 49.0119208, 8.4466152 49.0119611, 8.4466482 49.0119634))",paving_stones,,,,,,,,,,,,,8,,,,,"[4171917631, 4171917626, 5420611818, 5420611808, 4171917631]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270852,parking_space,,,,,"POLYGON ((8.4465845 49.011958, 8.4465935 49.0119176, 8.4466234 49.0119208, 8.4466152 49.0119611, 8.4465845 49.011958))",paving_stones,,,,,,,,,,,,,7,,,,,"[5420611809, 5420611819, 5420611818, 5420611808, 5420611809]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270855,parking_space,,,,,"POLYGON ((8.4465538 49.0119548, 8.4465845 49.011958, 8.4465935 49.0119176, 8.4465635 49.0119147, 8.4465538 49.0119548))",paving_stones,,,,,,,,,,,,,6,,,,,"[4171917630, 5420611809, 5420611819, 4171917623, 4171917630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270857,parking_space,,,,,"POLYGON ((8.4465202 49.0119497, 8.4465334 49.0119105, 8.4465635 49.0119147, 8.4465538 49.0119548, 8.4465202 49.0119497))",paving_stones,,,,,,,,,,,,,5,,,,,"[5420611810, 5420611820, 4171917623, 4171917630, 5420611810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270859,parking_space,,,,,"POLYGON ((8.4464865 49.0119445, 8.4465033 49.0119064, 8.4465334 49.0119105, 8.4465202 49.0119497, 8.4464865 49.0119445))",paving_stones,,,,,,,,,,,,,4,,,,,"[5420611813, 5420612221, 5420611820, 5420611810, 5420611813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270862,parking_space,,,,,"POLYGON ((8.4464565 49.0119391, 8.4464738 49.0119007, 8.4465033 49.0119064, 8.4464865 49.0119445, 8.4464565 49.0119391))",paving_stones,,,,,,,,,,,,,3,,,,,"[5420611811, 4171917622, 5420612221, 5420611813, 5420611811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270864,parking_space,,,,,"POLYGON ((8.4464265 49.0119338, 8.4464565 49.0119391, 8.4464738 49.0119007, 8.4464443 49.011895, 8.4464265 49.0119338))",paving_stones,,,,,,,,,,,,,2,,,,,"[5420611812, 5420611811, 4171917622, 5420612222, 5420611812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270866,parking_space,,,,,"POLYGON ((8.4464265 49.0119338, 8.4463966 49.0119284, 8.4464148 49.0118893, 8.4464443 49.011895, 8.4464265 49.0119338))",paving_stones,,,,,,,,,,,,,1,,,,,"[5420611812, 4171917625, 4171917621, 5420612222, 5420611812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270887,parking_space,,,,,"POLYGON ((8.4432202 49.0005248, 8.443254 49.0005174, 8.4432243 49.0004596, 8.4431905 49.000467, 8.4432202 49.0005248))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612262, 2617814356, 5420612273, 5420612242, 5420612262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270890,parking_space,,,,,"POLYGON ((8.4431864 49.0005323, 8.4432202 49.0005248, 8.4431905 49.000467, 8.4431567 49.0004745, 8.4431864 49.0005323))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612263, 5420612262, 5420612242, 5420612243, 5420612263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270892,parking_space,,,,,"POLYGON ((8.4431525 49.0005398, 8.4431864 49.0005323, 8.4431567 49.0004745, 8.4431228 49.000482, 8.4431525 49.0005398))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612264, 5420612263, 5420612243, 5420612245, 5420612264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270895,parking_space,,,,,"POLYGON ((8.4430964 49.0005037, 8.443114 49.0005382, 8.4431187 49.0005473, 8.4431525 49.0005398, 8.4431228 49.000482, 8.443089 49.0004895, 8.4430964 49.0005037))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612271, 5420612240, 5420612272, 5420612264, 5420612245, 5420612244, 5420612271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270897,parking_space,,,,,"POLYGON ((8.4430304 49.0005024, 8.4430601 49.0005602, 8.4430937 49.0005528, 8.443089 49.0005437, 8.4430713 49.0005093, 8.443064 49.000495, 8.4430304 49.0005024))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612247, 5420612261, 5420612269, 5420612241, 5420612270, 5420612246, 5420612247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270900,parking_space,,,,,"POLYGON ((8.4430264 49.0005677, 8.4430601 49.0005602, 8.4430304 49.0005024, 8.4429967 49.0005099, 8.4430264 49.0005677))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612260, 5420612261, 5420612247, 5420612248, 5420612260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270902,parking_space,,,,,"POLYGON ((8.4429631 49.0005173, 8.4429928 49.0005751, 8.4430264 49.0005677, 8.4429967 49.0005099, 8.4429631 49.0005173))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612249, 5420612259, 5420612260, 5420612248, 5420612249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270905,parking_space,,,,,"POLYGON ((8.4429295 49.0005247, 8.4429592 49.0005825, 8.4429928 49.0005751, 8.4429631 49.0005173, 8.4429295 49.0005247))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612250, 5420612258, 5420612259, 5420612249, 5420612250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270907,parking_space,,,,,"POLYGON ((8.4429592 49.0005825, 8.4429256 49.00059, 8.4429209 49.0005809, 8.4429032 49.0005464, 8.4428959 49.0005322, 8.4429295 49.0005247, 8.4429592 49.0005825))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612258, 5420612266, 5420612238, 5420612267, 5420612251, 5420612250, 5420612258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270910,parking_space,,,,,"POLYGON ((8.4428663 49.0006031, 8.4429029 49.000595, 8.4428982 49.0005859, 8.4428805 49.0005515, 8.4428732 49.0005372, 8.4428366 49.0005453, 8.4428663 49.0006031))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612257, 5420612265, 5420612239, 5420612268, 5420612252, 5420612237, 5420612257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270912,parking_space,,,,,"POLYGON ((8.4428038 49.0005526, 8.4428335 49.0006104, 8.4428663 49.0006031, 8.4428366 49.0005453, 8.4428038 49.0005526))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612253, 5420612256, 5420612257, 5420612237, 5420612253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270915,parking_space,,,,,"POLYGON ((8.4428007 49.0006176, 8.4428335 49.0006104, 8.4428038 49.0005526, 8.442771 49.0005598, 8.4428007 49.0006176))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612255, 5420612256, 5420612253, 5420612254, 5420612255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,562270918,parking_space,,,,,"POLYGON ((8.4427382 49.0005671, 8.4427679 49.0006249, 8.4428007 49.0006176, 8.442771 49.0005598, 8.4427382 49.0005671))",paving_stones,,,,,,,,,,,1,,,,,,,"[5420612274, 2617814363, 5420612255, 5420612254, 5420612274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564072484,parking_space,,,,,"POLYGON ((8.4400537 49.0215142, 8.4400004 49.0215318, 8.4400125 49.0215477, 8.4400222 49.0215445, 8.4400659 49.0215301, 8.4400592 49.0215214, 8.4400537 49.0215142))",paving_stones,,,,,,,,,,,1,,,,,,,"[5435344131, 5435344133, 5435344158, 5435344177, 5435344194, 5435342392, 5435344131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564072486,parking_space,,,,,"POLYGON ((8.4399245 49.0216126, 8.4399838 49.0215932, 8.4399731 49.0215791, 8.4399634 49.0215823, 8.4399138 49.0215986, 8.4399245 49.0216126))",paving_stones,,,,,,,,,,,1,,,,,,,"[5435344134, 5435344137, 5435344171, 5435342415, 5435344199, 5435344134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564072489,parking_space,,,,,"POLYGON ((8.4400345 49.0215765, 8.4400238 49.0215624, 8.4400335 49.0215593, 8.4400771 49.0215449, 8.4400879 49.0215589, 8.4400345 49.0215765))",paving_stones,,,,,,,,,,,1,,,,,,,"[5435344140, 5435344173, 5435342417, 5435344198, 5435344143, 5435344140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564072491,parking_space,,,,,"POLYGON ((8.4401135 49.0216797, 8.4401256 49.0216956, 8.4401789 49.0216781, 8.4401668 49.0216622, 8.4401135 49.0216797))",paving_stones,,,,,,,,,,,1,,,,,,,"[5435344151, 5435344189, 1643560828, 5435344148, 5435344151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,564072494,parking_space,,,,,"POLYGON ((8.4400035 49.0217159, 8.4400627 49.0216964, 8.4400749 49.0217123, 8.4400156 49.0217318, 8.4400035 49.0217159))",paving_stones,,,,,,,,,,,1,,,,,,,"[5435344154, 5435344157, 5435344188, 1643560837, 5435344154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
